11.46.388 I slot print_timing: id  0 | task 43 | prompt eval time =     498.50 ms /   217 tokens (    2.30 ms per token,   435.30 tokens per second)  [28928 cached]
13.57.980 I slot print_timing: id  0 | task 49 | reasoning effort = medium
14.01.264 I slot print_timing: id  0 | task 50 | prompt eval time =     448.10 ms /   182 tokens (    2.46 ms per token,   406.20 tokens per second)  [36864 cached]
14.01.264 I slot print_timing: id  0 | task 50 |        eval time =    2175.10 ms /   131 tokens (   16.60 ms per token,    60.20 tokens per second)
14.01.264 I slot print_timing: id  0 | task 50 | draft acceptance = 0.87037 (   94 accepted /   108 generated)
14.01.264 I slot print_timing: id  0 | task 50 | reasoning effort = medium
14.05.148 I slot print_timing: id  0 | task 51 | prompt eval time =    1234.50 ms /   545 tokens (    2.27 ms per token,   441.50 tokens per second)  [36864 cached]
14.05.148 I slot print_timing: id  0 | task 51 |        eval time =    2352.20 ms /   147 tokens (   16.00 ms per token,    62.50 tokens per second)
14.05.148 I slot print_timing: id  0 | task 51 | draft acceptance = 0.89916 (  107 accepted /   119 generated)
14.05.148 I slot print_timing: id  0 | task 51 | reasoning effort = medium
14.06.701 I slot print_timing: id  0 | task 52 | prompt eval time =     536.20 ms /   225 tokens (    2.38 ms per token,   419.60 tokens per second)  [37376 cached]
14.06.701 I slot print_timing: id  0 | task 52 |        eval time =     849.90 ms /    56 tokens (   15.18 ms per token,    65.90 tokens per second)
14.06.701 I slot print_timing: id  0 | task 52 | draft acceptance = 1.00000 (   42 accepted /    42 generated)
14.06.701 I slot print_timing: id  0 | task 52 | reasoning effort = medium
14.57.603 I slot print_timing: id  0 | task 53 | prompt eval time =    3118.80 ms /  1841 tokens (    1.69 ms per token,   590.30 tokens per second)  [37376 cached]
14.57.603 I slot print_timing: id  0 | task 53 |        eval time =   47619.80 ms /  2313 tokens (   20.59 ms per token,    48.60 tokens per second)
14.57.603 I slot print_timing: id  0 | task 53 | draft acceptance = 0.62324 ( 1507 accepted /  2418 generated)
14.57.603 I slot print_timing: id  0 | task 53 | reasoning effort = medium
15.11.485 I slot print_timing: id  0 | task 54 | prompt eval time =    4821.30 ms /  2771 tokens (    1.74 ms per token,   574.70 tokens per second)  [39168 cached]
15.11.485 I slot print_timing: id  0 | task 54 |        eval time =    8026.20 ms /   482 tokens (   16.65 ms per token,    60.10 tokens per second)
15.11.485 I slot print_timing: id  0 | task 54 | draft acceptance = 0.85891 (  347 accepted /   404 generated)
15.11.485 I slot print_timing: id  0 | task 54 | reasoning effort = medium
16.30.270 I slot print_timing: id  0 | task 55 | prompt eval time =    2182.70 ms /  1161 tokens (    1.88 ms per token,   531.90 tokens per second)  [41728 cached]
16.30.270 I slot print_timing: id  0 | task 55 |        eval time =   75709.20 ms /  3885 tokens (   19.49 ms per token,    51.30 tokens per second)
16.30.270 I slot print_timing: id  0 | task 55 | draft acceptance = 0.68994 ( 2619 accepted /  3796 generated)
16.30.270 I slot print_timing: id  0 | task 55 | reasoning effort = medium
17.15.609 I slot print_timing: id  0 | task 57 | prompt eval time =    1558.30 ms /  1006 tokens (    1.55 ms per token,   645.60 tokens per second)
17.15.609 I slot print_timing: id  0 | task 57 |        eval time =   22941.10 ms /  1200 tokens (   19.12 ms per token,    52.30 tokens per second)
17.15.609 I slot print_timing: id  0 | task 57 | draft acceptance = 0.57576 (  760 accepted /  1320 generated)
17.15.609 I slot print_timing: id  0 | task 57 | reasoning effort = xhigh
17.51.479 I slot print_timing: id  0 | task 57 | prompt eval time =   27167.00 ms / 21306 tokens (    1.28 ms per token,   784.30 tokens per second)
17.51.479 I slot print_timing: id  0 | task 57 |        eval time =    8690.80 ms /   549 tokens (   15.83 ms per token,    63.20 tokens per second)
17.51.479 I slot print_timing: id  0 | task 57 | draft acceptance = 0.84914 (  394 accepted /   464 generated)
17.51.479 I slot print_timing: id  0 | task 57 | reasoning effort = medium
17.57.951 I slot print_timing: id  0 | task 58 | prompt eval time =    1737.30 ms /  1093 tokens (    1.59 ms per token,   629.20 tokens per second)  [21248 cached]
17.57.951 I slot print_timing: id  0 | task 58 |        eval time =    3952.50 ms /   276 tokens (   14.32 ms per token,    69.80 tokens per second)
17.57.951 I slot print_timing: id  0 | task 58 | draft acceptance = 0.96698 (  205 accepted /   212 generated)
17.57.951 I slot print_timing: id  0 | task 58 | reasoning effort = medium
18.50.665 I slot print_timing: id  0 | task 59 | prompt eval time =    2335.00 ms /  1499 tokens (    1.56 ms per token,   642.00 tokens per second)  [22272 cached]
18.50.665 I slot print_timing: id  0 | task 59 |        eval time =   50224.00 ms /  2868 tokens (   17.51 ms per token,    57.10 tokens per second)
18.50.665 I slot print_timing: id  0 | task 59 | draft acceptance = 0.74082 ( 1978 accepted /  2670 generated)
18.50.665 I slot print_timing: id  0 | task 59 | reasoning effort = medium
18.56.336 I slot print_timing: id  0 | task 60 | prompt eval time =    4798.10 ms /  3199 tokens (    1.50 ms per token,   666.70 tokens per second)  [23552 cached]
18.56.336 I slot print_timing: id  0 | task 60 |        eval time =     741.50 ms /    50 tokens (   14.83 ms per token,    67.40 tokens per second)
18.56.336 I slot print_timing: id  0 | task 60 | draft acceptance = 1.00000 (   37 accepted /    37 generated)
18.56.336 I slot print_timing: id  0 | task 60 | reasoning effort = medium
19.00.385 I slot print_timing: id  0 | task 61 | prompt eval time =     501.60 ms /   223 tokens (    2.25 ms per token,   444.50 tokens per second)  [26624 cached]
19.00.385 I slot print_timing: id  0 | task 61 |        eval time =    3419.50 ms /   228 tokens (   15.00 ms per token,    66.70 tokens per second)
19.00.385 I slot print_timing: id  0 | task 61 | draft acceptance = 0.92778 (  167 accepted /   180 generated)
19.00.385 I slot print_timing: id  0 | task 61 | reasoning effort = medium
19.03.853 I slot print_timing: id  0 | task 62 | prompt eval time =     996.40 ms /   534 tokens (    1.87 ms per token,   535.90 tokens per second)  [26624 cached]
19.03.853 I slot print_timing: id  0 | task 62 |        eval time =    2332.20 ms /   161 tokens (   14.49 ms per token,    69.00 tokens per second)
19.03.853 I slot print_timing: id  0 | task 62 | draft acceptance = 0.99174 (  120 accepted /   121 generated)
19.03.853 I slot print_timing: id  0 | task 62 | reasoning effort = medium
19.09.830 I slot print_timing: id  0 | task 63 | prompt eval time =     500.00 ms /   237 tokens (    2.11 ms per token,   474.00 tokens per second)  [27136 cached]
19.09.830 I slot print_timing: id  0 | task 63 |        eval time =    5342.40 ms /   362 tokens (   14.76 ms per token,    67.80 tokens per second)
19.09.830 I slot print_timing: id  0 | task 63 | draft acceptance = 0.93684 (  267 accepted /   285 generated)
19.09.830 I slot print_timing: id  0 | task 63 | reasoning effort = medium
19.13.630 I slot print_timing: id  0 | task 64 | prompt eval time =    1295.60 ms /   682 tokens (    1.90 ms per token,   526.40 tokens per second)  [27136 cached]
19.13.630 I slot print_timing: id  0 | task 64 |        eval time =    2368.00 ms /   165 tokens (   14.35 ms per token,    69.70 tokens per second)
19.13.630 I slot print_timing: id  0 | task 64 | draft acceptance = 0.97619 (  123 accepted /   126 generated)
19.13.630 I slot print_timing: id  0 | task 64 | reasoning effort = medium
19.16.030 I slot print_timing: id  0 | task 65 | prompt eval time =     934.70 ms /   420 tokens (    2.23 ms per token,   449.30 tokens per second)  [27648 cached]
19.16.030 I slot print_timing: id  0 | task 65 |        eval time =    1325.40 ms /    92 tokens (   14.41 ms per token,    69.40 tokens per second)
19.16.030 I slot print_timing: id  0 | task 65 | draft acceptance = 1.00000 (   69 accepted /    69 generated)
19.16.030 I slot print_timing: id  0 | task 65 | reasoning effort = medium
19.29.134 I slot print_timing: id  0 | task 66 | prompt eval time =     705.20 ms /   312 tokens (    2.26 ms per token,   442.40 tokens per second)  [27904 cached]
19.29.134 I slot print_timing: id  0 | task 66 |        eval time =   12265.40 ms /   790 tokens (   15.53 ms per token,    64.40 tokens per second)
19.29.134 I slot print_timing: id  0 | task 66 | draft acceptance = 0.88992 (  574 accepted /   645 generated)
19.29.134 I slot print_timing: id  0 | task 66 | reasoning effort = medium
19.49.529 I slot print_timing: id  0 | task 67 | prompt eval time =    1680.60 ms /   909 tokens (    1.85 ms per token,   540.90 tokens per second)  [28160 cached]
19.49.529 I slot print_timing: id  0 | task 67 |        eval time =   18578.50 ms /  1153 tokens (   16.11 ms per token,    62.10 tokens per second)
19.49.529 I slot print_timing: id  0 | task 67 | draft acceptance = 0.85552 (  829 accepted /   969 generated)
19.49.529 I slot print_timing: id  0 | task 67 | reasoning effort = medium
19.53.774 I slot print_timing: id  0 | task 68 | prompt eval time =    2143.80 ms /  1331 tokens (    1.61 ms per token,   620.90 tokens per second)  [28928 cached]
19.53.774 I slot print_timing: id  0 | task 68 |        eval time =    1963.80 ms /   123 tokens (   15.97 ms per token,    62.60 tokens per second)
19.53.774 I slot print_timing: id  0 | task 68 | draft acceptance = 0.88119 (   89 accepted /   101 generated)
19.53.774 I slot print_timing: id  0 | task 68 | reasoning effort = medium
20.09.595 I slot print_timing: id  0 | task 69 | prompt eval time =     863.70 ms /   259 tokens (    3.33 ms per token,   299.90 tokens per second)  [30208 cached]
20.09.595 I slot print_timing: id  0 | task 69 |        eval time =   14809.90 ms /  1031 tokens (   14.36 ms per token,    69.60 tokens per second)
20.09.595 I slot print_timing: id  0 | task 69 | draft acceptance = 0.99228 (  771 accepted /   777 generated)
20.09.595 I slot print_timing: id  0 | task 69 | reasoning effort = medium
20.12.937 I slot print_timing: id  0 | task 70 | prompt eval time =    2152.80 ms /  1119 tokens (    1.92 ms per token,   519.80 tokens per second)  [30464 cached]
20.12.937 I slot print_timing: id  0 | task 70 |        eval time =    1038.40 ms /    66 tokens (   15.73 ms per token,    63.60 tokens per second)
20.12.937 I slot print_timing: id  0 | task 70 | draft acceptance = 0.92308 (   48 accepted /    52 generated)
20.12.937 I slot print_timing: id  0 | task 70 | reasoning effort = medium
20.16.522 I slot print_timing: id  0 | task 71 | prompt eval time =     584.50 ms /   221 tokens (    2.64 ms per token,   378.10 tokens per second)  [31488 cached]
20.16.522 I slot print_timing: id  0 | task 71 |        eval time =    2338.40 ms /   146 tokens (   16.02 ms per token,    62.40 tokens per second)
20.16.522 I slot print_timing: id  0 | task 71 | draft acceptance = 0.87500 (  105 accepted /   120 generated)
20.16.522 I slot print_timing: id  0 | task 71 | reasoning effort = medium
20.21.472 I slot print_timing: id  0 | task 72 | prompt eval time =    1197.80 ms /   600 tokens (    2.00 ms per token,   500.90 tokens per second)  [31488 cached]
20.21.472 I slot print_timing: id  0 | task 72 |        eval time =    3472.80 ms /   213 tokens (   16.30 ms per token,    61.30 tokens per second)
20.21.472 I slot print_timing: id  0 | task 72 | draft acceptance = 0.83516 (  152 accepted /   182 generated)
20.21.472 I slot print_timing: id  0 | task 72 | reasoning effort = medium
20.23.303 I slot print_timing: id  0 | task 73 | prompt eval time =     821.30 ms /   345 tokens (    2.38 ms per token,   420.10 tokens per second)  [32000 cached]
20.23.303 I slot print_timing: id  0 | task 73 |        eval time =     865.30 ms /    59 tokens (   14.67 ms per token,    68.20 tokens per second)
20.23.303 I slot print_timing: id  0 | task 73 | draft acceptance = 1.00000 (   44 accepted /    44 generated)
20.23.303 I slot print_timing: id  0 | task 73 | reasoning effort = medium
21.03.606 I slot print_timing: id  0 | task 74 | prompt eval time =    2816.20 ms /  1708 tokens (    1.65 ms per token,   606.50 tokens per second)  [32256 cached]
21.03.606 I slot print_timing: id  0 | task 74 |        eval time =   37336.90 ms /  1918 tokens (   19.47 ms per token,    51.40 tokens per second)
21.03.606 I slot print_timing: id  0 | task 74 | draft acceptance = 0.66010 ( 1274 accepted /  1930 generated)
21.03.606 I slot print_timing: id  0 | task 74 | reasoning effort = medium
21.13.802 I slot print_timing: id  0 | task 75 | prompt eval time =    4266.80 ms /  2560 tokens (    1.67 ms per token,   600.00 tokens per second)  [33792 cached]
21.13.802 I slot print_timing: id  0 | task 75 |        eval time =    5143.80 ms /   324 tokens (   15.88 ms per token,    63.00 tokens per second)
21.13.802 I slot print_timing: id  0 | task 75 | draft acceptance = 0.89015 (  235 accepted /   264 generated)
21.13.802 I slot print_timing: id  0 | task 75 | reasoning effort = medium
21.21.730 I slot print_timing: id  0 | task 76 | prompt eval time =    1373.40 ms /   664 tokens (    2.07 ms per token,   483.50 tokens per second)  [36096 cached]
21.21.730 I slot print_timing: id  0 | task 76 |        eval time =    6383.40 ms /   404 tokens (   15.80 ms per token,    63.30 tokens per second)
21.21.730 I slot print_timing: id  0 | task 76 | draft acceptance = 0.89634 (  294 accepted /   328 generated)
21.21.730 I slot print_timing: id  0 | task 76 | reasoning effort = medium
22.36.922 I slot print_timing: id  0 | task 77 | prompt eval time =    1781.70 ms /   954 tokens (    1.87 ms per token,   535.40 tokens per second)  [36608 cached]
22.36.922 I slot print_timing: id  0 | task 77 |        eval time =   72563.00 ms /  3714 tokens (   19.54 ms per token,    51.20 tokens per second)
22.36.922 I slot print_timing: id  0 | task 77 | draft acceptance = 0.66523 ( 2474 accepted /  3719 generated)
22.36.922 I slot print_timing: id  0 | task 77 | reasoning effort = medium
23.02.293 I slot print_timing: id  0 | task 79 | prompt eval time =    1435.60 ms /  1004 tokens (    1.43 ms per token,   699.30 tokens per second)
23.02.293 I slot print_timing: id  0 | task 79 |        eval time =   21787.20 ms /  1327 tokens (   16.42 ms per token,    60.90 tokens per second)
23.02.293 I slot print_timing: id  0 | task 79 | draft acceptance = 0.72488 (  909 accepted /  1254 generated)
23.02.293 I slot print_timing: id  0 | task 79 | reasoning effort = xhigh
23.37.816 I slot print_timing: id  0 | task 79 | prompt eval time =   27140.50 ms / 21299 tokens (    1.27 ms per token,   784.80 tokens per second)
23.37.816 I slot print_timing: id  0 | task 79 |        eval time =    8374.90 ms /   517 tokens (   16.20 ms per token,    61.70 tokens per second)
23.37.816 I slot print_timing: id  0 | task 79 | draft acceptance = 0.81737 (  367 accepted /   449 generated)
23.37.816 I slot print_timing: id  0 | task 79 | reasoning effort = medium
23.43.987 I slot print_timing: id  0 | task 80 | prompt eval time =    1599.00 ms /  1053 tokens (    1.52 ms per token,   658.50 tokens per second)  [21248 cached]
23.43.987 I slot print_timing: id  0 | task 80 |        eval time =    3783.40 ms /   270 tokens (   14.01 ms per token,    71.40 tokens per second)
23.43.987 I slot print_timing: id  0 | task 80 | draft acceptance = 0.99020 (  202 accepted /   204 generated)
23.43.987 I slot print_timing: id  0 | task 80 | reasoning effort = medium
24.13.637 I slot print_timing: id  0 | task 81 | prompt eval time =    2250.10 ms /  1453 tokens (    1.55 ms per token,   645.70 tokens per second)  [22272 cached]
24.13.637 I slot print_timing: id  0 | task 81 |        eval time =   27248.70 ms /  1616 tokens (   16.86 ms per token,    59.30 tokens per second)
24.13.637 I slot print_timing: id  0 | task 81 | draft acceptance = 0.77732 ( 1131 accepted /  1455 generated)
24.13.637 I slot print_timing: id  0 | task 81 | reasoning effort = medium
24.28.275 I slot print_timing: id  0 | task 82 | prompt eval time =    2917.90 ms /  1919 tokens (    1.52 ms per token,   657.70 tokens per second)  [23552 cached]
24.28.275 I slot print_timing: id  0 | task 82 |        eval time =   11460.40 ms /   716 tokens (   16.01 ms per token,    62.50 tokens per second)
24.28.275 I slot print_timing: id  0 | task 82 | draft acceptance = 0.83660 (  512 accepted /   612 generated)
24.28.275 I slot print_timing: id  0 | task 82 | reasoning effort = medium
24.34.247 I slot print_timing: id  0 | task 83 | prompt eval time =    1721.50 ms /   991 tokens (    1.74 ms per token,   575.70 tokens per second)  [25344 cached]
24.34.247 I slot print_timing: id  0 | task 83 |        eval time =    4122.60 ms /   238 tokens (   17.32 ms per token,    57.70 tokens per second)
24.34.247 I slot print_timing: id  0 | task 83 | draft acceptance = 0.75342 (  165 accepted /   219 generated)
24.34.247 I slot print_timing: id  0 | task 83 | reasoning effort = medium
24.43.798 I slot print_timing: id  0 | task 84 | prompt eval time =    1015.30 ms /   506 tokens (    2.01 ms per token,   498.40 tokens per second)  [26112 cached]
24.43.798 I slot print_timing: id  0 | task 84 |        eval time =    8412.00 ms /   571 tokens (   14.73 ms per token,    67.90 tokens per second)
24.43.798 I slot print_timing: id  0 | task 84 | draft acceptance = 0.93556 (  421 accepted /   450 generated)
24.43.798 I slot print_timing: id  0 | task 84 | reasoning effort = medium
24.46.838 I slot print_timing: id  0 | task 85 | prompt eval time =    1656.30 ms /   905 tokens (    1.83 ms per token,   546.40 tokens per second)  [26368 cached]
24.46.838 I slot print_timing: id  0 | task 85 |        eval time =    1244.40 ms /    76 tokens (   16.37 ms per token,    61.10 tokens per second)
24.46.838 I slot print_timing: id  0 | task 85 | draft acceptance = 0.83077 (   54 accepted /    65 generated)
24.46.838 I slot print_timing: id  0 | task 85 | reasoning effort = medium
24.52.352 I slot print_timing: id  0 | task 86 | prompt eval time =    1100.10 ms /   463 tokens (    2.38 ms per token,   420.90 tokens per second)  [27136 cached]
24.52.352 I slot print_timing: id  0 | task 86 |        eval time =    3742.20 ms /   240 tokens (   15.59 ms per token,    64.10 tokens per second)
24.52.352 I slot print_timing: id  0 | task 86 | draft acceptance = 0.88776 (  174 accepted /   196 generated)
24.52.352 I slot print_timing: id  0 | task 86 | reasoning effort = medium
24.57.354 I slot print_timing: id  0 | task 87 | prompt eval time =    1029.90 ms /   505 tokens (    2.04 ms per token,   490.30 tokens per second)  [27392 cached]
24.57.354 I slot print_timing: id  0 | task 87 |        eval time =    3844.70 ms /   229 tokens (   16.79 ms per token,    59.60 tokens per second)
24.57.354 I slot print_timing: id  0 | task 87 | draft acceptance = 0.78049 (  160 accepted /   205 generated)
24.57.354 I slot print_timing: id  0 | task 87 | reasoning effort = medium
25.00.119 I slot print_timing: id  0 | task 88 | prompt eval time =    1053.80 ms /   560 tokens (    1.88 ms per token,   531.40 tokens per second)  [27648 cached]
25.00.119 I slot print_timing: id  0 | task 88 |        eval time =    1576.90 ms /    91 tokens (   17.33 ms per token,    57.70 tokens per second)
25.00.119 I slot print_timing: id  0 | task 88 | draft acceptance = 0.76829 (   63 accepted /    82 generated)
25.00.119 I slot print_timing: id  0 | task 88 | reasoning effort = medium
25.02.986 I slot print_timing: id  0 | task 89 | prompt eval time =     500.40 ms /   203 tokens (    2.47 ms per token,   405.70 tokens per second)  [28160 cached]
25.02.986 I slot print_timing: id  0 | task 89 |        eval time =    1737.10 ms /   104 tokens (   16.70 ms per token,    59.90 tokens per second)
25.02.986 I slot print_timing: id  0 | task 89 | draft acceptance = 0.79348 (   73 accepted /    92 generated)
25.02.986 I slot print_timing: id  0 | task 89 | reasoning effort = medium
25.07.216 I slot print_timing: id  0 | task 90 | prompt eval time =     886.50 ms /   385 tokens (    2.30 ms per token,   434.30 tokens per second)  [28160 cached]
25.07.216 I slot print_timing: id  0 | task 90 |        eval time =    3089.00 ms /   196 tokens (   15.76 ms per token,    63.50 tokens per second)
25.07.216 I slot print_timing: id  0 | task 90 | draft acceptance = 0.86503 (  141 accepted /   163 generated)
25.07.216 I slot print_timing: id  0 | task 90 | reasoning effort = medium
25.17.602 I slot print_timing: id  0 | task 91 | prompt eval time =     863.50 ms /   378 tokens (    2.28 ms per token,   437.80 tokens per second)  [28416 cached]
25.17.602 I slot print_timing: id  0 | task 91 |        eval time =    9391.60 ms /   564 tokens (   16.65 ms per token,    60.10 tokens per second)
25.17.602 I slot print_timing: id  0 | task 91 | draft acceptance = 0.80933 (  399 accepted /   493 generated)
25.17.602 I slot print_timing: id  0 | task 91 | reasoning effort = medium
25.21.875 I slot print_timing: id  0 | task 92 | prompt eval time =    1407.50 ms /   762 tokens (    1.85 ms per token,   541.40 tokens per second)  [28672 cached]
25.21.875 I slot print_timing: id  0 | task 92 |        eval time =    2721.10 ms /   177 tokens (   15.37 ms per token,    65.00 tokens per second)
25.21.875 I slot print_timing: id  0 | task 92 | draft acceptance = 0.90845 (  129 accepted /   142 generated)
25.21.875 I slot print_timing: id  0 | task 92 | reasoning effort = medium
25.24.850 I slot print_timing: id  0 | task 93 | prompt eval time =    1058.20 ms /   511 tokens (    2.07 ms per token,   482.90 tokens per second)  [29184 cached]
25.24.850 I slot print_timing: id  0 | task 93 |        eval time =    1769.90 ms /   117 tokens (   15.13 ms per token,    66.10 tokens per second)
25.24.850 I slot print_timing: id  0 | task 93 | draft acceptance = 0.95556 (   86 accepted /    90 generated)
25.24.850 I slot print_timing: id  0 | task 93 | reasoning effort = medium
25.28.123 I slot print_timing: id  0 | task 94 | prompt eval time =     957.90 ms /   427 tokens (    2.24 ms per token,   445.80 tokens per second)  [29440 cached]
25.28.123 I slot print_timing: id  0 | task 94 |        eval time =    2176.90 ms /   133 tokens (   16.37 ms per token,    61.10 tokens per second)
25.28.123 I slot print_timing: id  0 | task 94 | draft acceptance = 0.84821 (   95 accepted /   112 generated)
25.28.123 I slot print_timing: id  0 | task 94 | reasoning effort = medium
25.37.747 I slot print_timing: id  0 | task 95 | prompt eval time =    1066.50 ms /   551 tokens (    1.94 ms per token,   516.60 tokens per second)  [29696 cached]
25.37.747 I slot print_timing: id  0 | task 95 |        eval time =    8281.80 ms /   540 tokens (   15.34 ms per token,    65.20 tokens per second)
25.37.747 I slot print_timing: id  0 | task 95 | draft acceptance = 0.90575 (  394 accepted /   435 generated)
25.37.747 I slot print_timing: id  0 | task 95 | reasoning effort = medium
25.42.292 I slot print_timing: id  0 | task 96 | prompt eval time =    1311.20 ms /   658 tokens (    1.99 ms per token,   501.80 tokens per second)  [30208 cached]
25.42.292 I slot print_timing: id  0 | task 96 |        eval time =    3086.70 ms /   191 tokens (   16.16 ms per token,    61.90 tokens per second)
25.42.292 I slot print_timing: id  0 | task 96 | draft acceptance = 0.85625 (  137 accepted /   160 generated)
25.42.292 I slot print_timing: id  0 | task 96 | reasoning effort = medium
25.45.492 I slot print_timing: id  0 | task 97 | prompt eval time =     947.90 ms /   392 tokens (    2.42 ms per token,   413.50 tokens per second)  [30720 cached]
25.45.492 I slot print_timing: id  0 | task 97 |        eval time =    2103.90 ms /   137 tokens (   15.36 ms per token,    65.10 tokens per second)
25.45.492 I slot print_timing: id  0 | task 97 | draft acceptance = 0.90090 (  100 accepted /   111 generated)
25.45.492 I slot print_timing: id  0 | task 97 | reasoning effort = medium
25.57.371 I slot print_timing: id  0 | task 98 | prompt eval time =     847.50 ms /   357 tokens (    2.37 ms per token,   421.30 tokens per second)  [30976 cached]
25.57.371 I slot print_timing: id  0 | task 98 |        eval time =   10878.30 ms /   744 tokens (   14.62 ms per token,    68.40 tokens per second)
25.57.371 I slot print_timing: id  0 | task 98 | draft acceptance = 0.96167 (  552 accepted /   574 generated)
25.57.371 I slot print_timing: id  0 | task 98 | reasoning effort = medium
26.00.371 I slot print_timing: id  0 | task 99 | prompt eval time =    1702.70 ms /   929 tokens (    1.83 ms per token,   545.60 tokens per second)  [31232 cached]
26.00.371 I slot print_timing: id  0 | task 99 |        eval time =    1141.70 ms /    78 tokens (   14.64 ms per token,    68.30 tokens per second)
26.00.371 I slot print_timing: id  0 | task 99 | draft acceptance = 0.96667 (   58 accepted /    60 generated)
26.00.371 I slot print_timing: id  0 | task 99 | reasoning effort = medium
26.03.913 I slot print_timing: id  0 | task 100 | prompt eval time =     696.00 ms /   299 tokens (    2.33 ms per token,   429.60 tokens per second)  [32000 cached]
26.03.913 I slot print_timing: id  0 | task 100 |        eval time =    2211.80 ms /   138 tokens (   16.03 ms per token,    62.40 tokens per second)
26.03.913 I slot print_timing: id  0 | task 100 | draft acceptance = 0.86087 (   99 accepted /   115 generated)
26.03.913 I slot print_timing: id  0 | task 100 | reasoning effort = medium
26.05.346 I slot print_timing: id  0 | task 101 | prompt eval time =     530.60 ms /   237 tokens (    2.24 ms per token,   446.60 tokens per second)  [32256 cached]
26.05.346 I slot print_timing: id  0 | task 101 |        eval time =     755.40 ms /    49 tokens (   15.42 ms per token,    64.90 tokens per second)
26.05.346 I slot print_timing: id  0 | task 101 | draft acceptance = 0.94737 (   36 accepted /    38 generated)
26.05.346 I slot print_timing: id  0 | task 101 | reasoning effort = medium
26.24.324 I slot print_timing: id  0 | task 102 | prompt eval time =    2540.70 ms /  1578 tokens (    1.61 ms per token,   621.10 tokens per second)  [32256 cached]
26.24.324 I slot print_timing: id  0 | task 102 |        eval time =   16286.50 ms /   942 tokens (   17.29 ms per token,    57.80 tokens per second)
26.24.324 I slot print_timing: id  0 | task 102 | draft acceptance = 0.78014 (  660 accepted /   846 generated)
26.24.324 I slot print_timing: id  0 | task 102 | reasoning effort = medium
26.29.856 I slot print_timing: id  0 | task 103 | prompt eval time =    2461.50 ms /  1416 tokens (    1.74 ms per token,   575.30 tokens per second)  [33792 cached]
