79.36.415 I slot print_timing: id  0 | task 326 | prompt eval time =     955.40 ms /   444 tokens (    2.15 ms per token,   464.70 tokens per second)  [28160 cached]
81.26.798 I slot print_timing: id  0 | task 331 | prompt eval time =    1745.40 ms /   954 tokens (    1.83 ms per token,   546.60 tokens per second)  [34048 cached]
81.26.798 I slot print_timing: id  0 | task 331 |        eval time =   32031.10 ms /  1851 tokens (   17.30 ms per token,    57.80 tokens per second)
81.26.798 I slot print_timing: id  0 | task 331 | draft acceptance = 0.78788 ( 1300 accepted /  1650 generated)
81.26.798 I slot print_timing: id  0 | task 331 | reasoning effort = medium
81.48.001 I slot print_timing: id  0 | task 333 | prompt eval time =    1450.30 ms /  1006 tokens (    1.44 ms per token,   693.60 tokens per second)
81.48.001 I slot print_timing: id  0 | task 333 |        eval time =   17591.30 ms /   909 tokens (   19.35 ms per token,    51.70 tokens per second)
81.48.001 I slot print_timing: id  0 | task 333 | draft acceptance = 0.55523 (  568 accepted /  1023 generated)
81.48.001 I slot print_timing: id  0 | task 333 | reasoning effort = xhigh
82.22.066 I slot print_timing: id  0 | task 333 | prompt eval time =   27208.00 ms / 21306 tokens (    1.28 ms per token,   783.10 tokens per second)
82.22.066 I slot print_timing: id  0 | task 333 |        eval time =    6847.80 ms /   433 tokens (   15.81 ms per token,    63.20 tokens per second)
82.22.066 I slot print_timing: id  0 | task 333 | draft acceptance = 0.85205 (  311 accepted /   365 generated)
82.22.066 I slot print_timing: id  0 | task 333 | reasoning effort = medium
82.28.432 I slot print_timing: id  0 | task 334 | prompt eval time =    1665.30 ms /   978 tokens (    1.70 ms per token,   587.30 tokens per second)  [21248 cached]
82.28.432 I slot print_timing: id  0 | task 334 |        eval time =    3899.00 ms /   276 tokens (   14.13 ms per token,    70.80 tokens per second)
82.28.432 I slot print_timing: id  0 | task 334 | draft acceptance = 0.99038 (  206 accepted /   208 generated)
82.28.432 I slot print_timing: id  0 | task 334 | reasoning effort = medium
83.18.056 I slot print_timing: id  0 | task 335 | prompt eval time =    2510.60 ms /  1640 tokens (    1.53 ms per token,   653.20 tokens per second)  [22016 cached]
83.18.056 I slot print_timing: id  0 | task 335 |        eval time =   46956.30 ms /  2740 tokens (   17.14 ms per token,    58.40 tokens per second)
83.18.056 I slot print_timing: id  0 | task 335 | draft acceptance = 0.75917 ( 1904 accepted /  2508 generated)
83.18.056 I slot print_timing: id  0 | task 335 | reasoning effort = medium
83.28.047 I slot print_timing: id  0 | task 336 | prompt eval time =    4566.40 ms /  2968 tokens (    1.54 ms per token,   650.00 tokens per second)  [23552 cached]
83.28.047 I slot print_timing: id  0 | task 336 |        eval time =    5282.30 ms /   357 tokens (   14.80 ms per token,    67.60 tokens per second)
83.28.047 I slot print_timing: id  0 | task 336 | draft acceptance = 0.93594 (  263 accepted /   281 generated)
83.28.047 I slot print_timing: id  0 | task 336 | reasoning effort = medium
83.32.002 I slot print_timing: id  0 | task 337 | prompt eval time =    1122.50 ms /   592 tokens (    1.90 ms per token,   527.40 tokens per second)  [26368 cached]
83.32.002 I slot print_timing: id  0 | task 337 |        eval time =    2695.60 ms /   174 tokens (   15.49 ms per token,    64.60 tokens per second)
83.32.002 I slot print_timing: id  0 | task 337 | draft acceptance = 0.89362 (  126 accepted /   141 generated)
83.32.002 I slot print_timing: id  0 | task 337 | reasoning effort = medium
83.38.816 I slot print_timing: id  0 | task 338 | prompt eval time =     791.70 ms /   339 tokens (    2.34 ms per token,   428.20 tokens per second)  [26880 cached]
83.38.816 I slot print_timing: id  0 | task 338 |        eval time =    5883.30 ms /   375 tokens (   15.69 ms per token,    63.70 tokens per second)
83.38.816 I slot print_timing: id  0 | task 338 | draft acceptance = 0.85714 (  270 accepted /   315 generated)
83.38.816 I slot print_timing: id  0 | task 338 | reasoning effort = medium
83.43.524 I slot print_timing: id  0 | task 339 | prompt eval time =    1042.10 ms /   539 tokens (    1.93 ms per token,   517.20 tokens per second)  [27136 cached]
83.43.524 I slot print_timing: id  0 | task 339 |        eval time =    3527.50 ms /   209 tokens (   16.88 ms per token,    59.20 tokens per second)
83.43.524 I slot print_timing: id  0 | task 339 | draft acceptance = 0.77249 (  146 accepted /   189 generated)
83.43.524 I slot print_timing: id  0 | task 339 | reasoning effort = medium
83.58.845 I slot print_timing: id  0 | task 340 | prompt eval time =     781.40 ms /   322 tokens (    2.43 ms per token,   412.10 tokens per second)  [27648 cached]
83.58.845 I slot print_timing: id  0 | task 340 |        eval time =   14408.40 ms /   979 tokens (   14.72 ms per token,    67.90 tokens per second)
83.58.845 I slot print_timing: id  0 | task 340 | draft acceptance = 0.94010 (  722 accepted /   768 generated)
83.58.845 I slot print_timing: id  0 | task 340 | reasoning effort = medium
84.01.850 I slot print_timing: id  0 | task 341 | prompt eval time =    1894.40 ms /  1130 tokens (    1.68 ms per token,   596.50 tokens per second)  [27904 cached]
84.01.850 I slot print_timing: id  0 | task 341 |        eval time =     975.00 ms /    65 tokens (   15.00 ms per token,    66.70 tokens per second)
84.01.850 I slot print_timing: id  0 | task 341 | draft acceptance = 1.00000 (   48 accepted /    48 generated)
84.01.850 I slot print_timing: id  0 | task 341 | reasoning effort = medium
84.05.543 I slot print_timing: id  0 | task 342 | prompt eval time =     725.50 ms /   316 tokens (    2.30 ms per token,   435.60 tokens per second)  [28928 cached]
84.05.543 I slot print_timing: id  0 | task 342 |        eval time =    2354.60 ms /   144 tokens (   16.35 ms per token,    61.20 tokens per second)
84.05.543 I slot print_timing: id  0 | task 342 | draft acceptance = 0.85833 (  103 accepted /   120 generated)
84.05.543 I slot print_timing: id  0 | task 342 | reasoning effort = medium
84.08.996 I slot print_timing: id  0 | task 343 | prompt eval time =     964.00 ms /   437 tokens (    2.21 ms per token,   453.30 tokens per second)  [29184 cached]
84.08.996 I slot print_timing: id  0 | task 343 |        eval time =    2233.30 ms /   138 tokens (   16.18 ms per token,    61.80 tokens per second)
84.08.996 I slot print_timing: id  0 | task 343 | draft acceptance = 0.84615 (   99 accepted /   117 generated)
84.08.996 I slot print_timing: id  0 | task 343 | reasoning effort = medium
84.47.626 I slot print_timing: id  0 | task 344 | prompt eval time =    2991.70 ms /  1878 tokens (    1.59 ms per token,   627.70 tokens per second)  [29440 cached]
84.47.626 I slot print_timing: id  0 | task 344 |        eval time =   35496.60 ms /  1776 tokens (   19.99 ms per token,    50.00 tokens per second)
84.47.626 I slot print_timing: id  0 | task 344 | draft acceptance = 0.61844 ( 1154 accepted /  1866 generated)
84.47.626 I slot print_timing: id  0 | task 344 | reasoning effort = medium
84.56.351 I slot print_timing: id  0 | task 345 | prompt eval time =    3762.70 ms /  2311 tokens (    1.63 ms per token,   614.20 tokens per second)  [31232 cached]
84.56.351 I slot print_timing: id  0 | task 345 |        eval time =    4546.00 ms /   270 tokens (   16.84 ms per token,    59.40 tokens per second)
84.56.351 I slot print_timing: id  0 | task 345 | draft acceptance = 0.83550 (  193 accepted /   231 generated)
84.56.351 I slot print_timing: id  0 | task 345 | reasoning effort = medium
85.03.116 I slot print_timing: id  0 | task 346 | prompt eval time =    1068.50 ms /   477 tokens (    2.24 ms per token,   446.40 tokens per second)  [33536 cached]
85.03.116 I slot print_timing: id  0 | task 346 |        eval time =    4412.70 ms /   256 tokens (   17.24 ms per token,    58.00 tokens per second)
85.03.116 I slot print_timing: id  0 | task 346 | draft acceptance = 0.78947 (  180 accepted /   228 generated)
85.03.116 I slot print_timing: id  0 | task 346 | reasoning effort = medium
85.40.295 I slot print_timing: id  0 | task 347 | prompt eval time =    1733.00 ms /   900 tokens (    1.93 ms per token,   519.30 tokens per second)  [33792 cached]
85.40.295 I slot print_timing: id  0 | task 347 |        eval time =   35139.70 ms /  1948 tokens (   18.04 ms per token,    55.40 tokens per second)
85.40.295 I slot print_timing: id  0 | task 347 | draft acceptance = 0.73899 ( 1342 accepted /  1816 generated)
85.40.295 I slot print_timing: id  0 | task 347 | reasoning effort = medium
86.02.450 I slot print_timing: id  0 | task 349 | prompt eval time =    1424.90 ms /  1004 tokens (    1.42 ms per token,   704.60 tokens per second)
86.02.450 I slot print_timing: id  0 | task 349 |        eval time =   18640.40 ms /   915 tokens (   20.37 ms per token,    49.10 tokens per second)
86.02.450 I slot print_timing: id  0 | task 349 | draft acceptance = 0.51437 (  555 accepted /  1079 generated)
86.02.450 I slot print_timing: id  0 | task 349 | reasoning effort = xhigh
86.38.226 I slot print_timing: id  0 | task 349 | prompt eval time =   27186.70 ms / 21300 tokens (    1.28 ms per token,   783.50 tokens per second)
86.38.226 I slot print_timing: id  0 | task 349 |        eval time =    8580.30 ms /   527 tokens (   16.28 ms per token,    61.40 tokens per second)
86.38.226 I slot print_timing: id  0 | task 349 | draft acceptance = 0.80736 (  373 accepted /   462 generated)
86.38.226 I slot print_timing: id  0 | task 349 | reasoning effort = medium
86.44.418 I slot print_timing: id  0 | task 350 | prompt eval time =    1630.90 ms /  1064 tokens (    1.53 ms per token,   652.40 tokens per second)  [21248 cached]
86.44.418 I slot print_timing: id  0 | task 350 |        eval time =    3760.70 ms /   270 tokens (   13.93 ms per token,    71.80 tokens per second)
86.44.418 I slot print_timing: id  0 | task 350 | draft acceptance = 1.00000 (  202 accepted /   202 generated)
86.44.418 I slot print_timing: id  0 | task 350 | reasoning effort = medium
87.29.155 I slot print_timing: id  0 | task 351 | prompt eval time =    2255.50 ms /  1464 tokens (    1.54 ms per token,   649.10 tokens per second)  [22272 cached]
87.29.155 I slot print_timing: id  0 | task 351 |        eval time =   42330.70 ms /  2417 tokens (   17.51 ms per token,    57.10 tokens per second)
87.29.155 I slot print_timing: id  0 | task 351 | draft acceptance = 0.73726 ( 1664 accepted /  2257 generated)
87.29.155 I slot print_timing: id  0 | task 351 | reasoning effort = medium
87.38.472 I slot print_timing: id  0 | task 352 | prompt eval time =    4194.10 ms /  2712 tokens (    1.55 ms per token,   646.60 tokens per second)  [23552 cached]
87.38.472 I slot print_timing: id  0 | task 352 |        eval time =    5000.50 ms /   265 tokens (   18.87 ms per token,    53.00 tokens per second)
87.38.472 I slot print_timing: id  0 | task 352 | draft acceptance = 0.66165 (  176 accepted /   266 generated)
87.38.472 I slot print_timing: id  0 | task 352 | reasoning effort = medium
87.43.952 I slot print_timing: id  0 | task 353 | prompt eval time =    1040.90 ms /   490 tokens (    2.12 ms per token,   470.70 tokens per second)  [26112 cached]
87.43.952 I slot print_timing: id  0 | task 353 |        eval time =    4191.10 ms /   268 tokens (   15.64 ms per token,    63.90 tokens per second)
87.43.952 I slot print_timing: id  0 | task 353 | draft acceptance = 0.87783 (  194 accepted /   221 generated)
87.43.952 I slot print_timing: id  0 | task 353 | reasoning effort = medium
87.46.954 I slot print_timing: id  0 | task 354 | prompt eval time =    1031.50 ms /   546 tokens (    1.89 ms per token,   529.30 tokens per second)  [26368 cached]
87.46.954 I slot print_timing: id  0 | task 354 |        eval time =    1850.70 ms /   123 tokens (   15.05 ms per token,    66.50 tokens per second)
87.46.954 I slot print_timing: id  0 | task 354 | draft acceptance = 0.93750 (   90 accepted /    96 generated)
87.46.954 I slot print_timing: id  0 | task 354 | reasoning effort = medium
88.00.076 I slot print_timing: id  0 | task 355 | prompt eval time =     503.30 ms /   241 tokens (    2.09 ms per token,   478.90 tokens per second)  [26880 cached]
88.00.076 I slot print_timing: id  0 | task 355 |        eval time =   12477.70 ms /   868 tokens (   14.38 ms per token,    69.60 tokens per second)
88.00.076 I slot print_timing: id  0 | task 355 | draft acceptance = 0.96557 (  645 accepted /   668 generated)
88.00.076 I slot print_timing: id  0 | task 355 | reasoning effort = medium
88.03.965 I slot print_timing: id  0 | task 356 | prompt eval time =    1988.30 ms /  1193 tokens (    1.67 ms per token,   600.00 tokens per second)  [26880 cached]
88.03.965 I slot print_timing: id  0 | task 356 |        eval time =    1743.00 ms /   108 tokens (   16.14 ms per token,    62.00 tokens per second)
88.03.965 I slot print_timing: id  0 | task 356 | draft acceptance = 0.82796 (   77 accepted /    93 generated)
88.03.965 I slot print_timing: id  0 | task 356 | reasoning effort = medium
88.09.543 I slot print_timing: id  0 | task 357 | prompt eval time =    1050.80 ms /   560 tokens (    1.88 ms per token,   532.90 tokens per second)  [27904 cached]
88.09.543 I slot print_timing: id  0 | task 357 |        eval time =    3824.90 ms /   251 tokens (   15.24 ms per token,    65.60 tokens per second)
88.09.543 I slot print_timing: id  0 | task 357 | draft acceptance = 0.91045 (  183 accepted /   201 generated)
88.09.543 I slot print_timing: id  0 | task 357 | reasoning effort = medium
88.16.652 I slot print_timing: id  0 | task 358 | prompt eval time =     893.90 ms /   380 tokens (    2.35 ms per token,   425.10 tokens per second)  [28416 cached]
88.16.652 I slot print_timing: id  0 | task 358 |        eval time =    6078.70 ms /   406 tokens (   14.97 ms per token,    66.80 tokens per second)
88.16.652 I slot print_timing: id  0 | task 358 | draft acceptance = 0.93437 (  299 accepted /   320 generated)
88.16.652 I slot print_timing: id  0 | task 358 | reasoning effort = medium
88.20.570 I slot print_timing: id  0 | task 359 | prompt eval time =    1198.60 ms /   610 tokens (    1.96 ms per token,   508.90 tokens per second)  [28672 cached]
88.20.570 I slot print_timing: id  0 | task 359 |        eval time =    2579.10 ms /   177 tokens (   14.57 ms per token,    68.60 tokens per second)
88.20.570 I slot print_timing: id  0 | task 359 | draft acceptance = 0.98507 (  132 accepted /   134 generated)
88.20.570 I slot print_timing: id  0 | task 359 | reasoning effort = medium
88.24.049 I slot print_timing: id  0 | task 360 | prompt eval time =    1328.20 ms /   525 tokens (    2.53 ms per token,   395.30 tokens per second)  [29184 cached]
88.24.049 I slot print_timing: id  0 | task 360 |        eval time =    2001.40 ms /   129 tokens (   15.51 ms per token,    64.50 tokens per second)
88.24.049 I slot print_timing: id  0 | task 360 | draft acceptance = 0.91262 (   94 accepted /   103 generated)
88.24.049 I slot print_timing: id  0 | task 360 | reasoning effort = medium
88.25.885 I slot print_timing: id  0 | task 361 | prompt eval time =     497.10 ms /   208 tokens (    2.39 ms per token,   418.40 tokens per second)  [29696 cached]
88.25.885 I slot print_timing: id  0 | task 361 |        eval time =    1201.10 ms /    80 tokens (   15.01 ms per token,    66.60 tokens per second)
88.25.885 I slot print_timing: id  0 | task 361 | draft acceptance = 0.96721 (   59 accepted /    61 generated)
88.25.885 I slot print_timing: id  0 | task 361 | reasoning effort = medium
88.29.519 I slot print_timing: id  0 | task 362 | prompt eval time =     823.10 ms /   347 tokens (    2.37 ms per token,   421.60 tokens per second)  [29696 cached]
88.29.519 I slot print_timing: id  0 | task 362 |        eval time =    2159.50 ms /   132 tokens (   16.36 ms per token,    61.10 tokens per second)
88.29.519 I slot print_timing: id  0 | task 362 | draft acceptance = 0.84685 (   94 accepted /   111 generated)
88.29.519 I slot print_timing: id  0 | task 362 | reasoning effort = medium
88.33.463 I slot print_timing: id  0 | task 363 | prompt eval time =    1028.10 ms /   456 tokens (    2.25 ms per token,   443.60 tokens per second)  [29952 cached]
88.33.463 I slot print_timing: id  0 | task 363 |        eval time =    2645.10 ms /   174 tokens (   15.20 ms per token,    65.80 tokens per second)
88.33.463 I slot print_timing: id  0 | task 363 | draft acceptance = 0.94815 (  128 accepted /   135 generated)
88.33.463 I slot print_timing: id  0 | task 363 | reasoning effort = medium
88.42.580 I slot print_timing: id  0 | task 364 | prompt eval time =     953.00 ms /   431 tokens (    2.21 ms per token,   452.20 tokens per second)  [30208 cached]
88.42.580 I slot print_timing: id  0 | task 364 |        eval time =    8027.60 ms /   535 tokens (   15.00 ms per token,    66.60 tokens per second)
88.42.580 I slot print_timing: id  0 | task 364 | draft acceptance = 0.93587 (  394 accepted /   421 generated)
88.42.580 I slot print_timing: id  0 | task 364 | reasoning effort = medium
88.49.296 I slot print_timing: id  0 | task 365 | prompt eval time =    1414.30 ms /   789 tokens (    1.79 ms per token,   557.90 tokens per second)  [30464 cached]
88.49.296 I slot print_timing: id  0 | task 365 |        eval time =    5147.70 ms /   330 tokens (   15.60 ms per token,    64.10 tokens per second)
88.49.296 I slot print_timing: id  0 | task 365 | draft acceptance = 0.88889 (  240 accepted /   270 generated)
88.49.296 I slot print_timing: id  0 | task 365 | reasoning effort = medium
88.51.716 I slot print_timing: id  0 | task 366 | prompt eval time =     951.00 ms /   402 tokens (    2.37 ms per token,   422.70 tokens per second)  [31232 cached]
88.51.716 I slot print_timing: id  0 | task 366 |        eval time =    1321.20 ms /    83 tokens (   15.92 ms per token,    62.80 tokens per second)
88.51.716 I slot print_timing: id  0 | task 366 | draft acceptance = 0.86957 (   60 accepted /    69 generated)
88.51.716 I slot print_timing: id  0 | task 366 | reasoning effort = medium
88.54.291 I slot print_timing: id  0 | task 367 | prompt eval time =     695.30 ms /   288 tokens (    2.41 ms per token,   414.20 tokens per second)  [31488 cached]
88.54.291 I slot print_timing: id  0 | task 367 |        eval time =    1214.80 ms /    79 tokens (   15.38 ms per token,    65.00 tokens per second)
88.54.291 I slot print_timing: id  0 | task 367 | draft acceptance = 0.95082 (   58 accepted /    61 generated)
88.54.291 I slot print_timing: id  0 | task 367 | reasoning effort = medium
89.06.293 I slot print_timing: id  0 | task 368 | prompt eval time =    2360.50 ms /  1403 tokens (    1.68 ms per token,   594.40 tokens per second)  [31744 cached]
89.06.293 I slot print_timing: id  0 | task 368 |        eval time =    9495.70 ms /   541 tokens (   17.55 ms per token,    57.00 tokens per second)
89.06.293 I slot print_timing: id  0 | task 368 | draft acceptance = 0.76626 (  377 accepted /   492 generated)
89.06.293 I slot print_timing: id  0 | task 368 | reasoning effort = medium
89.13.007 I slot print_timing: id  0 | task 369 | prompt eval time =    1554.20 ms /   841 tokens (    1.85 ms per token,   541.10 tokens per second)  [33024 cached]
89.13.007 I slot print_timing: id  0 | task 369 |        eval time =    4857.70 ms /   309 tokens (   15.72 ms per token,    63.60 tokens per second)
89.13.007 I slot print_timing: id  0 | task 369 | draft acceptance = 0.90361 (  225 accepted /   249 generated)
89.13.007 I slot print_timing: id  0 | task 369 | reasoning effort = medium
89.17.531 I slot print_timing: id  0 | task 370 | prompt eval time =    1346.20 ms /   682 tokens (    1.97 ms per token,   506.60 tokens per second)  [33792 cached]
89.17.531 I slot print_timing: id  0 | task 370 |        eval time =    2781.80 ms /   165 tokens (   16.86 ms per token,    59.30 tokens per second)
89.17.531 I slot print_timing: id  0 | task 370 | draft acceptance = 0.81818 (  117 accepted /   143 generated)
89.17.531 I slot print_timing: id  0 | task 370 | reasoning effort = medium
89.39.711 I slot print_timing: id  0 | task 371 | prompt eval time =     982.70 ms /   395 tokens (    2.49 ms per token,   402.00 tokens per second)  [34304 cached]
89.39.711 I slot print_timing: id  0 | task 371 |        eval time =   20540.10 ms /  1190 tokens (   17.26 ms per token,    57.90 tokens per second)
89.39.711 I slot print_timing: id  0 | task 371 | draft acceptance = 0.79186 (  837 accepted /  1057 generated)
89.39.711 I slot print_timing: id  0 | task 371 | reasoning effort = medium
91.06.018 I slot print_timing: id  0 | task 373 | prompt eval time =    1417.30 ms /  1004 tokens (    1.41 ms per token,   708.40 tokens per second)
91.06.018 I slot print_timing: id  0 | task 373 |        eval time =   82677.00 ms /  4117 tokens (   20.08 ms per token,    49.80 tokens per second)
91.06.018 I slot print_timing: id  0 | task 373 | draft acceptance = 0.52891 ( 2525 accepted /  4774 generated)
91.06.018 I slot print_timing: id  0 | task 373 | reasoning effort = xhigh
91.41.850 I slot print_timing: id  0 | task 373 | prompt eval time =   27190.30 ms / 21300 tokens (    1.28 ms per token,   783.40 tokens per second)
91.41.850 I slot print_timing: id  0 | task 373 |        eval time =    8633.70 ms /   539 tokens (   16.02 ms per token,    62.40 tokens per second)
91.41.850 I slot print_timing: id  0 | task 373 | draft acceptance = 0.83514 (  385 accepted /   461 generated)
91.41.850 I slot print_timing: id  0 | task 373 | reasoning effort = medium
91.48.167 I slot print_timing: id  0 | task 374 | prompt eval time =    1691.20 ms /  1077 tokens (    1.57 ms per token,   636.80 tokens per second)  [21248 cached]
91.48.167 I slot print_timing: id  0 | task 374 |        eval time =    3781.90 ms /   270 tokens (   14.01 ms per token,    71.40 tokens per second)
91.48.167 I slot print_timing: id  0 | task 374 | draft acceptance = 1.00000 (  202 accepted /   202 generated)
91.48.167 I slot print_timing: id  0 | task 374 | reasoning effort = medium
92.44.012 I slot print_timing: id  0 | task 375 | prompt eval time =    2334.40 ms /  1477 tokens (    1.58 ms per token,   632.70 tokens per second)  [22272 cached]
92.44.012 I slot print_timing: id  0 | task 375 |        eval time =   53358.70 ms /  3232 tokens (   16.51 ms per token,    60.60 tokens per second)
92.44.012 I slot print_timing: id  0 | task 375 | draft acceptance = 0.80338 ( 2284 accepted /  2843 generated)
92.44.012 I slot print_timing: id  0 | task 375 | reasoning effort = medium
92.54.470 I slot print_timing: id  0 | task 376 | prompt eval time =    5321.70 ms /  3539 tokens (    1.50 ms per token,   665.00 tokens per second)  [23552 cached]
92.54.470 I slot print_timing: id  0 | task 376 |        eval time =    4994.50 ms /   348 tokens (   14.35 ms per token,    69.70 tokens per second)
92.54.470 I slot print_timing: id  0 | task 376 | draft acceptance = 0.97004 (  259 accepted /   267 generated)
92.54.470 I slot print_timing: id  0 | task 376 | reasoning effort = medium
92.58.457 I slot print_timing: id  0 | task 377 | prompt eval time =    1314.90 ms /   641 tokens (    2.05 ms per token,   487.50 tokens per second)  [26880 cached]
92.58.457 I slot print_timing: id  0 | task 377 |        eval time =    2535.50 ms /   174 tokens (   14.57 ms per token,    68.60 tokens per second)
92.58.457 I slot print_timing: id  0 | task 377 | draft acceptance = 0.95556 (  129 accepted /   135 generated)
92.58.457 I slot print_timing: id  0 | task 377 | reasoning effort = medium
93.06.902 I slot print_timing: id  0 | task 378 | prompt eval time =     934.50 ms /   387 tokens (    2.41 ms per token,   414.10 tokens per second)  [27392 cached]
93.06.902 I slot print_timing: id  0 | task 378 |        eval time =    7370.40 ms /   505 tokens (   14.59 ms per token,    68.50 tokens per second)
93.06.902 I slot print_timing: id  0 | task 378 | draft acceptance = 0.95897 (  374 accepted /   390 generated)
93.06.902 I slot print_timing: id  0 | task 378 | reasoning effort = medium
93.11.066 I slot print_timing: id  0 | task 379 | prompt eval time =    1369.70 ms /   716 tokens (    1.91 ms per token,   522.70 tokens per second)  [27648 cached]
93.11.066 I slot print_timing: id  0 | task 379 |        eval time =    2658.10 ms /   170 tokens (   15.64 ms per token,    64.00 tokens per second)
93.11.066 I slot print_timing: id  0 | task 379 | draft acceptance = 0.87857 (  123 accepted /   140 generated)
93.11.066 I slot print_timing: id  0 | task 379 | reasoning effort = medium
93.23.477 I slot print_timing: id  0 | task 380 | prompt eval time =    1023.90 ms /   458 tokens (    2.24 ms per token,   447.30 tokens per second)  [28160 cached]
93.23.477 I slot print_timing: id  0 | task 380 |        eval time =   11253.60 ms /   777 tokens (   14.48 ms per token,    69.00 tokens per second)
93.23.477 I slot print_timing: id  0 | task 380 | draft acceptance = 0.97306 (  578 accepted /   594 generated)
93.23.477 I slot print_timing: id  0 | task 380 | reasoning effort = medium
93.26.386 I slot print_timing: id  0 | task 381 | prompt eval time =    1738.80 ms /  1063 tokens (    1.64 ms per token,   611.30 tokens per second)  [28416 cached]
93.26.386 I slot print_timing: id  0 | task 381 |        eval time =    1027.30 ms /    66 tokens (   15.57 ms per token,    64.20 tokens per second)
93.26.386 I slot print_timing: id  0 | task 381 | draft acceptance = 0.92308 (   48 accepted /    52 generated)
93.26.386 I slot print_timing: id  0 | task 381 | reasoning effort = medium
93.29.687 I slot print_timing: id  0 | task 382 | prompt eval time =     519.10 ms /   249 tokens (    2.08 ms per token,   479.70 tokens per second)  [29440 cached]
93.29.687 I slot print_timing: id  0 | task 382 |        eval time =    2165.40 ms /   129 tokens (   16.79 ms per token,    59.60 tokens per second)
93.29.687 I slot print_timing: id  0 | task 382 | draft acceptance = 0.80531 (   91 accepted /   113 generated)
93.29.687 I slot print_timing: id  0 | task 382 | reasoning effort = medium
93.33.119 I slot print_timing: id  0 | task 383 | prompt eval time =    1206.60 ms /   611 tokens (    1.97 ms per token,   506.40 tokens per second)  [29440 cached]
93.33.119 I slot print_timing: id  0 | task 383 |        eval time =    1962.30 ms /   125 tokens (   15.70 ms per token,    63.70 tokens per second)
93.33.119 I slot print_timing: id  0 | task 383 | draft acceptance = 0.89216 (   91 accepted /   102 generated)
93.33.119 I slot print_timing: id  0 | task 383 | reasoning effort = medium
94.01.270 I slot print_timing: id  0 | task 384 | prompt eval time =    2488.60 ms /  1516 tokens (    1.64 ms per token,   609.20 tokens per second)  [29952 cached]
94.01.270 I slot print_timing: id  0 | task 384 |        eval time =   25518.50 ms /  1338 tokens (   19.07 ms per token,    52.40 tokens per second)
94.01.270 I slot print_timing: id  0 | task 384 | draft acceptance = 0.66667 (  892 accepted /  1338 generated)
94.01.270 I slot print_timing: id  0 | task 384 | reasoning effort = medium
94.14.580 I slot print_timing: id  0 | task 385 | prompt eval time =    3256.00 ms /  2009 tokens (    1.62 ms per token,   617.00 tokens per second)  [31232 cached]
94.14.580 I slot print_timing: id  0 | task 385 |        eval time =    9582.70 ms /   531 tokens (   18.05 ms per token,    55.40 tokens per second)
94.14.580 I slot print_timing: id  0 | task 385 | draft acceptance = 0.73939 (  366 accepted /   495 generated)
94.14.580 I slot print_timing: id  0 | task 385 | reasoning effort = medium
94.47.082 I slot print_timing: id  0 | task 386 | prompt eval time =    1745.10 ms /   948 tokens (    1.84 ms per token,   543.20 tokens per second)  [33024 cached]
