46.54.746 I slot print_timing: id  0 | task 41 | prompt eval time =    2806.70 ms /  1182 tokens (    2.37 ms per token,   421.10 tokens per second)  [70400 cached]
71.55.448 I slot print_timing: id  0 | task 61 | prompt eval time =    2442.30 ms /  1079 tokens (    2.26 ms per token,   441.80 tokens per second)  [76288 cached]
71.55.448 I slot print_timing: id  0 | task 61 |        eval time =    8546.50 ms /   438 tokens (   19.51 ms per token,    51.20 tokens per second)
71.55.448 I slot print_timing: id  0 | task 61 | draft acceptance = 0.87052 (  316 accepted /   363 generated)
71.55.448 I slot print_timing: id  0 | task 61 | reasoning effort = medium
72.01.314 I slot print_timing: id  0 | task 62 | prompt eval time =    1760.70 ms /   687 tokens (    2.56 ms per token,   390.20 tokens per second)  [77312 cached]
72.01.314 I slot print_timing: id  0 | task 62 |        eval time =    3580.10 ms /   159 tokens (   22.52 ms per token,    44.40 tokens per second)
72.01.314 I slot print_timing: id  0 | task 62 | draft acceptance = 0.72667 (  109 accepted /   150 generated)
72.01.314 I slot print_timing: id  0 | task 62 | reasoning effort = medium
72.09.834 I slot print_timing: id  0 | task 63 | prompt eval time =    1418.70 ms /   496 tokens (    2.86 ms per token,   349.60 tokens per second)  [77824 cached]
72.09.834 I slot print_timing: id  0 | task 63 |        eval time =    1548.40 ms /    82 tokens (   18.88 ms per token,    53.00 tokens per second)
72.09.834 I slot print_timing: id  0 | task 63 | draft acceptance = 0.93750 (   60 accepted /    64 generated)
72.09.834 I slot print_timing: id  0 | task 63 | reasoning effort = medium
72.16.129 I slot print_timing: id  0 | task 64 | prompt eval time =    1265.30 ms /   412 tokens (    3.07 ms per token,   325.60 tokens per second)  [78080 cached]
72.16.129 I slot print_timing: id  0 | task 64 |        eval time =    4277.50 ms /   180 tokens (   23.76 ms per token,    42.10 tokens per second)
72.16.129 I slot print_timing: id  0 | task 64 | draft acceptance = 0.69143 (  121 accepted /   175 generated)
72.16.129 I slot print_timing: id  0 | task 64 | reasoning effort = medium
72.22.152 I slot print_timing: id  0 | task 65 | prompt eval time =    1282.80 ms /   427 tokens (    3.00 ms per token,   332.90 tokens per second)  [78336 cached]
72.22.152 I slot print_timing: id  0 | task 65 |        eval time =    3965.10 ms /   162 tokens (   24.48 ms per token,    40.90 tokens per second)
72.22.152 I slot print_timing: id  0 | task 65 | draft acceptance = 0.67925 (  108 accepted /   159 generated)
72.22.152 I slot print_timing: id  0 | task 65 | reasoning effort = medium
72.44.075 I slot print_timing: id  0 | task 66 | prompt eval time =    1275.20 ms /   425 tokens (    3.00 ms per token,   333.30 tokens per second)  [78592 cached]
72.44.075 I slot print_timing: id  0 | task 66 |        eval time =   20010.60 ms /   799 tokens (   25.04 ms per token,    39.90 tokens per second)
72.44.075 I slot print_timing: id  0 | task 66 | draft acceptance = 0.62967 (  522 accepted /   829 generated)
72.44.075 I slot print_timing: id  0 | task 66 | reasoning effort = medium
73.10.829 I slot print_timing: id  0 | task 67 | prompt eval time =    2645.40 ms /  1122 tokens (    2.36 ms per token,   424.10 tokens per second)  [78848 cached]
73.10.829 I slot print_timing: id  0 | task 67 |        eval time =   23407.50 ms /   898 tokens (   26.07 ms per token,    38.40 tokens per second)
73.10.829 I slot print_timing: id  0 | task 67 | draft acceptance = 0.59401 (  575 accepted /   968 generated)
73.10.829 I slot print_timing: id  0 | task 67 | reasoning effort = medium
74.21.455 I slot print_timing: id  0 | task 69 | prompt eval time =    1475.10 ms /   818 tokens (    1.80 ms per token,   554.50 tokens per second)
74.21.455 I slot print_timing: id  0 | task 69 |        eval time =   16958.60 ms /   720 tokens (   23.55 ms per token,    42.50 tokens per second)
74.21.455 I slot print_timing: id  0 | task 69 | draft acceptance = 0.61316 (  466 accepted /   760 generated)
74.21.455 I slot print_timing: id  0 | task 69 | reasoning effort = xhigh
75.00.679 I slot print_timing: id  0 | task 69 | prompt eval time =   32375.70 ms / 24499 tokens (    1.32 ms per token,   756.70 tokens per second)
75.00.679 I slot print_timing: id  0 | task 69 |        eval time =    6827.10 ms /   342 tokens (   19.96 ms per token,    50.10 tokens per second)
75.00.679 I slot print_timing: id  0 | task 69 | draft acceptance = 0.75478 (  237 accepted /   314 generated)
75.00.679 I slot print_timing: id  0 | task 69 | reasoning effort = medium
75.48.822 I slot print_timing: id  0 | task 70 | prompt eval time =   43057.00 ms / 31811 tokens (    1.35 ms per token,   738.80 tokens per second)
75.48.822 I slot print_timing: id  0 | task 70 |        eval time =    4149.60 ms /   239 tokens (   17.36 ms per token,    57.60 tokens per second)
75.48.822 I slot print_timing: id  0 | task 70 | draft acceptance = 0.94118 (  176 accepted /   187 generated)
75.48.822 I slot print_timing: id  0 | task 70 | reasoning effort = medium
75.52.558 I slot print_timing: id  0 | task 71 | prompt eval time =    1779.40 ms /   939 tokens (    1.89 ms per token,   527.70 tokens per second)  [31744 cached]
75.52.558 I slot print_timing: id  0 | task 71 |        eval time =    1582.00 ms /    83 tokens (   19.06 ms per token,    52.50 tokens per second)
75.52.558 I slot print_timing: id  0 | task 71 | draft acceptance = 0.85507 (   59 accepted /    69 generated)
75.52.558 I slot print_timing: id  0 | task 71 | reasoning effort = medium
75.54.606 I slot print_timing: id  0 | task 72 | prompt eval time =     759.50 ms /   301 tokens (    2.52 ms per token,   396.30 tokens per second)  [32512 cached]
75.54.606 I slot print_timing: id  0 | task 72 |        eval time =    1008.40 ms /    44 tokens (   22.92 ms per token,    43.60 tokens per second)
75.54.606 I slot print_timing: id  0 | task 72 | draft acceptance = 0.69048 (   29 accepted /    42 generated)
75.54.606 I slot print_timing: id  0 | task 72 | reasoning effort = medium
76.01.518 I slot print_timing: id  0 | task 73 | prompt eval time =     447.30 ms /   162 tokens (    2.76 ms per token,   362.20 tokens per second)  [32768 cached]
76.01.518 I slot print_timing: id  0 | task 73 |        eval time =    6147.00 ms /   290 tokens (   21.20 ms per token,    47.20 tokens per second)
76.01.518 I slot print_timing: id  0 | task 73 | draft acceptance = 0.73162 (  199 accepted /   272 generated)
76.01.518 I slot print_timing: id  0 | task 73 | reasoning effort = medium
76.07.726 I slot print_timing: id  0 | task 74 | prompt eval time =    1500.30 ms /   760 tokens (    1.97 ms per token,   506.60 tokens per second)  [32768 cached]
76.07.726 I slot print_timing: id  0 | task 74 |        eval time =    4383.70 ms /   167 tokens (   26.25 ms per token,    38.10 tokens per second)
76.07.726 I slot print_timing: id  0 | task 74 | draft acceptance = 0.54497 (  103 accepted /   189 generated)
76.07.726 I slot print_timing: id  0 | task 74 | reasoning effort = medium
76.27.153 I slot print_timing: id  0 | task 76 | prompt eval time =    1306.10 ms /   818 tokens (    1.60 ms per token,   626.30 tokens per second)
76.27.153 I slot print_timing: id  0 | task 76 |        eval time =   14849.10 ms /   650 tokens (   22.84 ms per token,    43.80 tokens per second)
76.27.153 I slot print_timing: id  0 | task 76 | draft acceptance = 0.59514 (  416 accepted /   699 generated)
76.27.153 I slot print_timing: id  0 | task 76 | reasoning effort = xhigh
77.06.655 I slot print_timing: id  0 | task 76 | prompt eval time =   32532.40 ms / 24609 tokens (    1.32 ms per token,   756.40 tokens per second)
77.06.655 I slot print_timing: id  0 | task 76 |        eval time =    6949.40 ms /   317 tokens (   21.92 ms per token,    45.60 tokens per second)
77.06.655 I slot print_timing: id  0 | task 76 | draft acceptance = 0.68489 (  213 accepted /   311 generated)
77.06.655 I slot print_timing: id  0 | task 76 | reasoning effort = medium
77.52.235 I slot print_timing: id  0 | task 77 | prompt eval time =   43111.70 ms / 31768 tokens (    1.36 ms per token,   736.90 tokens per second)
77.52.235 I slot print_timing: id  0 | task 77 |        eval time =    1542.60 ms /    84 tokens (   18.36 ms per token,    54.50 tokens per second)
77.52.235 I slot print_timing: id  0 | task 77 | draft acceptance = 0.84507 (   60 accepted /    71 generated)
77.52.235 I slot print_timing: id  0 | task 77 | reasoning effort = medium
78.46.417 I slot print_timing: id  0 | task 79 | prompt eval time =    1576.40 ms /  1002 tokens (    1.57 ms per token,   635.60 tokens per second)
78.46.417 I slot print_timing: id  0 | task 79 |        eval time =   19276.70 ms /   893 tokens (   21.59 ms per token,    46.30 tokens per second)
78.46.417 I slot print_timing: id  0 | task 79 | draft acceptance = 0.62891 (  583 accepted /   927 generated)
78.46.417 I slot print_timing: id  0 | task 79 | reasoning effort = xhigh
79.23.604 I slot print_timing: id  0 | task 79 | prompt eval time =   34502.50 ms / 25977 tokens (    1.33 ms per token,   752.90 tokens per second)
79.23.604 I slot print_timing: id  0 | task 79 |        eval time =    2664.00 ms /   164 tokens (   16.24 ms per token,    61.60 tokens per second)
79.23.604 I slot print_timing: id  0 | task 79 | draft acceptance = 0.95276 (  121 accepted /   127 generated)
79.23.604 I slot print_timing: id  0 | task 79 | reasoning effort = medium
79.30.522 I slot print_timing: id  0 | task 80 | prompt eval time =    1860.00 ms /  1115 tokens (    1.67 ms per token,   599.50 tokens per second)  [25856 cached]
79.30.522 I slot print_timing: id  0 | task 80 |        eval time =    4716.50 ms /   279 tokens (   16.91 ms per token,    59.20 tokens per second)
79.30.522 I slot print_timing: id  0 | task 80 | draft acceptance = 0.90222 (  203 accepted /   225 generated)
79.30.522 I slot print_timing: id  0 | task 80 | reasoning effort = medium
79.35.496 I slot print_timing: id  0 | task 81 | prompt eval time =    1038.10 ms /   475 tokens (    2.19 ms per token,   457.60 tokens per second)  [26880 cached]
79.35.496 I slot print_timing: id  0 | task 81 |        eval time =    3702.70 ms /   226 tokens (   16.38 ms per token,    61.00 tokens per second)
79.35.496 I slot print_timing: id  0 | task 81 | draft acceptance = 0.93258 (  166 accepted /   178 generated)
79.35.496 I slot print_timing: id  0 | task 81 | reasoning effort = medium
79.47.187 I slot print_timing: id  0 | task 82 | prompt eval time =    1058.90 ms /   550 tokens (    1.93 ms per token,   519.40 tokens per second)  [27136 cached]
79.47.187 I slot print_timing: id  0 | task 82 |        eval time =   10405.20 ms /   586 tokens (   17.76 ms per token,    56.30 tokens per second)
79.47.187 I slot print_timing: id  0 | task 82 | draft acceptance = 0.84848 (  420 accepted /   495 generated)
79.47.187 I slot print_timing: id  0 | task 82 | reasoning effort = medium
79.50.700 I slot print_timing: id  0 | task 83 | prompt eval time =    1397.10 ms /   728 tokens (    1.92 ms per token,   521.10 tokens per second)  [27648 cached]
79.50.700 I slot print_timing: id  0 | task 83 |        eval time =    1869.50 ms /   105 tokens (   17.80 ms per token,    56.20 tokens per second)
79.50.700 I slot print_timing: id  0 | task 83 | draft acceptance = 0.86207 (   75 accepted /    87 generated)
79.50.700 I slot print_timing: id  0 | task 83 | reasoning effort = medium
80.00.360 I slot print_timing: id  0 | task 84 | prompt eval time =     904.20 ms /   378 tokens (    2.39 ms per token,   418.10 tokens per second)  [28160 cached]
80.00.360 I slot print_timing: id  0 | task 84 |        eval time =    7496.50 ms /   290 tokens (   25.85 ms per token,    38.70 tokens per second)
80.00.360 I slot print_timing: id  0 | task 84 | draft acceptance = 0.48864 (  172 accepted /   352 generated)
80.00.360 I slot print_timing: id  0 | task 84 | reasoning effort = medium
80.14.914 I slot print_timing: id  0 | task 86 | prompt eval time =    1524.30 ms /  1014 tokens (    1.50 ms per token,   665.20 tokens per second)
80.14.914 I slot print_timing: id  0 | task 86 |        eval time =   10766.20 ms /   473 tokens (   22.76 ms per token,    43.90 tokens per second)
80.14.914 I slot print_timing: id  0 | task 86 | draft acceptance = 0.59763 (  303 accepted /   507 generated)
80.14.914 I slot print_timing: id  0 | task 86 | reasoning effort = xhigh
80.52.673 I slot print_timing: id  0 | task 86 | prompt eval time =   34564.40 ms / 26099 tokens (    1.32 ms per token,   755.10 tokens per second)
80.52.673 I slot print_timing: id  0 | task 86 |        eval time =    3177.60 ms /   185 tokens (   17.18 ms per token,    58.20 tokens per second)
80.52.673 I slot print_timing: id  0 | task 86 | draft acceptance = 0.89333 (  134 accepted /   150 generated)
80.52.673 I slot print_timing: id  0 | task 86 | reasoning effort = medium
80.57.595 I slot print_timing: id  0 | task 87 | prompt eval time =    2369.60 ms /  1416 tokens (    1.67 ms per token,   597.60 tokens per second)  [25856 cached]
80.57.595 I slot print_timing: id  0 | task 87 |        eval time =    1606.20 ms /    90 tokens (   17.85 ms per token,    56.00 tokens per second)
80.57.595 I slot print_timing: id  0 | task 87 | draft acceptance = 0.82051 (   64 accepted /    78 generated)
80.57.595 I slot print_timing: id  0 | task 87 | reasoning effort = medium
81.00.744 I slot print_timing: id  0 | task 88 | prompt eval time =    1109.60 ms /   457 tokens (    2.43 ms per token,   411.90 tokens per second)  [27136 cached]
81.00.744 I slot print_timing: id  0 | task 88 |        eval time =    1625.30 ms /    97 tokens (   16.76 ms per token,    59.70 tokens per second)
81.00.744 I slot print_timing: id  0 | task 88 | draft acceptance = 0.94667 (   71 accepted /    75 generated)
81.00.744 I slot print_timing: id  0 | task 88 | reasoning effort = medium
81.13.667 I slot print_timing: id  0 | task 89 | prompt eval time =    1206.70 ms /   606 tokens (    1.99 ms per token,   502.20 tokens per second)  [27392 cached]
81.13.667 I slot print_timing: id  0 | task 89 |        eval time =   11470.80 ms /   591 tokens (   19.41 ms per token,    51.50 tokens per second)
81.13.667 I slot print_timing: id  0 | task 89 | draft acceptance = 0.73418 (  406 accepted /   553 generated)
81.13.667 I slot print_timing: id  0 | task 89 | reasoning effort = medium
81.26.406 I slot print_timing: id  0 | task 90 | prompt eval time =    1461.90 ms /   791 tokens (    1.85 ms per token,   541.10 tokens per second)  [27904 cached]
81.26.406 I slot print_timing: id  0 | task 90 |        eval time =   11002.90 ms /   618 tokens (   17.80 ms per token,    56.20 tokens per second)
81.26.406 I slot print_timing: id  0 | task 90 | draft acceptance = 0.83871 (  442 accepted /   527 generated)
81.26.406 I slot print_timing: id  0 | task 90 | reasoning effort = medium
81.31.082 I slot print_timing: id  0 | task 91 | prompt eval time =    1418.40 ms /   746 tokens (    1.90 ms per token,   525.90 tokens per second)  [28672 cached]
81.31.082 I slot print_timing: id  0 | task 91 |        eval time =    3005.20 ms /   128 tokens (   23.48 ms per token,    42.60 tokens per second)
81.31.082 I slot print_timing: id  0 | task 91 | draft acceptance = 0.55556 (   80 accepted /   144 generated)
81.31.082 I slot print_timing: id  0 | task 91 | reasoning effort = medium
81.34.515 I slot print_timing: id  0 | task 92 | prompt eval time =     998.60 ms /   423 tokens (    2.36 ms per token,   423.60 tokens per second)  [29184 cached]
81.34.515 I slot print_timing: id  0 | task 92 |        eval time =    1666.10 ms /    79 tokens (   21.09 ms per token,    47.40 tokens per second)
81.34.515 I slot print_timing: id  0 | task 92 | draft acceptance = 0.73973 (   54 accepted /    73 generated)
81.34.515 I slot print_timing: id  0 | task 92 | reasoning effort = medium
81.42.441 I slot print_timing: id  0 | task 93 | prompt eval time =    2195.70 ms /  1327 tokens (    1.65 ms per token,   604.40 tokens per second)  [29440 cached]
81.42.441 I slot print_timing: id  0 | task 93 |        eval time =    5463.10 ms /   303 tokens (   18.03 ms per token,    55.50 tokens per second)
81.42.441 I slot print_timing: id  0 | task 93 | draft acceptance = 0.83077 (  216 accepted /   260 generated)
81.42.441 I slot print_timing: id  0 | task 93 | reasoning effort = medium
81.50.653 I slot print_timing: id  0 | task 94 | prompt eval time =    1368.80 ms /   699 tokens (    1.96 ms per token,   510.70 tokens per second)  [30720 cached]
81.50.653 I slot print_timing: id  0 | task 94 |        eval time =    6170.40 ms /   303 tokens (   20.36 ms per token,    49.10 tokens per second)
81.50.653 I slot print_timing: id  0 | task 94 | draft acceptance = 0.71280 (  206 accepted /   289 generated)
81.50.653 I slot print_timing: id  0 | task 94 | reasoning effort = medium
82.07.255 I slot print_timing: id  0 | task 95 | prompt eval time =    1289.60 ms /   633 tokens (    2.04 ms per token,   490.90 tokens per second)  [31232 cached]
82.07.255 I slot print_timing: id  0 | task 95 |        eval time =   13808.90 ms /   687 tokens (   20.10 ms per token,    49.80 tokens per second)
82.07.255 I slot print_timing: id  0 | task 95 | draft acceptance = 0.73406 (  472 accepted /   643 generated)
82.07.255 I slot print_timing: id  0 | task 95 | reasoning effort = medium
82.25.315 I slot print_timing: id  0 | task 97 | prompt eval time =    1564.60 ms /  1009 tokens (    1.55 ms per token,   644.90 tokens per second)
82.25.315 I slot print_timing: id  0 | task 97 |        eval time =   14257.90 ms /   670 tokens (   21.28 ms per token,    47.00 tokens per second)
82.25.315 I slot print_timing: id  0 | task 97 | draft acceptance = 0.62375 (  436 accepted /   699 generated)
82.25.315 I slot print_timing: id  0 | task 97 | reasoning effort = xhigh
83.00.954 I slot print_timing: id  0 | task 97 | prompt eval time =   34578.80 ms / 26340 tokens (    1.31 ms per token,   761.70 tokens per second)
83.00.954 I slot print_timing: id  0 | task 97 |        eval time =    1043.80 ms /    58 tokens (   18.00 ms per token,    55.60 tokens per second)
83.00.954 I slot print_timing: id  0 | task 97 | draft acceptance = 0.80392 (   41 accepted /    51 generated)
83.00.954 I slot print_timing: id  0 | task 97 | reasoning effort = medium
83.04.829 I slot print_timing: id  0 | task 98 | prompt eval time =    2059.90 ms /  1041 tokens (    1.98 ms per token,   505.40 tokens per second)  [26112 cached]
83.04.829 I slot print_timing: id  0 | task 98 |        eval time =    1602.50 ms /    89 tokens (   18.01 ms per token,    55.50 tokens per second)
83.04.829 I slot print_timing: id  0 | task 98 | draft acceptance = 0.84000 (   63 accepted /    75 generated)
83.04.829 I slot print_timing: id  0 | task 98 | reasoning effort = medium
83.09.282 I slot print_timing: id  0 | task 99 | prompt eval time =    1679.40 ms /   926 tokens (    1.81 ms per token,   551.40 tokens per second)  [27136 cached]
83.09.282 I slot print_timing: id  0 | task 99 |        eval time =    2550.90 ms /   155 tokens (   16.46 ms per token,    60.80 tokens per second)
83.09.282 I slot print_timing: id  0 | task 99 | draft acceptance = 0.92683 (  114 accepted /   123 generated)
83.09.282 I slot print_timing: id  0 | task 99 | reasoning effort = medium
83.15.039 I slot print_timing: id  0 | task 100 | prompt eval time =    2414.50 ms /  1430 tokens (    1.69 ms per token,   592.20 tokens per second)  [27904 cached]
83.15.039 I slot print_timing: id  0 | task 100 |        eval time =    2337.80 ms /   146 tokens (   16.01 ms per token,    62.50 tokens per second)
83.15.039 I slot print_timing: id  0 | task 100 | draft acceptance = 0.99091 (  109 accepted /   110 generated)
83.15.039 I slot print_timing: id  0 | task 100 | reasoning effort = medium
83.50.972 I slot print_timing: id  0 | task 101 | prompt eval time =    1258.00 ms /   629 tokens (    2.00 ms per token,   500.00 tokens per second)  [29184 cached]
83.50.972 I slot print_timing: id  0 | task 101 |        eval time =   34367.60 ms /  1605 tokens (   21.41 ms per token,    46.70 tokens per second)
83.50.972 I slot print_timing: id  0 | task 101 | draft acceptance = 0.65132 ( 1061 accepted /  1629 generated)
