20.11.564 I slot print_timing: id  0 | task 14 | prompt eval time =    3536.20 ms /  1743 tokens (    2.03 ms per token,   492.90 tokens per second)  [61184 cached]
70.51.387 I slot print_timing: id  0 | task 57 | prompt eval time =   19418.30 ms /  9788 tokens (    1.98 ms per token,   504.10 tokens per second)  [64512 cached]
70.51.387 I slot print_timing: id  0 | task 57 |        eval time =    8731.70 ms /   413 tokens (   21.14 ms per token,    47.30 tokens per second)
70.51.387 I slot print_timing: id  0 | task 57 | draft acceptance = 0.78320 (  289 accepted /   369 generated)
70.51.387 I slot print_timing: id  0 | task 57 | reasoning effort = medium
71.09.318 I slot print_timing: id  0 | task 58 | prompt eval time =    1440.10 ms /   572 tokens (    2.52 ms per token,   397.20 tokens per second)  [74240 cached]
71.09.318 I slot print_timing: id  0 | task 58 |        eval time =   15491.30 ms /   806 tokens (   19.22 ms per token,    52.00 tokens per second)
71.09.318 I slot print_timing: id  0 | task 58 | draft acceptance = 0.89058 (  586 accepted /   658 generated)
71.09.318 I slot print_timing: id  0 | task 58 | reasoning effort = medium
71.20.185 I slot print_timing: id  0 | task 59 | prompt eval time =    2377.50 ms /  1059 tokens (    2.25 ms per token,   445.40 tokens per second)  [74752 cached]
71.20.185 I slot print_timing: id  0 | task 59 |        eval time =    7562.20 ms /   381 tokens (   19.85 ms per token,    50.40 tokens per second)
71.20.185 I slot print_timing: id  0 | task 59 | draft acceptance = 0.84783 (  273 accepted /   322 generated)
71.20.185 I slot print_timing: id  0 | task 59 | reasoning effort = medium
71.43.783 I slot print_timing: id  0 | task 60 | prompt eval time =    1432.30 ms /   547 tokens (    2.62 ms per token,   381.90 tokens per second)  [75776 cached]
71.43.783 I slot print_timing: id  0 | task 60 |        eval time =   15008.20 ms /   711 tokens (   21.11 ms per token,    47.40 tokens per second)
71.43.783 I slot print_timing: id  0 | task 60 | draft acceptance = 0.77535 (  497 accepted /   641 generated)
71.43.783 I slot print_timing: id  0 | task 60 | reasoning effort = medium
71.55.448 I slot print_timing: id  0 | task 61 | prompt eval time =    2442.30 ms /  1079 tokens (    2.26 ms per token,   441.80 tokens per second)  [76288 cached]
71.55.448 I slot print_timing: id  0 | task 61 |        eval time =    8546.50 ms /   438 tokens (   19.51 ms per token,    51.20 tokens per second)
71.55.448 I slot print_timing: id  0 | task 61 | draft acceptance = 0.87052 (  316 accepted /   363 generated)
71.55.448 I slot print_timing: id  0 | task 61 | reasoning effort = medium
72.01.314 I slot print_timing: id  0 | task 62 | prompt eval time =    1760.70 ms /   687 tokens (    2.56 ms per token,   390.20 tokens per second)  [77312 cached]
72.01.314 I slot print_timing: id  0 | task 62 |        eval time =    3580.10 ms /   159 tokens (   22.52 ms per token,    44.40 tokens per second)
72.01.314 I slot print_timing: id  0 | task 62 | draft acceptance = 0.72667 (  109 accepted /   150 generated)
72.01.314 I slot print_timing: id  0 | task 62 | reasoning effort = medium
72.09.834 I slot print_timing: id  0 | task 63 | prompt eval time =    1418.70 ms /   496 tokens (    2.86 ms per token,   349.60 tokens per second)  [77824 cached]
72.09.834 I slot print_timing: id  0 | task 63 |        eval time =    1548.40 ms /    82 tokens (   18.88 ms per token,    53.00 tokens per second)
72.09.834 I slot print_timing: id  0 | task 63 | draft acceptance = 0.93750 (   60 accepted /    64 generated)
72.09.834 I slot print_timing: id  0 | task 63 | reasoning effort = medium
72.16.129 I slot print_timing: id  0 | task 64 | prompt eval time =    1265.30 ms /   412 tokens (    3.07 ms per token,   325.60 tokens per second)  [78080 cached]
72.16.129 I slot print_timing: id  0 | task 64 |        eval time =    4277.50 ms /   180 tokens (   23.76 ms per token,    42.10 tokens per second)
72.16.129 I slot print_timing: id  0 | task 64 | draft acceptance = 0.69143 (  121 accepted /   175 generated)
72.16.129 I slot print_timing: id  0 | task 64 | reasoning effort = medium
72.22.152 I slot print_timing: id  0 | task 65 | prompt eval time =    1282.80 ms /   427 tokens (    3.00 ms per token,   332.90 tokens per second)  [78336 cached]
72.22.152 I slot print_timing: id  0 | task 65 |        eval time =    3965.10 ms /   162 tokens (   24.48 ms per token,    40.90 tokens per second)
72.22.152 I slot print_timing: id  0 | task 65 | draft acceptance = 0.67925 (  108 accepted /   159 generated)
72.22.152 I slot print_timing: id  0 | task 65 | reasoning effort = medium
72.44.075 I slot print_timing: id  0 | task 66 | prompt eval time =    1275.20 ms /   425 tokens (    3.00 ms per token,   333.30 tokens per second)  [78592 cached]
72.44.075 I slot print_timing: id  0 | task 66 |        eval time =   20010.60 ms /   799 tokens (   25.04 ms per token,    39.90 tokens per second)
72.44.075 I slot print_timing: id  0 | task 66 | draft acceptance = 0.62967 (  522 accepted /   829 generated)
72.44.075 I slot print_timing: id  0 | task 66 | reasoning effort = medium
73.10.829 I slot print_timing: id  0 | task 67 | prompt eval time =    2645.40 ms /  1122 tokens (    2.36 ms per token,   424.10 tokens per second)  [78848 cached]
73.10.829 I slot print_timing: id  0 | task 67 |        eval time =   23407.50 ms /   898 tokens (   26.07 ms per token,    38.40 tokens per second)
73.10.829 I slot print_timing: id  0 | task 67 | draft acceptance = 0.59401 (  575 accepted /   968 generated)
73.10.829 I slot print_timing: id  0 | task 67 | reasoning effort = medium
74.21.455 I slot print_timing: id  0 | task 69 | prompt eval time =    1475.10 ms /   818 tokens (    1.80 ms per token,   554.50 tokens per second)
74.21.455 I slot print_timing: id  0 | task 69 |        eval time =   16958.60 ms /   720 tokens (   23.55 ms per token,    42.50 tokens per second)
74.21.455 I slot print_timing: id  0 | task 69 | draft acceptance = 0.61316 (  466 accepted /   760 generated)
74.21.455 I slot print_timing: id  0 | task 69 | reasoning effort = xhigh
75.00.679 I slot print_timing: id  0 | task 69 | prompt eval time =   32375.70 ms / 24499 tokens (    1.32 ms per token,   756.70 tokens per second)
75.00.679 I slot print_timing: id  0 | task 69 |        eval time =    6827.10 ms /   342 tokens (   19.96 ms per token,    50.10 tokens per second)
75.00.679 I slot print_timing: id  0 | task 69 | draft acceptance = 0.75478 (  237 accepted /   314 generated)
75.00.679 I slot print_timing: id  0 | task 69 | reasoning effort = medium
75.48.822 I slot print_timing: id  0 | task 70 | prompt eval time =   43057.00 ms / 31811 tokens (    1.35 ms per token,   738.80 tokens per second)
75.48.822 I slot print_timing: id  0 | task 70 |        eval time =    4149.60 ms /   239 tokens (   17.36 ms per token,    57.60 tokens per second)
75.48.822 I slot print_timing: id  0 | task 70 | draft acceptance = 0.94118 (  176 accepted /   187 generated)
75.48.822 I slot print_timing: id  0 | task 70 | reasoning effort = medium
75.52.558 I slot print_timing: id  0 | task 71 | prompt eval time =    1779.40 ms /   939 tokens (    1.89 ms per token,   527.70 tokens per second)  [31744 cached]
75.52.558 I slot print_timing: id  0 | task 71 |        eval time =    1582.00 ms /    83 tokens (   19.06 ms per token,    52.50 tokens per second)
75.52.558 I slot print_timing: id  0 | task 71 | draft acceptance = 0.85507 (   59 accepted /    69 generated)
75.52.558 I slot print_timing: id  0 | task 71 | reasoning effort = medium
75.54.606 I slot print_timing: id  0 | task 72 | prompt eval time =     759.50 ms /   301 tokens (    2.52 ms per token,   396.30 tokens per second)  [32512 cached]
75.54.606 I slot print_timing: id  0 | task 72 |        eval time =    1008.40 ms /    44 tokens (   22.92 ms per token,    43.60 tokens per second)
75.54.606 I slot print_timing: id  0 | task 72 | draft acceptance = 0.69048 (   29 accepted /    42 generated)
75.54.606 I slot print_timing: id  0 | task 72 | reasoning effort = medium
76.01.518 I slot print_timing: id  0 | task 73 | prompt eval time =     447.30 ms /   162 tokens (    2.76 ms per token,   362.20 tokens per second)  [32768 cached]
76.01.518 I slot print_timing: id  0 | task 73 |        eval time =    6147.00 ms /   290 tokens (   21.20 ms per token,    47.20 tokens per second)
76.01.518 I slot print_timing: id  0 | task 73 | draft acceptance = 0.73162 (  199 accepted /   272 generated)
76.01.518 I slot print_timing: id  0 | task 73 | reasoning effort = medium
76.07.726 I slot print_timing: id  0 | task 74 | prompt eval time =    1500.30 ms /   760 tokens (    1.97 ms per token,   506.60 tokens per second)  [32768 cached]
