0.57.243 I slot print_timing: id  0 | task 2 | prompt eval time =    3294.00 ms /   835 tokens (    3.94 ms per token,   253.50 tokens per second)
23.01.097 I slot print_timing: id  0 | task 17 |        eval time =    4095.80 ms /   190 tokens (   21.56 ms per token,    46.40 tokens per second)
23.01.097 I slot print_timing: id  0 | task 17 | draft acceptance = 0.73446 (  130 accepted /   177 generated)
23.01.097 I slot print_timing: id  0 | task 17 | reasoning effort = medium
23.20.117 I slot print_timing: id  0 | task 18 | prompt eval time =     882.60 ms /   308 tokens (    2.87 ms per token,   349.00 tokens per second)  [68096 cached]
23.20.117 I slot print_timing: id  0 | task 18 |        eval time =   17584.90 ms /   731 tokens (   24.06 ms per token,    41.60 tokens per second)
23.20.117 I slot print_timing: id  0 | task 18 | draft acceptance = 0.63830 (  480 accepted /   752 generated)
23.20.117 I slot print_timing: id  0 | task 18 | reasoning effort = medium
23.25.032 I slot print_timing: id  0 | task 19 | prompt eval time =    2173.40 ms /   927 tokens (    2.34 ms per token,   426.50 tokens per second)  [68352 cached]
23.25.032 I slot print_timing: id  0 | task 19 |        eval time =    2055.10 ms /   109 tokens (   18.85 ms per token,    53.00 tokens per second)
23.25.032 I slot print_timing: id  0 | task 19 | draft acceptance = 0.95238 (   80 accepted /    84 generated)
23.25.032 I slot print_timing: id  0 | task 19 | reasoning effort = medium
24.01.387 I slot print_timing: id  0 | task 20 | prompt eval time =    1009.40 ms /   324 tokens (    3.12 ms per token,   321.00 tokens per second)  [69120 cached]
24.01.387 I slot print_timing: id  0 | task 20 |        eval time =   34876.70 ms /  1378 tokens (   25.31 ms per token,    39.50 tokens per second)
24.01.387 I slot print_timing: id  0 | task 20 | draft acceptance = 0.60027 (  886 accepted /  1476 generated)
24.01.387 I slot print_timing: id  0 | task 20 | reasoning effort = medium
25.47.892 I slot print_timing: id  0 | task 22 | prompt eval time =    1424.40 ms /   844 tokens (    1.69 ms per token,   592.50 tokens per second)
25.47.892 I slot print_timing: id  0 | task 22 |        eval time =   13437.10 ms /   706 tokens (   19.03 ms per token,    52.50 tokens per second)
25.47.892 I slot print_timing: id  0 | task 22 | draft acceptance = 0.70796 (  480 accepted /   678 generated)
25.47.892 I slot print_timing: id  0 | task 22 | reasoning effort = xhigh
26.27.922 I slot print_timing: id  0 | task 22 | prompt eval time =   35795.60 ms / 27103 tokens (    1.32 ms per token,   757.20 tokens per second)
26.27.922 I slot print_timing: id  0 | task 22 |        eval time =    4216.90 ms /   223 tokens (   18.91 ms per token,    52.90 tokens per second)
26.27.922 I slot print_timing: id  0 | task 22 | draft acceptance = 0.78000 (  156 accepted /   200 generated)
26.27.922 I slot print_timing: id  0 | task 22 | reasoning effort = medium
26.36.566 I slot print_timing: id  0 | task 23 | prompt eval time =    3478.00 ms /  2219 tokens (    1.57 ms per token,   638.00 tokens per second)  [26880 cached]
26.36.566 I slot print_timing: id  0 | task 23 |        eval time =    4913.80 ms /   267 tokens (   18.40 ms per token,    54.30 tokens per second)
26.36.566 I slot print_timing: id  0 | task 23 | draft acceptance = 0.81116 (  189 accepted /   233 generated)
26.36.566 I slot print_timing: id  0 | task 23 | reasoning effort = medium
26.40.315 I slot print_timing: id  0 | task 24 | prompt eval time =    1171.20 ms /   580 tokens (    2.02 ms per token,   495.20 tokens per second)  [28928 cached]
26.40.315 I slot print_timing: id  0 | task 24 |        eval time =    2283.50 ms /   138 tokens (   16.55 ms per token,    60.40 tokens per second)
26.40.315 I slot print_timing: id  0 | task 24 | draft acceptance = 0.95327 (  102 accepted /   107 generated)
26.40.315 I slot print_timing: id  0 | task 24 | reasoning effort = medium
26.46.074 I slot print_timing: id  0 | task 25 | prompt eval time =     735.20 ms /   286 tokens (    2.57 ms per token,   389.00 tokens per second)  [29440 cached]
26.46.074 I slot print_timing: id  0 | task 25 |        eval time =    4186.20 ms /   224 tokens (   18.69 ms per token,    53.50 tokens per second)
26.46.074 I slot print_timing: id  0 | task 25 | draft acceptance = 0.78500 (  157 accepted /   200 generated)
26.46.074 I slot print_timing: id  0 | task 25 | reasoning effort = medium
26.50.168 I slot print_timing: id  0 | task 26 | prompt eval time =    1036.40 ms /   530 tokens (    1.96 ms per token,   511.40 tokens per second)  [29696 cached]
26.50.168 I slot print_timing: id  0 | task 26 |        eval time =    2736.80 ms /   156 tokens (   17.54 ms per token,    57.00 tokens per second)
26.50.168 I slot print_timing: id  0 | task 26 | draft acceptance = 0.86822 (  112 accepted /   129 generated)
26.50.168 I slot print_timing: id  0 | task 26 | reasoning effort = medium
29.11.092 I slot print_timing: id  0 | task 27 | prompt eval time =   13267.70 ms /  8389 tokens (    1.58 ms per token,   632.30 tokens per second)  [30208 cached]
29.11.092 I slot print_timing: id  0 | task 27 |        eval time =  127370.20 ms /  5004 tokens (   25.45 ms per token,    39.30 tokens per second)
29.11.092 I slot print_timing: id  0 | task 27 | draft acceptance = 0.51294 ( 3033 accepted /  5913 generated)
29.11.092 I slot print_timing: id  0 | task 27 | reasoning effort = medium
32.36.102 I slot print_timing: id  0 | task 28 | prompt eval time =    9050.70 ms /  5351 tokens (    1.69 ms per token,   591.20 tokens per second)  [38400 cached]
32.36.102 I slot print_timing: id  0 | task 28 |        eval time =  195550.70 ms / 10773 tokens (   18.15 ms per token,    55.10 tokens per second)
32.36.102 I slot print_timing: id  0 | task 28 | draft acceptance = 0.86327 ( 7772 accepted /  9003 generated)
32.36.102 I slot print_timing: id  0 | task 28 | reasoning effort = medium
33.15.110 I slot print_timing: id  0 | task 29 | prompt eval time =   19494.20 ms / 11104 tokens (    1.76 ms per token,   569.60 tokens per second)  [43520 cached]
33.15.110 I slot print_timing: id  0 | task 29 |        eval time =   19140.20 ms /   718 tokens (   26.66 ms per token,    37.50 tokens per second)
33.15.110 I slot print_timing: id  0 | task 29 | draft acceptance = 0.51358 (  435 accepted /   847 generated)
33.15.110 I slot print_timing: id  0 | task 29 | reasoning effort = medium
34.29.652 I slot print_timing: id  0 | task 31 | prompt eval time =    1516.80 ms /   854 tokens (    1.78 ms per token,   563.00 tokens per second)
34.29.652 I slot print_timing: id  0 | task 31 |        eval time =    8150.60 ms /   413 tokens (   19.74 ms per token,    50.70 tokens per second)
34.29.652 I slot print_timing: id  0 | task 31 | draft acceptance = 0.67482 (  276 accepted /   409 generated)
34.29.652 I slot print_timing: id  0 | task 31 | reasoning effort = xhigh
35.12.394 I slot print_timing: id  0 | task 31 | prompt eval time =   36002.00 ms / 27120 tokens (    1.33 ms per token,   753.30 tokens per second)
35.12.394 I slot print_timing: id  0 | task 31 |        eval time =    6724.20 ms /   344 tokens (   19.55 ms per token,    51.20 tokens per second)
35.12.394 I slot print_timing: id  0 | task 31 | draft acceptance = 0.72840 (  236 accepted /   324 generated)
35.12.394 I slot print_timing: id  0 | task 31 | reasoning effort = medium
35.29.111 I slot print_timing: id  0 | task 32 | prompt eval time =    3803.60 ms /  2366 tokens (    1.61 ms per token,   622.00 tokens per second)  [26880 cached]
35.29.111 I slot print_timing: id  0 | task 32 |        eval time =   12651.30 ms /   631 tokens (   20.05 ms per token,    49.90 tokens per second)
35.29.111 I slot print_timing: id  0 | task 32 | draft acceptance = 0.71144 (  429 accepted /   603 generated)
35.29.111 I slot print_timing: id  0 | task 32 | reasoning effort = medium
35.33.632 I slot print_timing: id  0 | task 33 | prompt eval time =    1549.60 ms /   847 tokens (    1.83 ms per token,   546.60 tokens per second)  [29184 cached]
35.33.632 I slot print_timing: id  0 | task 33 |        eval time =    2721.30 ms /   160 tokens (   17.01 ms per token,    58.80 tokens per second)
35.33.632 I slot print_timing: id  0 | task 33 | draft acceptance = 0.89231 (  116 accepted /   130 generated)
35.33.632 I slot print_timing: id  0 | task 33 | reasoning effort = medium
35.39.396 I slot print_timing: id  0 | task 34 | prompt eval time =    1352.50 ms /   662 tokens (    2.04 ms per token,   489.40 tokens per second)  [29952 cached]
35.39.396 I slot print_timing: id  0 | task 34 |        eval time =    3515.30 ms /   223 tokens (   15.76 ms per token,    63.40 tokens per second)
35.39.396 I slot print_timing: id  0 | task 34 | draft acceptance = 0.98810 (  166 accepted /   168 generated)
35.39.396 I slot print_timing: id  0 | task 34 | reasoning effort = medium
38.35.064 I slot print_timing: id  0 | task 35 | prompt eval time =   17225.40 ms / 10746 tokens (    1.60 ms per token,   623.80 tokens per second)  [30464 cached]
38.35.064 I slot print_timing: id  0 | task 35 |        eval time =  158143.90 ms /  6934 tokens (   22.81 ms per token,    43.80 tokens per second)
38.35.064 I slot print_timing: id  0 | task 35 | draft acceptance = 0.62123 ( 4512 accepted /  7263 generated)
38.35.064 I slot print_timing: id  0 | task 35 | reasoning effort = medium
38.54.560 I slot print_timing: id  0 | task 36 | prompt eval time =   12986.50 ms /  7345 tokens (    1.77 ms per token,   565.60 tokens per second)  [40960 cached]
38.54.560 I slot print_timing: id  0 | task 36 |        eval time =    5456.50 ms /   262 tokens (   20.83 ms per token,    48.00 tokens per second)
38.54.560 I slot print_timing: id  0 | task 36 | draft acceptance = 0.72177 (  179 accepted /   248 generated)
38.54.560 I slot print_timing: id  0 | task 36 | reasoning effort = medium
39.02.694 I slot print_timing: id  0 | task 37 | prompt eval time =    1725.10 ms /   721 tokens (    2.39 ms per token,   418.00 tokens per second)  [48128 cached]
39.02.694 I slot print_timing: id  0 | task 37 |        eval time =    5427.50 ms /   271 tokens (   20.03 ms per token,    49.90 tokens per second)
39.02.694 I slot print_timing: id  0 | task 37 | draft acceptance = 0.75100 (  187 accepted /   249 generated)
39.02.694 I slot print_timing: id  0 | task 37 | reasoning effort = medium
45.22.003 I slot print_timing: id  0 | task 38 | prompt eval time =    3751.90 ms /  2086 tokens (    1.80 ms per token,   556.00 tokens per second)  [48640 cached]
45.22.003 I slot print_timing: id  0 | task 38 |        eval time =  375217.00 ms / 16064 tokens (   23.36 ms per token,    42.80 tokens per second)
45.22.003 I slot print_timing: id  0 | task 38 | draft acceptance = 0.63619 (10541 accepted / 16569 generated)
45.22.003 I slot print_timing: id  0 | task 38 | reasoning effort = medium
45.53.916 I slot print_timing: id  0 | task 39 | prompt eval time =   30495.60 ms / 16504 tokens (    1.85 ms per token,   541.20 tokens per second)  [50688 cached]
45.53.916 I slot print_timing: id  0 | task 39 |        eval time =     970.40 ms /    55 tokens (   17.64 ms per token,    56.70 tokens per second)
45.53.916 I slot print_timing: id  0 | task 39 | draft acceptance = 1.00000 (   41 accepted /    41 generated)
45.53.916 I slot print_timing: id  0 | task 39 | reasoning effort = medium
48.44.281 I slot print_timing: id  0 | task 40 | prompt eval time =     661.40 ms /   221 tokens (    2.99 ms per token,   334.10 tokens per second)  [67072 cached]
48.44.281 I slot print_timing: id  0 | task 40 |        eval time =  169274.00 ms /  9001 tokens (   18.81 ms per token,    53.20 tokens per second)
48.44.281 I slot print_timing: id  0 | task 40 | draft acceptance = 0.88892 ( 6546 accepted /  7364 generated)
48.44.281 I slot print_timing: id  0 | task 40 | reasoning effort = medium
49.10.182 I slot print_timing: id  0 | task 41 | prompt eval time =   19505.50 ms /  9592 tokens (    2.03 ms per token,   491.80 tokens per second)  [67072 cached]
49.10.182 I slot print_timing: id  0 | task 41 |        eval time =    5851.80 ms /   284 tokens (   20.60 ms per token,    48.50 tokens per second)
49.10.182 I slot print_timing: id  0 | task 41 | draft acceptance = 0.81377 (  201 accepted /   247 generated)
49.10.182 I slot print_timing: id  0 | task 41 | reasoning effort = medium
49.21.551 I slot print_timing: id  0 | task 42 | prompt eval time =    1370.10 ms /   456 tokens (    3.00 ms per token,   332.80 tokens per second)  [76544 cached]
49.21.551 I slot print_timing: id  0 | task 42 |        eval time =    9517.90 ms /   498 tokens (   19.11 ms per token,    52.30 tokens per second)
49.21.551 I slot print_timing: id  0 | task 42 | draft acceptance = 0.88480 (  361 accepted /   408 generated)
49.21.551 I slot print_timing: id  0 | task 42 | reasoning effort = medium
49.31.895 I slot print_timing: id  0 | task 43 | prompt eval time =    2249.80 ms /   865 tokens (    2.60 ms per token,   384.50 tokens per second)  [76800 cached]
49.31.895 I slot print_timing: id  0 | task 43 |        eval time =    7313.20 ms /   385 tokens (   19.00 ms per token,    52.60 tokens per second)
49.31.895 I slot print_timing: id  0 | task 43 | draft acceptance = 0.90645 (  281 accepted /   310 generated)
49.31.895 I slot print_timing: id  0 | task 43 | reasoning effort = medium
95.49.240 I slot print_timing: id  0 | task 44 | prompt eval time =    1654.00 ms /   598 tokens (    2.77 ms per token,   361.50 tokens per second)  [77568 cached]
95.49.240 I slot print_timing: id  0 | task 44 |        eval time = 2764205.20 ms / 127996 tokens (   21.60 ms per token,    46.30 tokens per second)
95.49.240 I slot print_timing: id  0 | task 44 | draft acceptance = 0.99841 (95958 accepted / 96111 generated)
95.49.240 I slot print_timing: id  0 | task 44 | reasoning effort = medium
108.09.793 I slot print_timing: id  0 | task 45 | prompt eval time =  493763.70 ms / 207535 tokens (    2.38 ms per token,   420.30 tokens per second)
108.09.793 I slot print_timing: id  0 | task 45 |        eval time =  245710.40 ms /  8836 tokens (   27.81 ms per token,    36.00 tokens per second)
108.09.793 I slot print_timing: id  0 | task 45 | draft acceptance = 0.79645 ( 6229 accepted /  7821 generated)
108.09.793 I slot print_timing: id  0 | task 45 | reasoning effort = medium
109.08.057 I slot print_timing: id  0 | task 46 | prompt eval time =   46694.00 ms / 34490 tokens (    1.35 ms per token,   738.60 tokens per second)
109.08.057 I slot print_timing: id  0 | task 46 |        eval time =   11243.90 ms /   625 tokens (   17.99 ms per token,    55.60 tokens per second)
109.08.057 I slot print_timing: id  0 | task 46 | draft acceptance = 0.84023 (  447 accepted /   532 generated)
109.08.057 I slot print_timing: id  0 | task 46 | reasoning effort = medium
109.14.090 I slot print_timing: id  0 | task 47 | prompt eval time =    1852.80 ms /   965 tokens (    1.92 ms per token,   520.80 tokens per second)  [34304 cached]
109.14.090 I slot print_timing: id  0 | task 47 |        eval time =    3610.10 ms /   230 tokens (   15.70 ms per token,    63.70 tokens per second)
109.14.090 I slot print_timing: id  0 | task 47 | draft acceptance = 0.98851 (  172 accepted /   174 generated)
109.14.090 I slot print_timing: id  0 | task 47 | reasoning effort = medium
