127.58.422 I slot print_timing: id  0 | task 476 | prompt eval time =    2105.00 ms /  1313 tokens (    1.60 ms per token,   623.80 tokens per second)  [29184 cached]
129.08.835 I slot print_timing: id  0 | task 481 | prompt eval time =    2522.90 ms /  1514 tokens (    1.67 ms per token,   600.10 tokens per second)  [32000 cached]
129.08.835 I slot print_timing: id  0 | task 481 |        eval time =   42816.60 ms /  2262 tokens (   18.93 ms per token,    52.80 tokens per second)
129.08.835 I slot print_timing: id  0 | task 481 | draft acceptance = 0.68758 ( 1523 accepted /  2215 generated)
129.08.835 I slot print_timing: id  0 | task 481 | reasoning effort = medium
129.18.049 I slot print_timing: id  0 | task 482 | prompt eval time =    4818.80 ms /  2929 tokens (    1.65 ms per token,   607.80 tokens per second)  [33280 cached]
129.18.049 I slot print_timing: id  0 | task 482 |        eval time =    3992.80 ms /   255 tokens (   15.66 ms per token,    63.90 tokens per second)
129.18.049 I slot print_timing: id  0 | task 482 | draft acceptance = 0.90291 (  186 accepted /   206 generated)
129.18.049 I slot print_timing: id  0 | task 482 | reasoning effort = medium
129.26.259 I slot print_timing: id  0 | task 483 | prompt eval time =    1087.40 ms /   458 tokens (    2.37 ms per token,   421.20 tokens per second)  [36096 cached]
129.26.259 I slot print_timing: id  0 | task 483 |        eval time =    6333.40 ms /   375 tokens (   16.89 ms per token,    59.20 tokens per second)
129.26.259 I slot print_timing: id  0 | task 483 | draft acceptance = 0.81846 (  266 accepted /   325 generated)
129.26.259 I slot print_timing: id  0 | task 483 | reasoning effort = medium
129.51.283 I slot print_timing: id  0 | task 484 | prompt eval time =    1845.20 ms /   963 tokens (    1.92 ms per token,   521.90 tokens per second)  [36352 cached]
129.51.283 I slot print_timing: id  0 | task 484 |        eval time =   21733.80 ms /  1169 tokens (   18.59 ms per token,    53.80 tokens per second)
129.51.283 I slot print_timing: id  0 | task 484 | draft acceptance = 0.72047 (  799 accepted /  1109 generated)
129.51.283 I slot print_timing: id  0 | task 484 | reasoning effort = medium
130.10.145 I slot print_timing: id  0 | task 485 | prompt eval time =    2592.70 ms /  1560 tokens (    1.66 ms per token,   601.70 tokens per second)  [37120 cached]
130.10.145 I slot print_timing: id  0 | task 485 |        eval time =   15980.80 ms /   917 tokens (   17.43 ms per token,    57.40 tokens per second)
130.10.145 I slot print_timing: id  0 | task 485 | draft acceptance = 0.79141 (  645 accepted /   815 generated)
130.10.145 I slot print_timing: id  0 | task 485 | reasoning effort = medium
130.37.374 I slot print_timing: id  0 | task 487 | prompt eval time =    1434.40 ms /  1004 tokens (    1.43 ms per token,   700.00 tokens per second)
130.37.374 I slot print_timing: id  0 | task 487 |        eval time =   23580.90 ms /  1436 tokens (   16.42 ms per token,    60.90 tokens per second)
130.37.374 I slot print_timing: id  0 | task 487 | draft acceptance = 0.72727 (  984 accepted /  1353 generated)
130.37.374 I slot print_timing: id  0 | task 487 | reasoning effort = xhigh
131.11.176 I slot print_timing: id  0 | task 487 | prompt eval time =   27186.00 ms / 21300 tokens (    1.28 ms per token,   783.50 tokens per second)
131.11.176 I slot print_timing: id  0 | task 487 |        eval time =    6607.30 ms /   427 tokens (   15.47 ms per token,    64.60 tokens per second)
131.11.176 I slot print_timing: id  0 | task 487 | draft acceptance = 0.87535 (  309 accepted /   353 generated)
131.11.176 I slot print_timing: id  0 | task 487 | reasoning effort = medium
131.17.538 I slot print_timing: id  0 | task 488 | prompt eval time =    1667.30 ms /   966 tokens (    1.73 ms per token,   579.40 tokens per second)  [21248 cached]
131.17.538 I slot print_timing: id  0 | task 488 |        eval time =    3890.70 ms /   276 tokens (   14.10 ms per token,    70.90 tokens per second)
131.17.538 I slot print_timing: id  0 | task 488 | draft acceptance = 0.99038 (  206 accepted /   208 generated)
131.17.538 I slot print_timing: id  0 | task 488 | reasoning effort = medium
132.27.690 I slot print_timing: id  0 | task 489 | prompt eval time =    2472.00 ms /  1628 tokens (    1.52 ms per token,   658.60 tokens per second)  [22016 cached]
132.27.690 I slot print_timing: id  0 | task 489 |        eval time =   67529.40 ms /  3919 tokens (   17.23 ms per token,    58.00 tokens per second)
132.27.690 I slot print_timing: id  0 | task 489 | draft acceptance = 0.75570 ( 2719 accepted /  3598 generated)
132.27.690 I slot print_timing: id  0 | task 489 | reasoning effort = medium
132.34.783 I slot print_timing: id  0 | task 490 | prompt eval time =    5992.10 ms /  4103 tokens (    1.46 ms per token,   684.70 tokens per second)  [23552 cached]
132.34.783 I slot print_timing: id  0 | task 490 |        eval time =     966.10 ms /    62 tokens (   15.58 ms per token,    64.20 tokens per second)
132.34.783 I slot print_timing: id  0 | task 490 | draft acceptance = 0.91837 (   45 accepted /    49 generated)
132.34.783 I slot print_timing: id  0 | task 490 | reasoning effort = medium
132.38.077 I slot print_timing: id  0 | task 491 | prompt eval time =     335.40 ms /   115 tokens (    2.92 ms per token,   342.90 tokens per second)  [27648 cached]
132.38.077 I slot print_timing: id  0 | task 491 |        eval time =    2820.20 ms /   177 tokens (   15.93 ms per token,    62.80 tokens per second)
132.38.077 I slot print_timing: id  0 | task 491 | draft acceptance = 0.85235 (  127 accepted /   149 generated)
132.38.077 I slot print_timing: id  0 | task 491 | reasoning effort = medium
132.53.182 I slot print_timing: id  0 | task 492 | prompt eval time =     888.60 ms /   377 tokens (    2.36 ms per token,   424.30 tokens per second)  [27648 cached]
132.53.182 I slot print_timing: id  0 | task 492 |        eval time =   14072.50 ms /   955 tokens (   14.74 ms per token,    67.90 tokens per second)
132.53.182 I slot print_timing: id  0 | task 492 | draft acceptance = 0.94378 (  705 accepted /   747 generated)
132.53.182 I slot print_timing: id  0 | task 492 | reasoning effort = medium
132.57.090 I slot print_timing: id  0 | task 493 | prompt eval time =    1983.30 ms /  1161 tokens (    1.71 ms per token,   585.40 tokens per second)  [27904 cached]
132.57.090 I slot print_timing: id  0 | task 493 |        eval time =    1784.00 ms /   108 tokens (   16.52 ms per token,    60.50 tokens per second)
132.57.090 I slot print_timing: id  0 | task 493 | draft acceptance = 0.84615 (   77 accepted /    91 generated)
132.57.090 I slot print_timing: id  0 | task 493 | reasoning effort = medium
133.07.551 I slot print_timing: id  0 | task 494 | prompt eval time =     991.30 ms /   529 tokens (    1.87 ms per token,   533.60 tokens per second)  [28928 cached]
133.07.551 I slot print_timing: id  0 | task 494 |        eval time =    8697.70 ms /   436 tokens (   19.95 ms per token,    50.10 tokens per second)
133.07.551 I slot print_timing: id  0 | task 494 | draft acceptance = 0.61656 (  283 accepted /   459 generated)
133.07.551 I slot print_timing: id  0 | task 494 | reasoning effort = medium
133.12.757 I slot print_timing: id  0 | task 495 | prompt eval time =    1047.80 ms /   509 tokens (    2.06 ms per token,   485.80 tokens per second)  [29440 cached]
133.12.757 I slot print_timing: id  0 | task 495 |        eval time =    4022.90 ms /   250 tokens (   16.09 ms per token,    62.10 tokens per second)
133.12.757 I slot print_timing: id  0 | task 495 | draft acceptance = 0.84038 (  179 accepted /   213 generated)
133.12.757 I slot print_timing: id  0 | task 495 | reasoning effort = medium
133.16.658 I slot print_timing: id  0 | task 496 | prompt eval time =    1164.40 ms /   586 tokens (    1.99 ms per token,   503.30 tokens per second)  [29696 cached]
133.16.658 I slot print_timing: id  0 | task 496 |        eval time =    2587.50 ms /   166 tokens (   15.59 ms per token,    64.20 tokens per second)
133.16.658 I slot print_timing: id  0 | task 496 | draft acceptance = 0.89630 (  121 accepted /   135 generated)
133.16.658 I slot print_timing: id  0 | task 496 | reasoning effort = medium
133.22.547 I slot print_timing: id  0 | task 497 | prompt eval time =     705.80 ms /   292 tokens (    2.42 ms per token,   413.70 tokens per second)  [30208 cached]
133.22.547 I slot print_timing: id  0 | task 497 |        eval time =    5043.70 ms /   340 tokens (   14.83 ms per token,    67.40 tokens per second)
133.22.547 I slot print_timing: id  0 | task 497 | draft acceptance = 0.95455 (  252 accepted /   264 generated)
133.22.547 I slot print_timing: id  0 | task 497 | reasoning effort = medium
133.26.416 I slot print_timing: id  0 | task 498 | prompt eval time =    1038.10 ms /   459 tokens (    2.26 ms per token,   442.10 tokens per second)  [30464 cached]
133.26.416 I slot print_timing: id  0 | task 498 |        eval time =    2685.20 ms /   180 tokens (   14.92 ms per token,    67.00 tokens per second)
133.26.416 I slot print_timing: id  0 | task 498 | draft acceptance = 0.96377 (  133 accepted /   138 generated)
133.26.416 I slot print_timing: id  0 | task 498 | reasoning effort = medium
133.28.800 I slot print_timing: id  0 | task 499 | prompt eval time =    1031.50 ms /   468 tokens (    2.20 ms per token,   453.70 tokens per second)  [30720 cached]
133.28.800 I slot print_timing: id  0 | task 499 |        eval time =    1201.00 ms /    79 tokens (   15.20 ms per token,    65.80 tokens per second)
133.28.800 I slot print_timing: id  0 | task 499 | draft acceptance = 0.92063 (   58 accepted /    63 generated)
133.28.800 I slot print_timing: id  0 | task 499 | reasoning effort = medium
133.32.325 I slot print_timing: id  0 | task 500 | prompt eval time =     832.40 ms /   351 tokens (    2.37 ms per token,   421.70 tokens per second)  [30976 cached]
133.32.325 I slot print_timing: id  0 | task 500 |        eval time =    2066.50 ms /   136 tokens (   15.19 ms per token,    65.80 tokens per second)
133.32.325 I slot print_timing: id  0 | task 500 | draft acceptance = 0.92593 (  100 accepted /   108 generated)
133.32.325 I slot print_timing: id  0 | task 500 | reasoning effort = medium
133.42.957 I slot print_timing: id  0 | task 501 | prompt eval time =     705.20 ms /   287 tokens (    2.46 ms per token,   407.00 tokens per second)  [31232 cached]
133.42.957 I slot print_timing: id  0 | task 501 |        eval time =    9778.30 ms /   647 tokens (   15.11 ms per token,    66.20 tokens per second)
133.42.957 I slot print_timing: id  0 | task 501 | draft acceptance = 0.93151 (  476 accepted /   511 generated)
133.42.957 I slot print_timing: id  0 | task 501 | reasoning effort = medium
133.46.652 I slot print_timing: id  0 | task 502 | prompt eval time =    1422.50 ms /   730 tokens (    1.95 ms per token,   513.20 tokens per second)  [31488 cached]
133.46.652 I slot print_timing: id  0 | task 502 |        eval time =    2112.60 ms /   130 tokens (   16.25 ms per token,    61.50 tokens per second)
133.46.652 I slot print_timing: id  0 | task 502 | draft acceptance = 0.83784 (   93 accepted /   111 generated)
133.46.652 I slot print_timing: id  0 | task 502 | reasoning effort = medium
133.53.270 I slot print_timing: id  0 | task 503 | prompt eval time =    1160.80 ms /   580 tokens (    2.00 ms per token,   499.70 tokens per second)  [32000 cached]
133.53.270 I slot print_timing: id  0 | task 503 |        eval time =    5182.50 ms /   304 tokens (   17.05 ms per token,    58.70 tokens per second)
133.53.270 I slot print_timing: id  0 | task 503 | draft acceptance = 0.79259 (  214 accepted /   270 generated)
133.53.270 I slot print_timing: id  0 | task 503 | reasoning effort = medium
133.55.553 I slot print_timing: id  0 | task 504 | prompt eval time =     976.00 ms /   427 tokens (    2.29 ms per token,   437.50 tokens per second)  [32512 cached]
133.55.553 I slot print_timing: id  0 | task 504 |        eval time =    1159.20 ms /    72 tokens (   16.10 ms per token,    62.10 tokens per second)
133.55.553 I slot print_timing: id  0 | task 504 | draft acceptance = 0.91228 (   52 accepted /    57 generated)
133.55.553 I slot print_timing: id  0 | task 504 | reasoning effort = medium
133.58.276 I slot print_timing: id  0 | task 505 | prompt eval time =     706.80 ms /   303 tokens (    2.33 ms per token,   428.70 tokens per second)  [32768 cached]
133.58.276 I slot print_timing: id  0 | task 505 |        eval time =    1351.10 ms /    82 tokens (   16.48 ms per token,    60.70 tokens per second)
133.58.276 I slot print_timing: id  0 | task 505 | draft acceptance = 0.86765 (   59 accepted /    68 generated)
133.58.276 I slot print_timing: id  0 | task 505 | reasoning effort = medium
134.22.760 I slot print_timing: id  0 | task 506 | prompt eval time =    2445.40 ms /  1421 tokens (    1.72 ms per token,   581.10 tokens per second)  [33024 cached]
134.22.760 I slot print_timing: id  0 | task 506 |        eval time =   21880.40 ms /  1231 tokens (   17.77 ms per token,    56.30 tokens per second)
134.22.760 I slot print_timing: id  0 | task 506 | draft acceptance = 0.75575 (  854 accepted /  1130 generated)
134.22.760 I slot print_timing: id  0 | task 506 | reasoning effort = medium
134.30.049 I slot print_timing: id  0 | task 507 | prompt eval time =    2952.10 ms /  1811 tokens (    1.63 ms per token,   613.50 tokens per second)  [34304 cached]
134.30.049 I slot print_timing: id  0 | task 507 |        eval time =    3916.40 ms /   236 tokens (   16.59 ms per token,    60.30 tokens per second)
134.30.049 I slot print_timing: id  0 | task 507 | draft acceptance = 0.82353 (  168 accepted /   204 generated)
134.30.049 I slot print_timing: id  0 | task 507 | reasoning effort = medium
135.02.191 I slot print_timing: id  0 | task 508 | prompt eval time =     767.50 ms /   314 tokens (    2.44 ms per token,   409.10 tokens per second)  [36096 cached]
135.02.191 I slot print_timing: id  0 | task 508 |        eval time =   30682.40 ms /  1613 tokens (   19.02 ms per token,    52.60 tokens per second)
135.02.191 I slot print_timing: id  0 | task 508 | draft acceptance = 0.69123 ( 1088 accepted /  1574 generated)
135.02.191 I slot print_timing: id  0 | task 508 | reasoning effort = medium
135.47.090 I slot print_timing: id  0 | task 510 | prompt eval time =    1451.00 ms /  1006 tokens (    1.44 ms per token,   693.30 tokens per second)
135.47.090 I slot print_timing: id  0 | task 510 |        eval time =   41092.50 ms /  2049 tokens (   20.05 ms per token,    49.90 tokens per second)
135.47.090 I slot print_timing: id  0 | task 510 | draft acceptance = 0.52795 ( 1256 accepted /  2379 generated)
135.47.090 I slot print_timing: id  0 | task 510 | reasoning effort = xhigh
136.23.031 I slot print_timing: id  0 | task 510 | prompt eval time =   27209.90 ms / 21310 tokens (    1.28 ms per token,   783.20 tokens per second)
136.23.031 I slot print_timing: id  0 | task 510 |        eval time =    8722.60 ms /   552 tokens (   15.80 ms per token,    63.30 tokens per second)
136.23.031 I slot print_timing: id  0 | task 510 | draft acceptance = 0.84797 (  396 accepted /   467 generated)
136.23.031 I slot print_timing: id  0 | task 510 | reasoning effort = medium
136.29.560 I slot print_timing: id  0 | task 511 | prompt eval time =    1731.40 ms /  1100 tokens (    1.57 ms per token,   635.30 tokens per second)  [21248 cached]
136.29.560 I slot print_timing: id  0 | task 511 |        eval time =    4011.20 ms /   282 tokens (   14.22 ms per token,    70.30 tokens per second)
136.29.560 I slot print_timing: id  0 | task 511 | draft acceptance = 0.98131 (  210 accepted /   214 generated)
136.29.560 I slot print_timing: id  0 | task 511 | reasoning effort = medium
137.42.379 I slot print_timing: id  0 | task 512 | prompt eval time =    2358.90 ms /  1512 tokens (    1.56 ms per token,   641.00 tokens per second)  [22272 cached]
137.42.379 I slot print_timing: id  0 | task 512 |        eval time =   70300.70 ms /  4130 tokens (   17.02 ms per token,    58.70 tokens per second)
137.42.379 I slot print_timing: id  0 | task 512 | draft acceptance = 0.76800 ( 2880 accepted /  3750 generated)
137.42.379 I slot print_timing: id  0 | task 512 | reasoning effort = medium
137.50.032 I slot print_timing: id  0 | task 513 | prompt eval time =    6657.10 ms /  4411 tokens (    1.51 ms per token,   662.60 tokens per second)  [23552 cached]
137.50.032 I slot print_timing: id  0 | task 513 |        eval time =     861.30 ms /    54 tokens (   15.95 ms per token,    62.70 tokens per second)
137.50.032 I slot print_timing: id  0 | task 513 | draft acceptance = 0.92857 (   39 accepted /    42 generated)
137.50.032 I slot print_timing: id  0 | task 513 | reasoning effort = medium
137.54.004 I slot print_timing: id  0 | task 514 | prompt eval time =     415.00 ms /   158 tokens (    2.63 ms per token,   380.70 tokens per second)  [27904 cached]
137.54.004 I slot print_timing: id  0 | task 514 |        eval time =    3429.60 ms /   240 tokens (   14.29 ms per token,    70.00 tokens per second)
137.54.004 I slot print_timing: id  0 | task 514 | draft acceptance = 0.98352 (  179 accepted /   182 generated)
137.54.004 I slot print_timing: id  0 | task 514 | reasoning effort = medium
137.56.528 I slot print_timing: id  0 | task 515 | prompt eval time =    1036.50 ms /   482 tokens (    2.15 ms per token,   465.00 tokens per second)  [27904 cached]
137.56.528 I slot print_timing: id  0 | task 515 |        eval time =    1349.80 ms /    91 tokens (   14.83 ms per token,    67.40 tokens per second)
137.56.528 I slot print_timing: id  0 | task 515 | draft acceptance = 0.97101 (   67 accepted /    69 generated)
137.56.528 I slot print_timing: id  0 | task 515 | reasoning effort = medium
138.02.495 I slot print_timing: id  0 | task 516 | prompt eval time =     876.30 ms /   373 tokens (    2.35 ms per token,   425.70 tokens per second)  [28160 cached]
138.02.495 I slot print_timing: id  0 | task 516 |        eval time =    4965.00 ms /   338 tokens (   14.69 ms per token,    68.10 tokens per second)
138.02.495 I slot print_timing: id  0 | task 516 | draft acceptance = 0.95057 (  250 accepted /   263 generated)
138.02.495 I slot print_timing: id  0 | task 516 | reasoning effort = medium
138.06.288 I slot print_timing: id  0 | task 517 | prompt eval time =    1034.70 ms /   539 tokens (    1.92 ms per token,   520.90 tokens per second)  [28416 cached]
138.06.288 I slot print_timing: id  0 | task 517 |        eval time =    2618.30 ms /   178 tokens (   14.71 ms per token,    68.00 tokens per second)
138.06.288 I slot print_timing: id  0 | task 517 | draft acceptance = 0.95652 (  132 accepted /   138 generated)
138.06.288 I slot print_timing: id  0 | task 517 | reasoning effort = medium
138.08.547 I slot print_timing: id  0 | task 518 | prompt eval time =     685.30 ms /   291 tokens (    2.35 ms per token,   424.70 tokens per second)  [28928 cached]
138.08.547 I slot print_timing: id  0 | task 518 |        eval time =    1430.60 ms /    88 tokens (   16.26 ms per token,    61.50 tokens per second)
138.08.547 I slot print_timing: id  0 | task 518 | draft acceptance = 0.85135 (   63 accepted /    74 generated)
138.08.547 I slot print_timing: id  0 | task 518 | reasoning effort = medium
138.13.376 I slot print_timing: id  0 | task 519 | prompt eval time =     426.90 ms /   179 tokens (    2.38 ms per token,   419.30 tokens per second)  [29184 cached]
138.13.376 I slot print_timing: id  0 | task 519 |        eval time =    4269.30 ms /   278 tokens (   15.36 ms per token,    65.10 tokens per second)
138.13.376 I slot print_timing: id  0 | task 519 | draft acceptance = 0.90625 (  203 accepted /   224 generated)
138.13.376 I slot print_timing: id  0 | task 519 | reasoning effort = medium
138.15.934 I slot print_timing: id  0 | task 520 | prompt eval time =    1033.00 ms /   539 tokens (    1.92 ms per token,   521.80 tokens per second)  [29184 cached]
138.15.934 I slot print_timing: id  0 | task 520 |        eval time =    1374.70 ms /    94 tokens (   14.62 ms per token,    68.40 tokens per second)
138.15.934 I slot print_timing: id  0 | task 520 | draft acceptance = 0.97222 (   70 accepted /    72 generated)
138.15.934 I slot print_timing: id  0 | task 520 | reasoning effort = medium
138.19.078 I slot print_timing: id  0 | task 521 | prompt eval time =     424.20 ms /   177 tokens (    2.40 ms per token,   417.20 tokens per second)  [29696 cached]
138.19.078 I slot print_timing: id  0 | task 521 |        eval time =    2583.40 ms /   160 tokens (   16.15 ms per token,    61.90 tokens per second)
138.19.078 I slot print_timing: id  0 | task 521 | draft acceptance = 0.85821 (  115 accepted /   134 generated)
138.19.078 I slot print_timing: id  0 | task 521 | reasoning effort = medium
138.34.567 I slot print_timing: id  0 | task 522 | prompt eval time =     968.30 ms /   423 tokens (    2.29 ms per token,   436.80 tokens per second)  [29696 cached]
138.34.567 I slot print_timing: id  0 | task 522 |        eval time =   14371.10 ms /   971 tokens (   14.80 ms per token,    67.60 tokens per second)
138.34.567 I slot print_timing: id  0 | task 522 | draft acceptance = 0.95358 (  719 accepted /   754 generated)
138.34.567 I slot print_timing: id  0 | task 522 | reasoning effort = medium
138.37.823 I slot print_timing: id  0 | task 523 | prompt eval time =    2115.00 ms /  1224 tokens (    1.73 ms per token,   578.70 tokens per second)  [29952 cached]
138.37.823 I slot print_timing: id  0 | task 523 |        eval time =     987.40 ms /    62 tokens (   15.93 ms per token,    62.80 tokens per second)
138.37.823 I slot print_timing: id  0 | task 523 | draft acceptance = 0.91837 (   45 accepted /    49 generated)
138.37.823 I slot print_timing: id  0 | task 523 | reasoning effort = medium
138.41.565 I slot print_timing: id  0 | task 524 | prompt eval time =     803.30 ms /   322 tokens (    2.49 ms per token,   400.80 tokens per second)  [30976 cached]
138.41.565 I slot print_timing: id  0 | task 524 |        eval time =    2237.40 ms /   138 tokens (   16.21 ms per token,    61.70 tokens per second)
138.41.565 I slot print_timing: id  0 | task 524 | draft acceptance = 0.84615 (   99 accepted /   117 generated)
138.41.565 I slot print_timing: id  0 | task 524 | reasoning effort = medium
138.45.290 I slot print_timing: id  0 | task 525 | prompt eval time =     959.70 ms /   436 tokens (    2.20 ms per token,   454.30 tokens per second)  [31232 cached]
138.45.290 I slot print_timing: id  0 | task 525 |        eval time =    2499.00 ms /   135 tokens (   18.51 ms per token,    54.00 tokens per second)
138.45.290 I slot print_timing: id  0 | task 525 | draft acceptance = 0.69466 (   91 accepted /   131 generated)
138.45.290 I slot print_timing: id  0 | task 525 | reasoning effort = medium
138.47.172 I slot print_timing: id  0 | task 526 | prompt eval time =     872.80 ms /   360 tokens (    2.42 ms per token,   412.50 tokens per second)  [31488 cached]
138.47.172 I slot print_timing: id  0 | task 526 |        eval time =     868.90 ms /    58 tokens (   14.98 ms per token,    66.70 tokens per second)
138.47.172 I slot print_timing: id  0 | task 526 | draft acceptance = 0.95556 (   43 accepted /    45 generated)
138.47.172 I slot print_timing: id  0 | task 526 | reasoning effort = medium
139.09.427 I slot print_timing: id  0 | task 527 | prompt eval time =    2492.10 ms /  1556 tokens (    1.60 ms per token,   624.40 tokens per second)  [31744 cached]
139.09.427 I slot print_timing: id  0 | task 527 |        eval time =   19610.80 ms /  1071 tokens (   18.31 ms per token,    54.60 tokens per second)
139.09.427 I slot print_timing: id  0 | task 527 | draft acceptance = 0.71667 (  731 accepted /  1020 generated)
139.09.427 I slot print_timing: id  0 | task 527 | reasoning effort = medium
139.45.889 I slot print_timing: id  0 | task 528 | prompt eval time =    2553.20 ms /  1561 tokens (    1.64 ms per token,   611.40 tokens per second)  [33280 cached]
139.45.889 I slot print_timing: id  0 | task 528 |        eval time =   33050.30 ms /  1887 tokens (   17.51 ms per token,    57.10 tokens per second)
139.45.889 I slot print_timing: id  0 | task 528 | draft acceptance = 0.77497 ( 1319 accepted /  1702 generated)
139.45.889 I slot print_timing: id  0 | task 528 | reasoning effort = medium
140.09.526 I slot print_timing: id  0 | task 530 | prompt eval time =    1440.50 ms /  1006 tokens (    1.43 ms per token,   698.40 tokens per second)
140.09.526 I slot print_timing: id  0 | task 530 |        eval time =   19962.90 ms /   975 tokens (   20.47 ms per token,    48.80 tokens per second)
140.09.526 I slot print_timing: id  0 | task 530 | draft acceptance = 0.50996 (  589 accepted /  1155 generated)
140.09.526 I slot print_timing: id  0 | task 530 | reasoning effort = xhigh
140.44.756 I slot print_timing: id  0 | task 530 | prompt eval time =   27165.70 ms / 21309 tokens (    1.27 ms per token,   784.40 tokens per second)
140.44.756 I slot print_timing: id  0 | task 530 |        eval time =    8055.20 ms /   504 tokens (   15.98 ms per token,    62.60 tokens per second)
140.44.756 I slot print_timing: id  0 | task 530 | draft acceptance = 0.83333 (  360 accepted /   432 generated)
140.44.756 I slot print_timing: id  0 | task 530 | reasoning effort = medium
140.51.108 I slot print_timing: id  0 | task 531 | prompt eval time =    1608.60 ms /  1050 tokens (    1.53 ms per token,   652.70 tokens per second)  [21248 cached]
140.51.108 I slot print_timing: id  0 | task 531 |        eval time =    3957.60 ms /   282 tokens (   14.03 ms per token,    71.30 tokens per second)
140.51.108 I slot print_timing: id  0 | task 531 | draft acceptance = 1.00000 (  211 accepted /   211 generated)
140.51.108 I slot print_timing: id  0 | task 531 | reasoning effort = medium
141.34.085 I slot print_timing: id  0 | task 532 | prompt eval time =    2261.50 ms /  1462 tokens (    1.55 ms per token,   646.50 tokens per second)  [22272 cached]
141.34.085 I slot print_timing: id  0 | task 532 |        eval time =   40562.40 ms /  2422 tokens (   16.75 ms per token,    59.70 tokens per second)
141.34.085 I slot print_timing: id  0 | task 532 | draft acceptance = 0.78249 ( 1698 accepted /  2170 generated)
141.34.085 I slot print_timing: id  0 | task 532 | reasoning effort = medium
141.39.276 I slot print_timing: id  0 | task 533 | prompt eval time =    4209.20 ms /  2696 tokens (    1.56 ms per token,   640.50 tokens per second)  [23552 cached]
141.39.276 I slot print_timing: id  0 | task 533 |        eval time =     854.40 ms /    51 tokens (   16.75 ms per token,    59.70 tokens per second)
141.39.276 I slot print_timing: id  0 | task 533 | draft acceptance = 0.80000 (   36 accepted /    45 generated)
141.39.276 I slot print_timing: id  0 | task 533 | reasoning effort = medium
141.43.455 I slot print_timing: id  0 | task 534 | prompt eval time =     514.60 ms /   233 tokens (    2.21 ms per token,   452.80 tokens per second)  [26112 cached]
141.43.455 I slot print_timing: id  0 | task 534 |        eval time =    3539.00 ms /   232 tokens (   15.25 ms per token,    65.60 tokens per second)
141.43.455 I slot print_timing: id  0 | task 534 | draft acceptance = 0.89418 (  169 accepted /   189 generated)
141.43.455 I slot print_timing: id  0 | task 534 | reasoning effort = medium
141.48.237 I slot print_timing: id  0 | task 535 | prompt eval time =    1032.70 ms /   549 tokens (    1.88 ms per token,   531.60 tokens per second)  [26112 cached]
141.48.237 I slot print_timing: id  0 | task 535 |        eval time =    3615.30 ms /   231 tokens (   15.65 ms per token,    63.90 tokens per second)
141.48.237 I slot print_timing: id  0 | task 535 | draft acceptance = 0.88360 (  167 accepted /   189 generated)
141.48.237 I slot print_timing: id  0 | task 535 | reasoning effort = medium
141.54.135 I slot print_timing: id  0 | task 536 | prompt eval time =     769.40 ms /   322 tokens (    2.39 ms per token,   418.50 tokens per second)  [26624 cached]
