94.47.082 I slot print_timing: id  0 | task 386 | prompt eval time =    1745.10 ms /   948 tokens (    1.84 ms per token,   543.20 tokens per second)  [33024 cached]
97.03.158 I slot print_timing: id  0 | task 392 | reasoning effort = medium
97.07.940 I slot print_timing: id  0 | task 393 | prompt eval time =     774.90 ms /   337 tokens (    2.30 ms per token,   434.90 tokens per second)  [27392 cached]
97.07.940 I slot print_timing: id  0 | task 393 |        eval time =    3879.30 ms /   250 tokens (   15.52 ms per token,    64.40 tokens per second)
97.07.940 I slot print_timing: id  0 | task 393 | draft acceptance = 0.87440 (  181 accepted /   207 generated)
97.07.940 I slot print_timing: id  0 | task 393 | reasoning effort = medium
97.10.266 I slot print_timing: id  0 | task 394 | prompt eval time =     940.80 ms /   414 tokens (    2.27 ms per token,   440.00 tokens per second)  [27648 cached]
97.10.266 I slot print_timing: id  0 | task 394 |        eval time =    1244.40 ms /    78 tokens (   15.95 ms per token,    62.70 tokens per second)
97.10.266 I slot print_timing: id  0 | task 394 | draft acceptance = 0.88889 (   56 accepted /    63 generated)
97.10.266 I slot print_timing: id  0 | task 394 | reasoning effort = medium
97.13.787 I slot print_timing: id  0 | task 395 | prompt eval time =     728.60 ms /   313 tokens (    2.33 ms per token,   429.60 tokens per second)  [27904 cached]
97.13.787 I slot print_timing: id  0 | task 395 |        eval time =    2533.80 ms /   155 tokens (   16.35 ms per token,    61.20 tokens per second)
97.13.787 I slot print_timing: id  0 | task 395 | draft acceptance = 0.81481 (  110 accepted /   135 generated)
97.13.787 I slot print_timing: id  0 | task 395 | reasoning effort = medium
97.20.461 I slot print_timing: id  0 | task 396 | prompt eval time =     979.10 ms /   268 tokens (    3.65 ms per token,   273.70 tokens per second)  [28160 cached]
97.20.461 I slot print_timing: id  0 | task 396 |        eval time =    5567.70 ms /   369 tokens (   15.09 ms per token,    66.30 tokens per second)
97.20.461 I slot print_timing: id  0 | task 396 | draft acceptance = 0.91216 (  270 accepted /   296 generated)
97.20.461 I slot print_timing: id  0 | task 396 | reasoning effort = medium
97.24.296 I slot print_timing: id  0 | task 397 | prompt eval time =    1024.60 ms /   464 tokens (    2.21 ms per token,   452.80 tokens per second)  [28416 cached]
97.24.296 I slot print_timing: id  0 | task 397 |        eval time =    2667.20 ms /   177 tokens (   15.07 ms per token,    66.40 tokens per second)
97.24.296 I slot print_timing: id  0 | task 397 | draft acceptance = 0.93525 (  130 accepted /   139 generated)
97.24.296 I slot print_timing: id  0 | task 397 | reasoning effort = medium
97.27.065 I slot print_timing: id  0 | task 398 | prompt eval time =    1029.40 ms /   470 tokens (    2.19 ms per token,   456.60 tokens per second)  [28672 cached]
97.27.065 I slot print_timing: id  0 | task 398 |        eval time =    1594.20 ms /   105 tokens (   15.18 ms per token,    65.90 tokens per second)
97.27.065 I slot print_timing: id  0 | task 398 | draft acceptance = 0.96296 (   78 accepted /    81 generated)
97.27.065 I slot print_timing: id  0 | task 398 | reasoning effort = medium
97.31.135 I slot print_timing: id  0 | task 399 | prompt eval time =    1086.40 ms /   567 tokens (    1.92 ms per token,   521.90 tokens per second)  [28928 cached]
97.31.135 I slot print_timing: id  0 | task 399 |        eval time =    2704.90 ms /   170 tokens (   15.91 ms per token,    62.80 tokens per second)
97.31.135 I slot print_timing: id  0 | task 399 | draft acceptance = 0.87234 (  123 accepted /   141 generated)
97.31.135 I slot print_timing: id  0 | task 399 | reasoning effort = medium
97.41.062 I slot print_timing: id  0 | task 400 | prompt eval time =     676.20 ms /   284 tokens (    2.38 ms per token,   420.00 tokens per second)  [29440 cached]
97.41.062 I slot print_timing: id  0 | task 400 |        eval time =    9101.90 ms /   574 tokens (   15.86 ms per token,    63.10 tokens per second)
97.41.062 I slot print_timing: id  0 | task 400 | draft acceptance = 0.86611 (  414 accepted /   478 generated)
97.41.062 I slot print_timing: id  0 | task 400 | reasoning effort = medium
97.44.165 I slot print_timing: id  0 | task 401 | prompt eval time =    1328.90 ms /   683 tokens (    1.95 ms per token,   513.90 tokens per second)  [29696 cached]
97.44.165 I slot print_timing: id  0 | task 401 |        eval time =    1615.80 ms /   106 tokens (   15.24 ms per token,    65.60 tokens per second)
97.44.165 I slot print_timing: id  0 | task 401 | draft acceptance = 0.92857 (   78 accepted /    84 generated)
97.44.165 I slot print_timing: id  0 | task 401 | reasoning effort = medium
98.24.084 I slot print_timing: id  0 | task 402 | prompt eval time =     808.80 ms /   333 tokens (    2.43 ms per token,   411.70 tokens per second)  [30208 cached]
98.24.084 I slot print_timing: id  0 | task 402 |        eval time =   38967.80 ms /  2321 tokens (   16.79 ms per token,    59.60 tokens per second)
98.24.084 I slot print_timing: id  0 | task 402 | draft acceptance = 0.79893 ( 1637 accepted /  2049 generated)
98.24.084 I slot print_timing: id  0 | task 402 | reasoning effort = medium
98.29.354 I slot print_timing: id  0 | task 403 | prompt eval time =    4106.60 ms /  2475 tokens (    1.66 ms per token,   602.70 tokens per second)  [30464 cached]
98.29.354 I slot print_timing: id  0 | task 403 |        eval time =     994.30 ms /    64 tokens (   15.54 ms per token,    64.40 tokens per second)
98.29.354 I slot print_timing: id  0 | task 403 | draft acceptance = 0.95918 (   47 accepted /    49 generated)
98.29.354 I slot print_timing: id  0 | task 403 | reasoning effort = medium
98.32.855 I slot print_timing: id  0 | task 404 | prompt eval time =     714.90 ms /   295 tokens (    2.42 ms per token,   412.60 tokens per second)  [32768 cached]
98.32.855 I slot print_timing: id  0 | task 404 |        eval time =    2134.20 ms /   117 tokens (   18.24 ms per token,    54.80 tokens per second)
98.32.855 I slot print_timing: id  0 | task 404 | draft acceptance = 0.78846 (   82 accepted /   104 generated)
98.32.855 I slot print_timing: id  0 | task 404 | reasoning effort = medium
98.34.892 I slot print_timing: id  0 | task 405 | prompt eval time =     523.80 ms /   202 tokens (    2.59 ms per token,   385.70 tokens per second)  [33024 cached]
98.34.892 I slot print_timing: id  0 | task 405 |        eval time =    1351.80 ms /    82 tokens (   16.49 ms per token,    60.70 tokens per second)
98.34.892 I slot print_timing: id  0 | task 405 | draft acceptance = 0.88060 (   59 accepted /    67 generated)
98.34.892 I slot print_timing: id  0 | task 405 | reasoning effort = medium
99.40.252 I slot print_timing: id  0 | task 406 | prompt eval time =    2975.30 ms /  1844 tokens (    1.61 ms per token,   619.80 tokens per second)  [33024 cached]
99.40.252 I slot print_timing: id  0 | task 406 |        eval time =   62219.00 ms /  3131 tokens (   19.87 ms per token,    50.30 tokens per second)
99.40.252 I slot print_timing: id  0 | task 406 | draft acceptance = 0.64297 ( 2062 accepted /  3207 generated)
99.40.252 I slot print_timing: id  0 | task 406 | reasoning effort = medium
99.54.623 I slot print_timing: id  0 | task 407 | prompt eval time =    5886.90 ms /  3648 tokens (    1.61 ms per token,   619.70 tokens per second)  [34816 cached]
99.54.623 I slot print_timing: id  0 | task 407 |        eval time =    7634.70 ms /   435 tokens (   17.55 ms per token,    57.00 tokens per second)
99.54.623 I slot print_timing: id  0 | task 407 | draft acceptance = 0.78811 (  305 accepted /   387 generated)
99.54.623 I slot print_timing: id  0 | task 407 | reasoning effort = medium
100.03.316 I slot print_timing: id  0 | task 408 | prompt eval time =    1150.10 ms /   566 tokens (    2.03 ms per token,   492.10 tokens per second)  [38400 cached]
100.03.316 I slot print_timing: id  0 | task 408 |        eval time =    6810.70 ms /   424 tokens (   16.06 ms per token,    62.30 tokens per second)
100.03.316 I slot print_timing: id  0 | task 408 | draft acceptance = 0.89275 (  308 accepted /   345 generated)
100.03.316 I slot print_timing: id  0 | task 408 | reasoning effort = medium
100.38.813 I slot print_timing: id  0 | task 409 | prompt eval time =    1818.20 ms /   942 tokens (    1.93 ms per token,   518.10 tokens per second)  [38912 cached]
100.38.813 I slot print_timing: id  0 | task 409 |        eval time =   33264.00 ms /  1749 tokens (   19.02 ms per token,    52.60 tokens per second)
100.38.813 I slot print_timing: id  0 | task 409 | draft acceptance = 0.70261 ( 1186 accepted /  1688 generated)
100.38.813 I slot print_timing: id  0 | task 409 | reasoning effort = medium
101.05.542 I slot print_timing: id  0 | task 411 | prompt eval time =    1478.10 ms /  1006 tokens (    1.47 ms per token,   680.60 tokens per second)
101.05.542 I slot print_timing: id  0 | task 411 |        eval time =   22981.10 ms /  1337 tokens (   17.19 ms per token,    58.20 tokens per second)
101.05.542 I slot print_timing: id  0 | task 411 | draft acceptance = 0.67879 (  896 accepted /  1320 generated)
101.05.542 I slot print_timing: id  0 | task 411 | reasoning effort = xhigh
101.39.628 I slot print_timing: id  0 | task 411 | prompt eval time =   27188.40 ms / 21309 tokens (    1.28 ms per token,   783.80 tokens per second)
101.39.628 I slot print_timing: id  0 | task 411 |        eval time =    6890.10 ms /   429 tokens (   16.06 ms per token,    62.30 tokens per second)
101.39.628 I slot print_timing: id  0 | task 411 | draft acceptance = 0.83152 (  306 accepted /   368 generated)
101.39.628 I slot print_timing: id  0 | task 411 | reasoning effort = medium
101.46.016 I slot print_timing: id  0 | task 412 | prompt eval time =    1660.40 ms /   977 tokens (    1.70 ms per token,   588.40 tokens per second)  [21248 cached]
101.46.016 I slot print_timing: id  0 | task 412 |        eval time =    3940.60 ms /   282 tokens (   13.97 ms per token,    71.60 tokens per second)
101.46.016 I slot print_timing: id  0 | task 412 | draft acceptance = 0.99061 (  211 accepted /   213 generated)
101.46.016 I slot print_timing: id  0 | task 412 | reasoning effort = medium
102.21.186 I slot print_timing: id  0 | task 413 | prompt eval time =    2503.90 ms /  1645 tokens (    1.52 ms per token,   657.00 tokens per second)  [22016 cached]
102.21.186 I slot print_timing: id  0 | task 413 |        eval time =   32514.60 ms /  1917 tokens (   16.96 ms per token,    59.00 tokens per second)
102.21.186 I slot print_timing: id  0 | task 413 | draft acceptance = 0.77354 ( 1339 accepted /  1731 generated)
102.21.186 I slot print_timing: id  0 | task 413 | reasoning effort = medium
102.29.802 I slot print_timing: id  0 | task 414 | prompt eval time =    3272.60 ms /  2163 tokens (    1.51 ms per token,   660.90 tokens per second)  [23552 cached]
102.29.802 I slot print_timing: id  0 | task 414 |        eval time =    5208.60 ms /   359 tokens (   14.51 ms per token,    68.90 tokens per second)
102.29.802 I slot print_timing: id  0 | task 414 | draft acceptance = 0.95341 (  266 accepted /   279 generated)
102.29.802 I slot print_timing: id  0 | task 414 | reasoning effort = medium
102.33.502 I slot print_timing: id  0 | task 415 | prompt eval time =    1028.70 ms /   558 tokens (    1.84 ms per token,   542.40 tokens per second)  [25600 cached]
102.33.502 I slot print_timing: id  0 | task 415 |        eval time =    2538.80 ms /   180 tokens (   14.10 ms per token,    70.90 tokens per second)
102.33.502 I slot print_timing: id  0 | task 415 | draft acceptance = 1.00000 (  135 accepted /   135 generated)
102.33.502 I slot print_timing: id  0 | task 415 | reasoning effort = medium
102.38.581 I slot print_timing: id  0 | task 416 | prompt eval time =     700.30 ms /   312 tokens (    2.24 ms per token,   445.50 tokens per second)  [26112 cached]
102.38.581 I slot print_timing: id  0 | task 416 |        eval time =    4248.60 ms /   285 tokens (   14.91 ms per token,    67.10 tokens per second)
102.38.581 I slot print_timing: id  0 | task 416 | draft acceptance = 0.92889 (  209 accepted /   225 generated)
102.38.581 I slot print_timing: id  0 | task 416 | reasoning effort = medium
102.47.814 I slot print_timing: id  0 | task 417 | prompt eval time =     938.90 ms /   423 tokens (    2.22 ms per token,   450.50 tokens per second)  [26368 cached]
102.47.814 I slot print_timing: id  0 | task 417 |        eval time =    8153.00 ms /   543 tokens (   15.01 ms per token,    66.60 tokens per second)
102.47.814 I slot print_timing: id  0 | task 417 | draft acceptance = 0.90639 (  397 accepted /   438 generated)
102.47.814 I slot print_timing: id  0 | task 417 | reasoning effort = medium
103.00.390 I slot print_timing: id  0 | task 418 | prompt eval time =    1442.30 ms /   794 tokens (    1.82 ms per token,   550.50 tokens per second)  [26624 cached]
103.00.390 I slot print_timing: id  0 | task 418 |        eval time =   10991.70 ms /   767 tokens (   14.33 ms per token,    69.80 tokens per second)
103.00.390 I slot print_timing: id  0 | task 418 | draft acceptance = 0.97274 (  571 accepted /   587 generated)
103.00.390 I slot print_timing: id  0 | task 418 | reasoning effort = medium
103.03.288 I slot print_timing: id  0 | task 419 | prompt eval time =    1726.80 ms /   964 tokens (    1.79 ms per token,   558.20 tokens per second)  [27392 cached]
103.03.288 I slot print_timing: id  0 | task 419 |        eval time =    1034.10 ms /    68 tokens (   15.21 ms per token,    65.80 tokens per second)
103.03.288 I slot print_timing: id  0 | task 419 | draft acceptance = 0.98039 (   50 accepted /    51 generated)
103.03.288 I slot print_timing: id  0 | task 419 | reasoning effort = medium
103.07.634 I slot print_timing: id  0 | task 420 | prompt eval time =     767.00 ms /   324 tokens (    2.37 ms per token,   422.40 tokens per second)  [28160 cached]
103.07.634 I slot print_timing: id  0 | task 420 |        eval time =    2954.90 ms /   190 tokens (   15.55 ms per token,    64.30 tokens per second)
103.07.634 I slot print_timing: id  0 | task 420 | draft acceptance = 0.89610 (  138 accepted /   154 generated)
103.07.634 I slot print_timing: id  0 | task 420 | reasoning effort = medium
103.10.926 I slot print_timing: id  0 | task 421 | prompt eval time =     944.30 ms /   409 tokens (    2.31 ms per token,   433.10 tokens per second)  [28416 cached]
103.10.926 I slot print_timing: id  0 | task 421 |        eval time =    2077.90 ms /   137 tokens (   15.17 ms per token,    65.90 tokens per second)
103.10.926 I slot print_timing: id  0 | task 421 | draft acceptance = 0.93519 (  101 accepted /   108 generated)
103.10.926 I slot print_timing: id  0 | task 421 | reasoning effort = medium
103.27.020 I slot print_timing: id  0 | task 422 | prompt eval time =    2882.70 ms /  1849 tokens (    1.56 ms per token,   641.40 tokens per second)  [28672 cached]
103.27.020 I slot print_timing: id  0 | task 422 |        eval time =   13070.40 ms /   636 tokens (   20.55 ms per token,    48.70 tokens per second)
103.27.020 I slot print_timing: id  0 | task 422 | draft acceptance = 0.59329 (  407 accepted /   686 generated)
103.27.020 I slot print_timing: id  0 | task 422 | reasoning effort = medium
103.37.175 I slot print_timing: id  0 | task 423 | prompt eval time =    1597.90 ms /   869 tokens (    1.84 ms per token,   543.80 tokens per second)  [30464 cached]
103.37.175 I slot print_timing: id  0 | task 423 |        eval time =    8256.60 ms /   489 tokens (   16.88 ms per token,    59.20 tokens per second)
103.37.175 I slot print_timing: id  0 | task 423 | draft acceptance = 0.79080 (  344 accepted /   435 generated)
103.37.175 I slot print_timing: id  0 | task 423 | reasoning effort = medium
103.45.314 I slot print_timing: id  0 | task 424 | prompt eval time =    1462.30 ms /   796 tokens (    1.84 ms per token,   544.40 tokens per second)  [31232 cached]
103.45.314 I slot print_timing: id  0 | task 424 |        eval time =    5816.40 ms /   367 tokens (   15.85 ms per token,    63.10 tokens per second)
103.45.314 I slot print_timing: id  0 | task 424 | draft acceptance = 0.86885 (  265 accepted /   305 generated)
103.45.314 I slot print_timing: id  0 | task 424 | reasoning effort = medium
104.53.036 I slot print_timing: id  0 | task 425 | prompt eval time =    1620.10 ms /   869 tokens (    1.86 ms per token,   536.40 tokens per second)  [32000 cached]
104.53.036 I slot print_timing: id  0 | task 425 |        eval time =   65234.20 ms /  3371 tokens (   19.35 ms per token,    51.70 tokens per second)
104.53.036 I slot print_timing: id  0 | task 425 | draft acceptance = 0.66302 ( 2243 accepted /  3383 generated)
104.53.036 I slot print_timing: id  0 | task 425 | reasoning effort = medium
105.15.453 I slot print_timing: id  0 | task 427 | prompt eval time =    1425.20 ms /  1004 tokens (    1.42 ms per token,   704.50 tokens per second)
105.15.453 I slot print_timing: id  0 | task 427 |        eval time =   18875.00 ms /  1123 tokens (   16.81 ms per token,    59.50 tokens per second)
105.15.453 I slot print_timing: id  0 | task 427 | draft acceptance = 0.70556 (  762 accepted /  1080 generated)
105.15.453 I slot print_timing: id  0 | task 427 | reasoning effort = xhigh
105.49.687 I slot print_timing: id  0 | task 427 | prompt eval time =   27193.30 ms / 21303 tokens (    1.28 ms per token,   783.40 tokens per second)
105.49.687 I slot print_timing: id  0 | task 427 |        eval time =    7032.10 ms /   429 tokens (   16.39 ms per token,    61.00 tokens per second)
105.49.687 I slot print_timing: id  0 | task 427 | draft acceptance = 0.80371 (  303 accepted /   377 generated)
105.49.687 I slot print_timing: id  0 | task 427 | reasoning effort = medium
105.56.058 I slot print_timing: id  0 | task 428 | prompt eval time =    1659.40 ms /   969 tokens (    1.71 ms per token,   583.90 tokens per second)  [21248 cached]
105.56.058 I slot print_timing: id  0 | task 428 |        eval time =    3888.90 ms /   276 tokens (   14.09 ms per token,    71.00 tokens per second)
105.56.058 I slot print_timing: id  0 | task 428 | draft acceptance = 0.99038 (  206 accepted /   208 generated)
105.56.058 I slot print_timing: id  0 | task 428 | reasoning effort = medium
106.36.807 I slot print_timing: id  0 | task 429 | prompt eval time =    2468.90 ms /  1631 tokens (    1.51 ms per token,   660.60 tokens per second)  [22016 cached]
106.36.807 I slot print_timing: id  0 | task 429 |        eval time =   38130.10 ms /  2153 tokens (   17.71 ms per token,    56.50 tokens per second)
106.36.807 I slot print_timing: id  0 | task 429 | draft acceptance = 0.72397 ( 1474 accepted /  2036 generated)
106.36.807 I slot print_timing: id  0 | task 429 | reasoning effort = medium
106.51.695 I slot print_timing: id  0 | task 430 | prompt eval time =    3781.00 ms /  2413 tokens (    1.57 ms per token,   638.20 tokens per second)  [23552 cached]
106.51.695 I slot print_timing: id  0 | task 430 |        eval time =   10843.70 ms /   693 tokens (   15.65 ms per token,    63.90 tokens per second)
106.51.695 I slot print_timing: id  0 | task 430 | draft acceptance = 0.86655 (  500 accepted /   577 generated)
106.51.695 I slot print_timing: id  0 | task 430 | reasoning effort = medium
107.18.590 I slot print_timing: id  0 | task 431 | prompt eval time =    1646.20 ms /   922 tokens (    1.79 ms per token,   560.10 tokens per second)  [25856 cached]
107.18.590 I slot print_timing: id  0 | task 431 |        eval time =   25118.80 ms /  1498 tokens (   16.77 ms per token,    59.60 tokens per second)
107.18.590 I slot print_timing: id  0 | task 431 | draft acceptance = 0.78995 ( 1053 accepted /  1333 generated)
107.18.590 I slot print_timing: id  0 | task 431 | reasoning effort = medium
107.34.045 I slot print_timing: id  0 | task 432 | prompt eval time =    2689.80 ms /  1720 tokens (    1.56 ms per token,   639.40 tokens per second)  [26624 cached]
107.34.045 I slot print_timing: id  0 | task 432 |        eval time =   12624.00 ms /   886 tokens (   14.25 ms per token,    70.20 tokens per second)
107.34.045 I slot print_timing: id  0 | task 432 | draft acceptance = 0.99400 (  663 accepted /   667 generated)
107.34.045 I slot print_timing: id  0 | task 432 | reasoning effort = medium
107.37.721 I slot print_timing: id  0 | task 433 | prompt eval time =    1988.60 ms /  1155 tokens (    1.72 ms per token,   580.80 tokens per second)  [28160 cached]
107.37.721 I slot print_timing: id  0 | task 433 |        eval time =    1546.00 ms /    98 tokens (   15.78 ms per token,    63.40 tokens per second)
107.37.721 I slot print_timing: id  0 | task 433 | draft acceptance = 0.88750 (   71 accepted /    80 generated)
107.37.721 I slot print_timing: id  0 | task 433 | reasoning effort = medium
107.44.009 I slot print_timing: id  0 | task 434 | prompt eval time =     902.40 ms /   513 tokens (    1.76 ms per token,   568.50 tokens per second)  [29184 cached]
107.44.009 I slot print_timing: id  0 | task 434 |        eval time =    4675.80 ms /   299 tokens (   15.64 ms per token,    63.90 tokens per second)
107.44.009 I slot print_timing: id  0 | task 434 | draft acceptance = 0.88211 (  217 accepted /   246 generated)
107.44.009 I slot print_timing: id  0 | task 434 | reasoning effort = medium
107.50.857 I slot print_timing: id  0 | task 435 | prompt eval time =    1606.80 ms /   895 tokens (    1.80 ms per token,   557.00 tokens per second)  [29184 cached]
107.50.857 I slot print_timing: id  0 | task 435 |        eval time =    5097.10 ms /   349 tokens (   14.60 ms per token,    68.50 tokens per second)
107.50.857 I slot print_timing: id  0 | task 435 | draft acceptance = 0.96283 (  259 accepted /   269 generated)
107.50.857 I slot print_timing: id  0 | task 435 | reasoning effort = medium
107.54.630 I slot print_timing: id  0 | task 436 | prompt eval time =    1063.50 ms /   559 tokens (    1.90 ms per token,   525.60 tokens per second)  [29952 cached]
107.54.630 I slot print_timing: id  0 | task 436 |        eval time =    2561.40 ms /   177 tokens (   14.47 ms per token,    69.10 tokens per second)
107.54.630 I slot print_timing: id  0 | task 436 | draft acceptance = 1.00000 (  132 accepted /   132 generated)
107.54.630 I slot print_timing: id  0 | task 436 | reasoning effort = medium
107.57.885 I slot print_timing: id  0 | task 437 | prompt eval time =    1043.60 ms /   474 tokens (    2.20 ms per token,   454.20 tokens per second)  [30464 cached]
107.57.885 I slot print_timing: id  0 | task 437 |        eval time =    2058.40 ms /   140 tokens (   14.70 ms per token,    68.00 tokens per second)
107.57.885 I slot print_timing: id  0 | task 437 | draft acceptance = 0.96296 (  104 accepted /   108 generated)
107.57.885 I slot print_timing: id  0 | task 437 | reasoning effort = medium
108.00.025 I slot print_timing: id  0 | task 438 | prompt eval time =     962.40 ms /   424 tokens (    2.27 ms per token,   440.60 tokens per second)  [30720 cached]
108.00.025 I slot print_timing: id  0 | task 438 |        eval time =    1031.80 ms /    67 tokens (   15.40 ms per token,    64.90 tokens per second)
108.00.025 I slot print_timing: id  0 | task 438 | draft acceptance = 0.96078 (   49 accepted /    51 generated)
108.00.025 I slot print_timing: id  0 | task 438 | reasoning effort = medium
108.04.309 I slot print_timing: id  0 | task 439 | prompt eval time =     711.30 ms /   294 tokens (    2.42 ms per token,   413.40 tokens per second)  [30976 cached]
108.04.309 I slot print_timing: id  0 | task 439 |        eval time =    2944.90 ms /   172 tokens (   17.12 ms per token,    58.40 tokens per second)
108.04.309 I slot print_timing: id  0 | task 439 | draft acceptance = 0.77419 (  120 accepted /   155 generated)
108.04.309 I slot print_timing: id  0 | task 439 | reasoning effort = medium
108.12.699 I slot print_timing: id  0 | task 440 | prompt eval time =     850.30 ms /   363 tokens (    2.34 ms per token,   426.90 tokens per second)  [31232 cached]
108.12.699 I slot print_timing: id  0 | task 440 |        eval time =    7257.60 ms /   480 tokens (   15.12 ms per token,    66.10 tokens per second)
108.12.699 I slot print_timing: id  0 | task 440 | draft acceptance = 0.92147 (  352 accepted /   382 generated)
108.12.699 I slot print_timing: id  0 | task 440 | reasoning effort = medium
108.16.769 I slot print_timing: id  0 | task 441 | prompt eval time =    1329.40 ms /   667 tokens (    1.99 ms per token,   501.70 tokens per second)  [31488 cached]
108.16.769 I slot print_timing: id  0 | task 441 |        eval time =    2588.50 ms /   161 tokens (   16.08 ms per token,    62.20 tokens per second)
108.16.769 I slot print_timing: id  0 | task 441 | draft acceptance = 0.85926 (  116 accepted /   135 generated)
108.16.769 I slot print_timing: id  0 | task 441 | reasoning effort = medium
108.19.149 I slot print_timing: id  0 | task 442 | prompt eval time =     901.60 ms /   382 tokens (    2.36 ms per token,   423.70 tokens per second)  [32000 cached]
108.19.149 I slot print_timing: id  0 | task 442 |        eval time =    1320.90 ms /    82 tokens (   16.11 ms per token,    62.10 tokens per second)
108.19.149 I slot print_timing: id  0 | task 442 | draft acceptance = 0.88060 (   59 accepted /    67 generated)
108.19.149 I slot print_timing: id  0 | task 442 | reasoning effort = medium
108.21.962 I slot print_timing: id  0 | task 443 | prompt eval time =     989.00 ms /   267 tokens (    3.70 ms per token,   270.00 tokens per second)  [32256 cached]
108.21.962 I slot print_timing: id  0 | task 443 |        eval time =    1145.10 ms /    72 tokens (   15.90 ms per token,    62.90 tokens per second)
108.21.962 I slot print_timing: id  0 | task 443 | draft acceptance = 0.86667 (   52 accepted /    60 generated)
108.21.962 I slot print_timing: id  0 | task 443 | reasoning effort = medium
108.42.318 I slot print_timing: id  0 | task 444 | prompt eval time =    2311.20 ms /  1375 tokens (    1.68 ms per token,   594.90 tokens per second)  [32512 cached]
108.42.318 I slot print_timing: id  0 | task 444 |        eval time =   17880.70 ms /  1040 tokens (   17.19 ms per token,    58.20 tokens per second)
108.42.318 I slot print_timing: id  0 | task 444 | draft acceptance = 0.79479 (  732 accepted /   921 generated)
108.42.318 I slot print_timing: id  0 | task 444 | reasoning effort = medium
108.49.802 I slot print_timing: id  0 | task 445 | prompt eval time =    2573.30 ms /  1582 tokens (    1.63 ms per token,   614.80 tokens per second)  [33792 cached]
108.49.802 I slot print_timing: id  0 | task 445 |        eval time =    4570.30 ms /   258 tokens (   17.71 ms per token,    56.50 tokens per second)
108.49.802 I slot print_timing: id  0 | task 445 | draft acceptance = 0.76170 (  179 accepted /   235 generated)
108.49.802 I slot print_timing: id  0 | task 445 | reasoning effort = medium
109.27.821 I slot print_timing: id  0 | task 446 | prompt eval time =     910.20 ms /   370 tokens (    2.46 ms per token,   406.50 tokens per second)  [35328 cached]
