145.39.991 I slot print_timing: id  0 | task 552 | prompt eval time =    1733.20 ms /  1094 tokens (    1.58 ms per token,   631.20 tokens per second)  [21248 cached]
148.46.338 I slot print_timing: id  0 | task 563 | prompt eval time =     820.40 ms /   325 tokens (    2.52 ms per token,   396.10 tokens per second)  [34048 cached]
148.46.338 I slot print_timing: id  0 | task 563 |        eval time =    2549.00 ms /   163 tokens (   15.64 ms per token,    63.90 tokens per second)
148.46.338 I slot print_timing: id  0 | task 563 | draft acceptance = 0.90840 (  119 accepted /   131 generated)
148.46.338 I slot print_timing: id  0 | task 563 | reasoning effort = medium
148.58.606 I slot print_timing: id  0 | task 564 | prompt eval time =     756.10 ms /   317 tokens (    2.39 ms per token,   419.20 tokens per second)  [34304 cached]
148.58.606 I slot print_timing: id  0 | task 564 |        eval time =   11347.10 ms /   761 tokens (   14.91 ms per token,    67.10 tokens per second)
148.58.606 I slot print_timing: id  0 | task 564 | draft acceptance = 0.96088 (  565 accepted /   588 generated)
148.58.606 I slot print_timing: id  0 | task 564 | reasoning effort = medium
149.01.761 I slot print_timing: id  0 | task 565 | prompt eval time =    1744.50 ms /   907 tokens (    1.92 ms per token,   519.90 tokens per second)  [34560 cached]
149.01.761 I slot print_timing: id  0 | task 565 |        eval time =    1218.20 ms /    73 tokens (   16.69 ms per token,    59.90 tokens per second)
149.01.761 I slot print_timing: id  0 | task 565 | draft acceptance = 0.83871 (   52 accepted /    62 generated)
149.01.761 I slot print_timing: id  0 | task 565 | reasoning effort = medium
149.07.713 I slot print_timing: id  0 | task 566 | prompt eval time =    1029.70 ms /   272 tokens (    3.79 ms per token,   264.20 tokens per second)  [35328 cached]
149.07.713 I slot print_timing: id  0 | task 566 |        eval time =    4253.90 ms /   256 tokens (   16.62 ms per token,    60.20 tokens per second)
149.07.713 I slot print_timing: id  0 | task 566 | draft acceptance = 0.84332 (  183 accepted /   217 generated)
149.07.713 I slot print_timing: id  0 | task 566 | reasoning effort = medium
149.17.458 I slot print_timing: id  0 | task 567 | prompt eval time =     814.30 ms /   336 tokens (    2.42 ms per token,   412.60 tokens per second)  [35584 cached]
149.17.458 I slot print_timing: id  0 | task 567 |        eval time =    8768.20 ms /   546 tokens (   16.06 ms per token,    62.30 tokens per second)
149.17.458 I slot print_timing: id  0 | task 567 | draft acceptance = 0.86593 (  394 accepted /   455 generated)
149.17.458 I slot print_timing: id  0 | task 567 | reasoning effort = medium
149.23.911 I slot print_timing: id  0 | task 568 | prompt eval time =    1453.40 ms /   706 tokens (    2.06 ms per token,   485.70 tokens per second)  [35840 cached]
149.23.911 I slot print_timing: id  0 | task 568 |        eval time =    4832.20 ms /   301 tokens (   16.05 ms per token,    62.30 tokens per second)
149.23.911 I slot print_timing: id  0 | task 568 | draft acceptance = 0.87550 (  218 accepted /   249 generated)
149.23.911 I slot print_timing: id  0 | task 568 | reasoning effort = medium
149.28.007 I slot print_timing: id  0 | task 569 | prompt eval time =    1455.90 ms /   717 tokens (    2.03 ms per token,   492.50 tokens per second)  [36352 cached]
149.28.007 I slot print_timing: id  0 | task 569 |        eval time =    2358.30 ms /   142 tokens (   16.61 ms per token,    60.20 tokens per second)
149.28.007 I slot print_timing: id  0 | task 569 | draft acceptance = 0.87179 (  102 accepted /   117 generated)
149.28.007 I slot print_timing: id  0 | task 569 | reasoning effort = medium
149.30.296 I slot print_timing: id  0 | task 570 | prompt eval time =     988.20 ms /   403 tokens (    2.45 ms per token,   407.80 tokens per second)  [36864 cached]
149.30.296 I slot print_timing: id  0 | task 570 |        eval time =    1140.90 ms /    63 tokens (   18.11 ms per token,    55.20 tokens per second)
149.30.296 I slot print_timing: id  0 | task 570 | draft acceptance = 0.78571 (   44 accepted /    56 generated)
149.30.296 I slot print_timing: id  0 | task 570 | reasoning effort = medium
150.07.527 I slot print_timing: id  0 | task 571 | prompt eval time =    2612.50 ms /  1502 tokens (    1.74 ms per token,   574.90 tokens per second)  [37120 cached]
150.07.527 I slot print_timing: id  0 | task 571 |        eval time =   34453.80 ms /  1796 tokens (   19.18 ms per token,    52.10 tokens per second)
150.07.527 I slot print_timing: id  0 | task 571 | draft acceptance = 0.68597 ( 1208 accepted /  1761 generated)
150.07.527 I slot print_timing: id  0 | task 571 | reasoning effort = medium
150.14.185 I slot print_timing: id  0 | task 572 | prompt eval time =    3469.20 ms /  2096 tokens (    1.66 ms per token,   604.20 tokens per second)  [38400 cached]
150.14.185 I slot print_timing: id  0 | task 572 |        eval time =    3016.20 ms /   168 tokens (   17.95 ms per token,    55.70 tokens per second)
150.14.185 I slot print_timing: id  0 | task 572 | draft acceptance = 0.75817 (  116 accepted /   153 generated)
150.14.185 I slot print_timing: id  0 | task 572 | reasoning effort = medium
150.28.082 I slot print_timing: id  0 | task 573 | prompt eval time =     768.20 ms /   320 tokens (    2.40 ms per token,   416.60 tokens per second)  [40448 cached]
150.28.082 I slot print_timing: id  0 | task 573 |        eval time =   12773.00 ms /   780 tokens (   16.38 ms per token,    61.10 tokens per second)
150.28.082 I slot print_timing: id  0 | task 573 | draft acceptance = 0.86615 (  563 accepted /   650 generated)
150.28.082 I slot print_timing: id  0 | task 573 | reasoning effort = medium
151.43.758 I slot print_timing: id  0 | task 574 | prompt eval time =    2712.90 ms /  1574 tokens (    1.72 ms per token,   580.20 tokens per second)  [40704 cached]
151.43.758 I slot print_timing: id  0 | task 574 |        eval time =   72154.80 ms /  3612 tokens (   19.98 ms per token,    50.10 tokens per second)
151.43.758 I slot print_timing: id  0 | task 574 | draft acceptance = 0.65797 ( 2397 accepted /  3643 generated)
151.43.758 I slot print_timing: id  0 | task 574 | reasoning effort = medium
152.07.709 I slot print_timing: id  0 | task 575 | prompt eval time =    6341.60 ms /  3682 tokens (    1.72 ms per token,   580.60 tokens per second)  [42240 cached]
152.07.709 I slot print_timing: id  0 | task 575 |        eval time =   17426.60 ms /  1010 tokens (   17.25 ms per token,    58.00 tokens per second)
152.07.709 I slot print_timing: id  0 | task 575 | draft acceptance = 0.82949 (  720 accepted /   868 generated)
152.07.709 I slot print_timing: id  0 | task 575 | reasoning effort = medium
152.23.210 I slot print_timing: id  0 | task 577 | prompt eval time =    1462.10 ms /  1004 tokens (    1.46 ms per token,   686.70 tokens per second)
152.23.210 I slot print_timing: id  0 | task 577 |        eval time =   12037.30 ms /   555 tokens (   21.69 ms per token,    46.10 tokens per second)
152.23.210 I slot print_timing: id  0 | task 577 | draft acceptance = 0.46264 (  322 accepted /   696 generated)
152.23.210 I slot print_timing: id  0 | task 577 | reasoning effort = xhigh
152.59.228 I slot print_timing: id  0 | task 577 | prompt eval time =   27308.40 ms / 21302 tokens (    1.28 ms per token,   780.10 tokens per second)
152.59.228 I slot print_timing: id  0 | task 577 |        eval time =    8700.70 ms /   559 tokens (   15.56 ms per token,    64.20 tokens per second)
152.59.228 I slot print_timing: id  0 | task 577 | draft acceptance = 0.86111 (  403 accepted /   468 generated)
152.59.228 I slot print_timing: id  0 | task 577 | reasoning effort = medium
153.05.672 I slot print_timing: id  0 | task 578 | prompt eval time =    1757.80 ms /  1097 tokens (    1.60 ms per token,   624.10 tokens per second)  [21248 cached]
153.05.672 I slot print_timing: id  0 | task 578 |        eval time =    3886.80 ms /   276 tokens (   14.08 ms per token,    71.00 tokens per second)
153.05.672 I slot print_timing: id  0 | task 578 | draft acceptance = 0.98565 (  206 accepted /   209 generated)
153.05.672 I slot print_timing: id  0 | task 578 | reasoning effort = medium
154.09.242 I slot print_timing: id  0 | task 579 | prompt eval time =    2335.40 ms /  1503 tokens (    1.55 ms per token,   643.60 tokens per second)  [22272 cached]
154.09.242 I slot print_timing: id  0 | task 579 |        eval time =   61077.90 ms /  3444 tokens (   17.73 ms per token,    56.40 tokens per second)
154.09.242 I slot print_timing: id  0 | task 579 | draft acceptance = 0.72593 ( 2360 accepted /  3251 generated)
154.09.242 I slot print_timing: id  0 | task 579 | reasoning effort = medium
154.15.968 I slot print_timing: id  0 | task 580 | prompt eval time =    5630.90 ms /  3735 tokens (    1.51 ms per token,   663.30 tokens per second)  [23552 cached]
154.15.968 I slot print_timing: id  0 | task 580 |        eval time =     962.50 ms /    55 tokens (   17.50 ms per token,    57.10 tokens per second)
154.15.968 I slot print_timing: id  0 | task 580 | draft acceptance = 0.93023 (   40 accepted /    43 generated)
154.15.968 I slot print_timing: id  0 | task 580 | reasoning effort = medium
154.19.928 I slot print_timing: id  0 | task 581 | prompt eval time =     508.80 ms /   252 tokens (    2.02 ms per token,   495.20 tokens per second)  [27136 cached]
154.19.928 I slot print_timing: id  0 | task 581 |        eval time =    3319.30 ms /   231 tokens (   14.37 ms per token,    69.60 tokens per second)
154.19.928 I slot print_timing: id  0 | task 581 | draft acceptance = 0.98851 (  172 accepted /   174 generated)
154.19.928 I slot print_timing: id  0 | task 581 | reasoning effort = medium
154.22.589 I slot print_timing: id  0 | task 582 | prompt eval time =    1087.70 ms /   566 tokens (    1.92 ms per token,   520.40 tokens per second)  [27136 cached]
154.22.589 I slot print_timing: id  0 | task 582 |        eval time =    1419.90 ms /    96 tokens (   14.79 ms per token,    67.60 tokens per second)
154.22.589 I slot print_timing: id  0 | task 582 | draft acceptance = 0.94667 (   71 accepted /    75 generated)
154.22.589 I slot print_timing: id  0 | task 582 | reasoning effort = medium
154.28.433 I slot print_timing: id  0 | task 583 | prompt eval time =     500.50 ms /   206 tokens (    2.43 ms per token,   411.60 tokens per second)  [27648 cached]
154.28.433 I slot print_timing: id  0 | task 583 |        eval time =    5216.20 ms /   366 tokens (   14.25 ms per token,    70.20 tokens per second)
154.28.433 I slot print_timing: id  0 | task 583 | draft acceptance = 0.97849 (  273 accepted /   279 generated)
154.28.433 I slot print_timing: id  0 | task 583 | reasoning effort = medium
154.32.273 I slot print_timing: id  0 | task 584 | prompt eval time =    1308.80 ms /   655 tokens (    2.00 ms per token,   500.50 tokens per second)  [27648 cached]
154.32.273 I slot print_timing: id  0 | task 584 |        eval time =    2390.80 ms /   165 tokens (   14.49 ms per token,    69.00 tokens per second)
154.32.273 I slot print_timing: id  0 | task 584 | draft acceptance = 1.00000 (  123 accepted /   123 generated)
154.32.273 I slot print_timing: id  0 | task 584 | reasoning effort = medium
154.34.638 I slot print_timing: id  0 | task 585 | prompt eval time =     935.50 ms /   393 tokens (    2.38 ms per token,   420.10 tokens per second)  [28160 cached]
154.34.638 I slot print_timing: id  0 | task 585 |        eval time =    1291.70 ms /    92 tokens (   14.04 ms per token,    71.20 tokens per second)
154.34.638 I slot print_timing: id  0 | task 585 | draft acceptance = 1.00000 (   69 accepted /    69 generated)
154.34.638 I slot print_timing: id  0 | task 585 | reasoning effort = medium
154.44.420 I slot print_timing: id  0 | task 586 | prompt eval time =     683.90 ms /   285 tokens (    2.40 ms per token,   416.70 tokens per second)  [28416 cached]
154.44.420 I slot print_timing: id  0 | task 586 |        eval time =    8966.50 ms /   599 tokens (   14.97 ms per token,    66.80 tokens per second)
154.44.420 I slot print_timing: id  0 | task 586 | draft acceptance = 0.93235 (  441 accepted /   473 generated)
154.44.420 I slot print_timing: id  0 | task 586 | reasoning effort = medium
155.29.111 I slot print_timing: id  0 | task 587 | prompt eval time =    1313.10 ms /   694 tokens (    1.89 ms per token,   528.50 tokens per second)  [28672 cached]
155.29.111 I slot print_timing: id  0 | task 587 |        eval time =   43233.40 ms /  2522 tokens (   17.14 ms per token,    58.30 tokens per second)
155.29.111 I slot print_timing: id  0 | task 587 | draft acceptance = 0.77383 ( 1762 accepted /  2277 generated)
155.29.111 I slot print_timing: id  0 | task 587 | reasoning effort = medium
155.46.939 I slot print_timing: id  0 | task 588 | prompt eval time =    4430.40 ms /  2743 tokens (    1.62 ms per token,   619.10 tokens per second)  [29184 cached]
155.46.939 I slot print_timing: id  0 | task 588 |        eval time =   13247.70 ms /   926 tokens (   14.31 ms per token,    69.90 tokens per second)
155.46.939 I slot print_timing: id  0 | task 588 | draft acceptance = 0.98999 (  692 accepted /   699 generated)
155.46.939 I slot print_timing: id  0 | task 588 | reasoning effort = medium
155.50.472 I slot print_timing: id  0 | task 589 | prompt eval time =    2036.10 ms /  1194 tokens (    1.71 ms per token,   586.40 tokens per second)  [31744 cached]
155.50.472 I slot print_timing: id  0 | task 589 |        eval time =    1338.40 ms /    87 tokens (   15.38 ms per token,    65.00 tokens per second)
155.50.472 I slot print_timing: id  0 | task 589 | draft acceptance = 0.92754 (   64 accepted /    69 generated)
155.50.472 I slot print_timing: id  0 | task 589 | reasoning effort = medium
155.53.468 I slot print_timing: id  0 | task 590 | prompt eval time =     743.60 ms /   313 tokens (    2.38 ms per token,   420.90 tokens per second)  [32768 cached]
155.53.468 I slot print_timing: id  0 | task 590 |        eval time =    2017.60 ms /   115 tokens (   17.54 ms per token,    57.00 tokens per second)
155.53.468 I slot print_timing: id  0 | task 590 | draft acceptance = 0.76923 (   80 accepted /   104 generated)
155.53.468 I slot print_timing: id  0 | task 590 | reasoning effort = medium
155.56.879 I slot print_timing: id  0 | task 591 | prompt eval time =     964.10 ms /   404 tokens (    2.39 ms per token,   419.10 tokens per second)  [33024 cached]
155.56.879 I slot print_timing: id  0 | task 591 |        eval time =    2158.90 ms /   132 tokens (   16.36 ms per token,    61.10 tokens per second)
155.56.879 I slot print_timing: id  0 | task 591 | draft acceptance = 0.85586 (   95 accepted /   111 generated)
155.56.879 I slot print_timing: id  0 | task 591 | reasoning effort = medium
156.00.613 I slot print_timing: id  0 | task 592 | prompt eval time =     840.90 ms /   338 tokens (    2.49 ms per token,   402.00 tokens per second)  [33280 cached]
156.00.613 I slot print_timing: id  0 | task 592 |        eval time =    2259.90 ms /   138 tokens (   16.38 ms per token,    61.10 tokens per second)
156.00.613 I slot print_timing: id  0 | task 592 | draft acceptance = 0.84615 (   99 accepted /   117 generated)
156.00.613 I slot print_timing: id  0 | task 592 | reasoning effort = medium
156.02.239 I slot print_timing: id  0 | task 593 | prompt eval time =     711.50 ms /   276 tokens (    2.58 ms per token,   387.90 tokens per second)  [33536 cached]
156.02.239 I slot print_timing: id  0 | task 593 |        eval time =     768.80 ms /    50 tokens (   15.38 ms per token,    65.00 tokens per second)
156.02.239 I slot print_timing: id  0 | task 593 | draft acceptance = 1.00000 (   37 accepted /    37 generated)
156.02.239 I slot print_timing: id  0 | task 593 | reasoning effort = medium
156.31.314 I slot print_timing: id  0 | task 594 | prompt eval time =    2326.30 ms /  1362 tokens (    1.71 ms per token,   585.50 tokens per second)  [33792 cached]
156.31.314 I slot print_timing: id  0 | task 594 |        eval time =   26594.20 ms /  1481 tokens (   17.96 ms per token,    55.70 tokens per second)
156.31.314 I slot print_timing: id  0 | task 594 | draft acceptance = 0.74381 ( 1022 accepted /  1374 generated)
156.31.314 I slot print_timing: id  0 | task 594 | reasoning effort = medium
158.23.972 I slot print_timing: id  0 | task 595 | prompt eval time =    2757.10 ms /  1645 tokens (    1.68 ms per token,   596.60 tokens per second)  [35072 cached]
158.23.972 I slot print_timing: id  0 | task 595 |        eval time =  109731.90 ms /  5352 tokens (   20.50 ms per token,    48.80 tokens per second)
158.23.972 I slot print_timing: id  0 | task 595 | draft acceptance = 0.62039 ( 3481 accepted /  5611 generated)
158.23.972 I slot print_timing: id  0 | task 595 | reasoning effort = medium
158.39.048 I slot print_timing: id  0 | task 596 | prompt eval time =    9699.50 ms /  5883 tokens (    1.65 ms per token,   606.50 tokens per second)  [36608 cached]
158.39.048 I slot print_timing: id  0 | task 596 |        eval time =    4961.70 ms /   268 tokens (   18.51 ms per token,    54.00 tokens per second)
158.39.048 I slot print_timing: id  0 | task 596 | draft acceptance = 0.74899 (  185 accepted /   247 generated)
158.39.048 I slot print_timing: id  0 | task 596 | reasoning effort = medium
158.49.051 I slot print_timing: id  0 | task 597 | prompt eval time =    1547.30 ms /   739 tokens (    2.09 ms per token,   477.60 tokens per second)  [42240 cached]
158.49.051 I slot print_timing: id  0 | task 597 |        eval time =    7723.80 ms /   410 tokens (   18.84 ms per token,    53.10 tokens per second)
158.49.051 I slot print_timing: id  0 | task 597 | draft acceptance = 0.71795 (  280 accepted /   390 generated)
158.49.051 I slot print_timing: id  0 | task 597 | reasoning effort = medium
160.01.217 I slot print_timing: id  0 | task 598 | prompt eval time =    2145.40 ms /  1030 tokens (    2.08 ms per token,   480.10 tokens per second)  [42752 cached]
160.01.217 I slot print_timing: id  0 | task 598 |        eval time =   68530.20 ms /  3429 tokens (   19.99 ms per token,    50.00 tokens per second)
160.01.217 I slot print_timing: id  0 | task 598 | draft acceptance = 0.66270 ( 2281 accepted /  3442 generated)
160.01.217 I slot print_timing: id  0 | task 598 | reasoning effort = medium
160.26.141 I slot print_timing: id  0 | task 599 | prompt eval time =    6007.90 ms /  3455 tokens (    1.74 ms per token,   575.10 tokens per second)  [43776 cached]
160.26.141 I slot print_timing: id  0 | task 599 |        eval time =   18727.30 ms /  1084 tokens (   17.28 ms per token,    57.90 tokens per second)
160.26.141 I slot print_timing: id  0 | task 599 | draft acceptance = 0.83118 (  773 accepted /   930 generated)
160.26.141 I slot print_timing: id  0 | task 599 | reasoning effort = medium
175.39.623 I slot print_timing: id  0 | task 601 | prompt eval time =    1635.10 ms /  1006 tokens (    1.63 ms per token,   615.30 tokens per second)
175.39.623 I slot print_timing: id  0 | task 601 |        eval time =   18426.70 ms /   868 tokens (   21.23 ms per token,    47.10 tokens per second)
175.39.623 I slot print_timing: id  0 | task 601 | draft acceptance = 0.47261 (  509 accepted /  1077 generated)
175.39.623 I slot print_timing: id  0 | task 601 | reasoning effort = xhigh
176.13.562 I slot print_timing: id  0 | task 601 | prompt eval time =   27122.90 ms / 21310 tokens (    1.27 ms per token,   785.70 tokens per second)
176.13.562 I slot print_timing: id  0 | task 601 |        eval time =    6807.10 ms /   432 tokens (   15.76 ms per token,    63.50 tokens per second)
176.13.562 I slot print_timing: id  0 | task 601 | draft acceptance = 0.84932 (  310 accepted /   365 generated)
176.13.562 I slot print_timing: id  0 | task 601 | reasoning effort = medium
176.19.937 I slot print_timing: id  0 | task 602 | prompt eval time =    1649.60 ms /   979 tokens (    1.68 ms per token,   593.50 tokens per second)  [21248 cached]
176.19.937 I slot print_timing: id  0 | task 602 |        eval time =    3926.30 ms /   282 tokens (   13.92 ms per token,    71.80 tokens per second)
176.19.937 I slot print_timing: id  0 | task 602 | draft acceptance = 0.99061 (  211 accepted /   213 generated)
176.19.937 I slot print_timing: id  0 | task 602 | reasoning effort = medium
177.10.624 I slot print_timing: id  0 | task 603 | prompt eval time =    2514.10 ms /  1647 tokens (    1.53 ms per token,   655.10 tokens per second)  [22016 cached]
177.10.624 I slot print_timing: id  0 | task 603 |        eval time =   48022.80 ms /  2767 tokens (   17.36 ms per token,    57.60 tokens per second)
177.10.624 I slot print_timing: id  0 | task 603 | draft acceptance = 0.74474 ( 1911 accepted /  2566 generated)
177.10.624 I slot print_timing: id  0 | task 603 | reasoning effort = medium
177.22.304 I slot print_timing: id  0 | task 604 | prompt eval time =    4635.60 ms /  3015 tokens (    1.54 ms per token,   650.40 tokens per second)  [23552 cached]
177.22.304 I slot print_timing: id  0 | task 604 |        eval time =    6777.10 ms /   411 tokens (   16.49 ms per token,    60.60 tokens per second)
177.22.304 I slot print_timing: id  0 | task 604 | draft acceptance = 0.80332 (  290 accepted /   361 generated)
177.22.304 I slot print_timing: id  0 | task 604 | reasoning effort = medium
177.24.528 I slot print_timing: id  0 | task 605 | prompt eval time =    1351.40 ms /   716 tokens (    1.89 ms per token,   529.80 tokens per second)  [26368 cached]
177.24.528 I slot print_timing: id  0 | task 605 |        eval time =     744.90 ms /    50 tokens (   14.90 ms per token,    67.10 tokens per second)
177.24.528 I slot print_timing: id  0 | task 605 | draft acceptance = 1.00000 (   37 accepted /    37 generated)
177.24.528 I slot print_timing: id  0 | task 605 | reasoning effort = medium
177.28.530 I slot print_timing: id  0 | task 606 | prompt eval time =     693.70 ms /   300 tokens (    2.31 ms per token,   432.50 tokens per second)  [26880 cached]
177.28.530 I slot print_timing: id  0 | task 606 |        eval time =    3181.80 ms /   223 tokens (   14.27 ms per token,    70.10 tokens per second)
177.28.530 I slot print_timing: id  0 | task 606 | draft acceptance = 0.98225 (  166 accepted /   169 generated)
177.28.530 I slot print_timing: id  0 | task 606 | reasoning effort = medium
177.31.737 I slot print_timing: id  0 | task 607 | prompt eval time =     819.60 ms /   351 tokens (    2.34 ms per token,   428.30 tokens per second)  [27136 cached]
177.31.737 I slot print_timing: id  0 | task 607 |        eval time =    2249.20 ms /   142 tokens (   15.84 ms per token,    63.10 tokens per second)
177.31.737 I slot print_timing: id  0 | task 607 | draft acceptance = 0.85000 (  102 accepted /   120 generated)
177.31.737 I slot print_timing: id  0 | task 607 | reasoning effort = medium
177.37.581 I slot print_timing: id  0 | task 608 | prompt eval time =     690.60 ms /   293 tokens (    2.36 ms per token,   424.30 tokens per second)  [27392 cached]
177.37.581 I slot print_timing: id  0 | task 608 |        eval time =    5029.50 ms /   344 tokens (   14.62 ms per token,    68.40 tokens per second)
177.37.581 I slot print_timing: id  0 | task 608 | draft acceptance = 0.94424 (  254 accepted /   269 generated)
177.37.581 I slot print_timing: id  0 | task 608 | reasoning effort = medium
177.41.287 I slot print_timing: id  0 | task 609 | prompt eval time =    1027.10 ms /   465 tokens (    2.21 ms per token,   452.70 tokens per second)  [27648 cached]
177.41.287 I slot print_timing: id  0 | task 609 |        eval time =    2543.30 ms /   176 tokens (   14.45 ms per token,    69.20 tokens per second)
177.41.287 I slot print_timing: id  0 | task 609 | draft acceptance = 0.97761 (  131 accepted /   134 generated)
177.41.287 I slot print_timing: id  0 | task 609 | reasoning effort = medium
177.43.756 I slot print_timing: id  0 | task 610 | prompt eval time =    1030.00 ms /   471 tokens (    2.19 ms per token,   457.30 tokens per second)  [27904 cached]
177.43.756 I slot print_timing: id  0 | task 610 |        eval time =    1297.80 ms /    88 tokens (   14.75 ms per token,    67.80 tokens per second)
177.43.756 I slot print_timing: id  0 | task 610 | draft acceptance = 0.97015 (   65 accepted /    67 generated)
177.43.756 I slot print_timing: id  0 | task 610 | reasoning effort = medium
177.55.076 I slot print_timing: id  0 | task 611 | prompt eval time =     843.40 ms /   359 tokens (    2.35 ms per token,   425.60 tokens per second)  [28160 cached]
177.55.076 I slot print_timing: id  0 | task 611 |        eval time =   10349.80 ms /   670 tokens (   15.45 ms per token,    64.70 tokens per second)
177.55.076 I slot print_timing: id  0 | task 611 | draft acceptance = 0.89194 (  487 accepted /   546 generated)
177.55.076 I slot print_timing: id  0 | task 611 | reasoning effort = medium
177.59.727 I slot print_timing: id  0 | task 612 | prompt eval time =    1513.90 ms /   835 tokens (    1.81 ms per token,   551.60 tokens per second)  [28416 cached]
