122.59.722 I slot print_timing: id  0 | task 187 | prompt eval time =    2314.80 ms /  1463 tokens (    1.58 ms per token,   632.00 tokens per second)  [22016 cached]
123.31.493 I slot print_timing: id  0 | task 191 | reasoning effort = medium
123.45.786 I slot print_timing: id  0 | task 192 | prompt eval time =    1400.80 ms /   710 tokens (    1.97 ms per token,   506.90 tokens per second)  [26112 cached]
123.45.786 I slot print_timing: id  0 | task 192 |        eval time =   12657.60 ms /   706 tokens (   17.93 ms per token,    55.80 tokens per second)
123.45.786 I slot print_timing: id  0 | task 192 | draft acceptance = 0.90845 (  516 accepted /   568 generated)
123.45.786 I slot print_timing: id  0 | task 192 | reasoning effort = medium
123.49.060 I slot print_timing: id  0 | task 193 | prompt eval time =    1781.30 ms /   989 tokens (    1.80 ms per token,   555.20 tokens per second)  [26624 cached]
123.49.060 I slot print_timing: id  0 | task 193 |        eval time =    1250.30 ms /    64 tokens (   19.54 ms per token,    51.20 tokens per second)
123.49.060 I slot print_timing: id  0 | task 193 | draft acceptance = 0.77193 (   44 accepted /    57 generated)
123.49.060 I slot print_timing: id  0 | task 193 | reasoning effort = medium
123.53.123 I slot print_timing: id  0 | task 194 | prompt eval time =     970.40 ms /   430 tokens (    2.26 ms per token,   443.10 tokens per second)  [27392 cached]
123.53.123 I slot print_timing: id  0 | task 194 |        eval time =    2340.40 ms /   131 tokens (   17.87 ms per token,    56.00 tokens per second)
123.53.123 I slot print_timing: id  0 | task 194 | draft acceptance = 0.86239 (   94 accepted /   109 generated)
123.53.123 I slot print_timing: id  0 | task 194 | reasoning effort = medium
124.04.914 I slot print_timing: id  0 | task 195 | prompt eval time =    1082.10 ms /   538 tokens (    2.01 ms per token,   497.20 tokens per second)  [27648 cached]
124.04.914 I slot print_timing: id  0 | task 195 |        eval time =   10331.10 ms /   426 tokens (   24.25 ms per token,    41.20 tokens per second)
124.04.914 I slot print_timing: id  0 | task 195 | draft acceptance = 0.54545 (  264 accepted /   484 generated)
124.04.914 I slot print_timing: id  0 | task 195 | reasoning effort = medium
124.27.768 I slot print_timing: id  0 | task 197 | prompt eval time =    1510.00 ms /  1004 tokens (    1.50 ms per token,   664.90 tokens per second)
124.27.768 I slot print_timing: id  0 | task 197 |        eval time =   18933.40 ms /   853 tokens (   22.20 ms per token,    45.10 tokens per second)
124.27.768 I slot print_timing: id  0 | task 197 | draft acceptance = 0.57985 (  541 accepted /   933 generated)
124.27.768 I slot print_timing: id  0 | task 197 | reasoning effort = xhigh
125.04.398 I slot print_timing: id  0 | task 197 | prompt eval time =   27575.60 ms / 21300 tokens (    1.29 ms per token,   772.40 tokens per second)
125.04.398 I slot print_timing: id  0 | task 197 |        eval time =    9039.00 ms /   504 tokens (   17.93 ms per token,    55.80 tokens per second)
125.04.398 I slot print_timing: id  0 | task 197 | draft acceptance = 0.84149 (  361 accepted /   429 generated)
125.04.398 I slot print_timing: id  0 | task 197 | reasoning effort = medium
125.11.200 I slot print_timing: id  0 | task 198 | prompt eval time =    1635.40 ms /  1042 tokens (    1.57 ms per token,   637.20 tokens per second)  [21248 cached]
125.11.200 I slot print_timing: id  0 | task 198 |        eval time =    4210.30 ms /   270 tokens (   15.59 ms per token,    64.10 tokens per second)
125.11.200 I slot print_timing: id  0 | task 198 | draft acceptance = 0.99020 (  202 accepted /   204 generated)
125.11.200 I slot print_timing: id  0 | task 198 | reasoning effort = medium
125.59.917 I slot print_timing: id  0 | task 199 | prompt eval time =    2278.50 ms /  1442 tokens (    1.58 ms per token,   632.90 tokens per second)  [22272 cached]
125.59.917 I slot print_timing: id  0 | task 199 |        eval time =   46146.10 ms /  2309 tokens (   19.99 ms per token,    50.00 tokens per second)
125.59.917 I slot print_timing: id  0 | task 199 | draft acceptance = 0.74231 ( 1593 accepted /  2146 generated)
125.59.917 I slot print_timing: id  0 | task 199 | reasoning effort = medium
126.05.527 I slot print_timing: id  0 | task 200 | prompt eval time =    4395.40 ms /  2571 tokens (    1.71 ms per token,   584.90 tokens per second)  [23552 cached]
126.05.527 I slot print_timing: id  0 | task 200 |        eval time =     959.50 ms /    54 tokens (   17.77 ms per token,    56.30 tokens per second)
126.05.527 I slot print_timing: id  0 | task 200 | draft acceptance = 1.00000 (   40 accepted /    40 generated)
126.05.527 I slot print_timing: id  0 | task 200 | reasoning effort = medium
126.10.522 I slot print_timing: id  0 | task 201 | prompt eval time =     331.40 ms /   111 tokens (    2.99 ms per token,   335.00 tokens per second)  [26112 cached]
126.10.522 I slot print_timing: id  0 | task 201 |        eval time =    4446.50 ms /   235 tokens (   18.92 ms per token,    52.90 tokens per second)
126.10.522 I slot print_timing: id  0 | task 201 | draft acceptance = 0.79327 (  165 accepted /   208 generated)
126.10.522 I slot print_timing: id  0 | task 201 | reasoning effort = medium
126.14.222 I slot print_timing: id  0 | task 202 | prompt eval time =     948.50 ms /   428 tokens (    2.22 ms per token,   451.20 tokens per second)  [26112 cached]
126.14.222 I slot print_timing: id  0 | task 202 |        eval time =    2520.20 ms /   132 tokens (   19.09 ms per token,    52.40 tokens per second)
126.14.222 I slot print_timing: id  0 | task 202 | draft acceptance = 0.77966 (   92 accepted /   118 generated)
126.14.222 I slot print_timing: id  0 | task 202 | reasoning effort = medium
126.21.733 I slot print_timing: id  0 | task 203 | prompt eval time =     866.20 ms /   361 tokens (    2.40 ms per token,   416.80 tokens per second)  [26368 cached]
126.21.733 I slot print_timing: id  0 | task 203 |        eval time =    6420.30 ms /   384 tokens (   16.72 ms per token,    59.80 tokens per second)
126.21.733 I slot print_timing: id  0 | task 203 | draft acceptance = 0.92157 (  282 accepted /   306 generated)
126.21.733 I slot print_timing: id  0 | task 203 | reasoning effort = medium
126.25.941 I slot print_timing: id  0 | task 204 | prompt eval time =    1101.10 ms /   571 tokens (    1.93 ms per token,   518.60 tokens per second)  [26624 cached]
126.25.941 I slot print_timing: id  0 | task 204 |        eval time =    2865.90 ms /   173 tokens (   16.57 ms per token,    60.40 tokens per second)
126.25.941 I slot print_timing: id  0 | task 204 | draft acceptance = 0.92029 (  127 accepted /   138 generated)
126.25.941 I slot print_timing: id  0 | task 204 | reasoning effort = medium
126.28.501 I slot print_timing: id  0 | task 205 | prompt eval time =     740.80 ms /   316 tokens (    2.34 ms per token,   426.60 tokens per second)  [27136 cached]
126.28.501 I slot print_timing: id  0 | task 205 |        eval time =    1565.90 ms /    96 tokens (   16.31 ms per token,    61.30 tokens per second)
126.28.501 I slot print_timing: id  0 | task 205 | draft acceptance = 0.98611 (   71 accepted /    72 generated)
126.28.501 I slot print_timing: id  0 | task 205 | reasoning effort = medium
126.46.213 I slot print_timing: id  0 | task 206 | prompt eval time =     505.30 ms /   212 tokens (    2.38 ms per token,   419.50 tokens per second)  [27392 cached]
126.46.213 I slot print_timing: id  0 | task 206 |        eval time =   16984.00 ms /   999 tokens (   17.00 ms per token,    58.80 tokens per second)
126.46.213 I slot print_timing: id  0 | task 206 | draft acceptance = 0.91500 (  732 accepted /   800 generated)
126.46.213 I slot print_timing: id  0 | task 206 | reasoning effort = medium
127.24.084 I slot print_timing: id  0 | task 207 | prompt eval time =    4676.90 ms /  1257 tokens (    3.72 ms per token,   268.80 tokens per second)  [27392 cached]
127.24.084 I slot print_timing: id  0 | task 207 |        eval time =   32937.20 ms /  1711 tokens (   19.25 ms per token,    51.90 tokens per second)
127.24.084 I slot print_timing: id  0 | task 207 | draft acceptance = 0.80962 ( 1212 accepted /  1497 generated)
127.24.084 I slot print_timing: id  0 | task 207 | reasoning effort = medium
127.30.262 I slot print_timing: id  0 | task 208 | prompt eval time =    3165.20 ms /  1973 tokens (    1.60 ms per token,   623.30 tokens per second)  [28416 cached]
127.30.262 I slot print_timing: id  0 | task 208 |        eval time =    2737.20 ms /   155 tokens (   17.66 ms per token,    56.60 tokens per second)
127.30.262 I slot print_timing: id  0 | task 208 | draft acceptance = 0.91870 (  113 accepted /   123 generated)
127.30.262 I slot print_timing: id  0 | task 208 | reasoning effort = medium
127.48.006 I slot print_timing: id  0 | task 209 | prompt eval time =     969.90 ms /   420 tokens (    2.31 ms per token,   433.10 tokens per second)  [30208 cached]
127.48.006 I slot print_timing: id  0 | task 209 |        eval time =   16504.40 ms /  1027 tokens (   16.07 ms per token,    62.20 tokens per second)
127.48.006 I slot print_timing: id  0 | task 209 | draft acceptance = 0.99483 (  769 accepted /   773 generated)
127.48.006 I slot print_timing: id  0 | task 209 | reasoning effort = medium
127.51.889 I slot print_timing: id  0 | task 210 | prompt eval time =    2187.10 ms /  1275 tokens (    1.72 ms per token,   583.00 tokens per second)  [30464 cached]
127.51.889 I slot print_timing: id  0 | task 210 |        eval time =    1403.80 ms /    82 tokens (   17.12 ms per token,    58.40 tokens per second)
127.51.889 I slot print_timing: id  0 | task 210 | draft acceptance = 0.93750 (   60 accepted /    64 generated)
127.51.889 I slot print_timing: id  0 | task 210 | reasoning effort = medium
127.57.311 I slot print_timing: id  0 | task 211 | prompt eval time =     996.20 ms /   393 tokens (    2.53 ms per token,   394.50 tokens per second)  [31488 cached]
127.57.311 I slot print_timing: id  0 | task 211 |        eval time =    3613.40 ms /   184 tokens (   19.64 ms per token,    50.90 tokens per second)
127.57.311 I slot print_timing: id  0 | task 211 | draft acceptance = 0.75595 (  127 accepted /   168 generated)
127.57.311 I slot print_timing: id  0 | task 211 | reasoning effort = medium
128.02.271 I slot print_timing: id  0 | task 212 | prompt eval time =    1087.80 ms /   471 tokens (    2.31 ms per token,   433.00 tokens per second)  [31744 cached]
128.02.271 I slot print_timing: id  0 | task 212 |        eval time =    3454.30 ms /   193 tokens (   17.90 ms per token,    55.90 tokens per second)
128.02.271 I slot print_timing: id  0 | task 212 | draft acceptance = 0.89744 (  140 accepted /   156 generated)
128.02.271 I slot print_timing: id  0 | task 212 | reasoning effort = medium
128.04.793 I slot print_timing: id  0 | task 213 | prompt eval time =    1077.30 ms /   463 tokens (    2.33 ms per token,   429.80 tokens per second)  [32000 cached]
128.04.793 I slot print_timing: id  0 | task 213 |        eval time =    1175.80 ms /    65 tokens (   18.09 ms per token,    55.30 tokens per second)
128.04.793 I slot print_timing: id  0 | task 213 | draft acceptance = 0.92157 (   47 accepted /    51 generated)
128.04.793 I slot print_timing: id  0 | task 213 | reasoning effort = medium
128.46.703 I slot print_timing: id  0 | task 214 | prompt eval time =    2313.10 ms /  1353 tokens (    1.71 ms per token,   584.90 tokens per second)  [32256 cached]
128.46.703 I slot print_timing: id  0 | task 214 |        eval time =   39328.50 ms /  1750 tokens (   22.47 ms per token,    44.50 tokens per second)
128.46.703 I slot print_timing: id  0 | task 214 | draft acceptance = 0.65406 ( 1159 accepted /  1772 generated)
128.46.703 I slot print_timing: id  0 | task 214 | reasoning effort = medium
128.54.864 I slot print_timing: id  0 | task 215 | prompt eval time =    3379.90 ms /  2027 tokens (    1.67 ms per token,   599.70 tokens per second)  [33536 cached]
128.54.864 I slot print_timing: id  0 | task 215 |        eval time =    4281.30 ms /   221 tokens (   19.37 ms per token,    51.60 tokens per second)
128.54.864 I slot print_timing: id  0 | task 215 | draft acceptance = 0.79082 (  155 accepted /   196 generated)
128.54.864 I slot print_timing: id  0 | task 215 | reasoning effort = medium
129.05.518 I slot print_timing: id  0 | task 216 | prompt eval time =    1564.80 ms /   799 tokens (    1.96 ms per token,   510.60 tokens per second)  [35328 cached]
129.05.518 I slot print_timing: id  0 | task 216 |        eval time =    8590.00 ms /   415 tokens (   20.70 ms per token,    48.30 tokens per second)
129.05.518 I slot print_timing: id  0 | task 216 | draft acceptance = 0.71465 (  283 accepted /   396 generated)
129.05.518 I slot print_timing: id  0 | task 216 | reasoning effort = medium
129.13.341 I slot print_timing: id  0 | task 217 | prompt eval time =    1252.70 ms /   609 tokens (    2.06 ms per token,   486.10 tokens per second)  [36096 cached]
129.13.341 I slot print_timing: id  0 | task 217 |        eval time =    5340.60 ms /   271 tokens (   19.71 ms per token,    50.70 tokens per second)
129.13.341 I slot print_timing: id  0 | task 217 | draft acceptance = 0.76829 (  189 accepted /   246 generated)
129.13.341 I slot print_timing: id  0 | task 217 | reasoning effort = medium
129.42.748 I slot print_timing: id  0 | task 218 | prompt eval time =    1108.70 ms /   464 tokens (    2.39 ms per token,   418.50 tokens per second)  [36608 cached]
129.42.748 I slot print_timing: id  0 | task 218 |        eval time =   27358.00 ms /  1347 tokens (   20.31 ms per token,    49.20 tokens per second)
129.42.748 I slot print_timing: id  0 | task 218 | draft acceptance = 0.76841 (  939 accepted /  1222 generated)
129.42.748 I slot print_timing: id  0 | task 218 | reasoning effort = medium
130.36.558 I slot print_timing: id  0 | task 220 | prompt eval time =    1487.30 ms /   999 tokens (    1.49 ms per token,   671.70 tokens per second)
130.36.558 I slot print_timing: id  0 | task 220 |        eval time =   49776.30 ms /  2165 tokens (   22.99 ms per token,    43.50 tokens per second)
130.36.558 I slot print_timing: id  0 | task 220 | draft acceptance = 0.55174 ( 1349 accepted /  2445 generated)
130.36.558 I slot print_timing: id  0 | task 220 | reasoning effort = xhigh
131.10.958 I slot print_timing: id  0 | task 222 | prompt eval time =   27930.00 ms / 21538 tokens (    1.30 ms per token,   771.10 tokens per second)
131.10.958 I slot print_timing: id  0 | task 222 |        eval time =    6451.90 ms /   373 tokens (   17.30 ms per token,    57.80 tokens per second)
131.10.958 I slot print_timing: id  0 | task 222 | draft acceptance = 0.86495 (  269 accepted /   311 generated)
131.10.958 I slot print_timing: id  0 | task 222 | reasoning effort = medium
131.36.417 I slot print_timing: id  0 | task 223 | prompt eval time =    1440.20 ms /  1004 tokens (    1.43 ms per token,   697.10 tokens per second)
131.36.417 I slot print_timing: id  0 | task 223 |        eval time =   24004.50 ms /  1285 tokens (   18.68 ms per token,    53.50 tokens per second)
131.36.417 I slot print_timing: id  0 | task 223 | draft acceptance = 0.70746 (  873 accepted /  1234 generated)
131.36.417 I slot print_timing: id  0 | task 223 | reasoning effort = xhigh
132.13.217 I slot print_timing: id  0 | task 223 | prompt eval time =   27415.10 ms / 21299 tokens (    1.29 ms per token,   776.90 tokens per second)
132.13.217 I slot print_timing: id  0 | task 223 |        eval time =    9368.10 ms /   543 tokens (   17.25 ms per token,    58.00 tokens per second)
132.13.217 I slot print_timing: id  0 | task 223 | draft acceptance = 0.86726 (  392 accepted /   452 generated)
132.13.217 I slot print_timing: id  0 | task 223 | reasoning effort = medium
132.20.153 I slot print_timing: id  0 | task 224 | prompt eval time =    2022.90 ms /  1224 tokens (    1.65 ms per token,   605.10 tokens per second)  [21504 cached]
132.20.153 I slot print_timing: id  0 | task 224 |        eval time =    4870.90 ms /   279 tokens (   17.46 ms per token,    57.30 tokens per second)
132.20.153 I slot print_timing: id  0 | task 224 | draft acceptance = 0.86266 (  201 accepted /   233 generated)
132.20.153 I slot print_timing: id  0 | task 224 | reasoning effort = medium
132.26.042 I slot print_timing: id  0 | task 225 | prompt eval time =    1719.00 ms /  1080 tokens (    1.59 ms per token,   628.30 tokens per second)  [21248 cached]
132.26.042 I slot print_timing: id  0 | task 225 |        eval time =    4122.40 ms /   270 tokens (   15.27 ms per token,    65.50 tokens per second)
132.26.042 I slot print_timing: id  0 | task 225 | draft acceptance = 0.99020 (  202 accepted /   204 generated)
132.26.042 I slot print_timing: id  0 | task 225 | reasoning effort = medium
132.31.775 I slot print_timing: id  0 | task 226 | prompt eval time =    3968.30 ms /  2515 tokens (    1.58 ms per token,   633.80 tokens per second)  [22528 cached]
132.31.775 I slot print_timing: id  0 | task 226 |        eval time =    1722.80 ms /   104 tokens (   16.57 ms per token,    60.40 tokens per second)
132.31.775 I slot print_timing: id  0 | task 226 | draft acceptance = 0.91566 (   76 accepted /    83 generated)
132.31.775 I slot print_timing: id  0 | task 226 | reasoning effort = medium
134.27.484 I slot print_timing: id  0 | task 227 | prompt eval time =    2379.90 ms /  1480 tokens (    1.61 ms per token,   621.90 tokens per second)  [22272 cached]
134.27.484 I slot print_timing: id  0 | task 227 |        eval time =  113284.20 ms /  6031 tokens (   18.78 ms per token,    53.20 tokens per second)
134.27.484 I slot print_timing: id  0 | task 227 | draft acceptance = 0.81624 ( 4282 accepted /  5246 generated)
134.27.484 I slot print_timing: id  0 | task 227 | reasoning effort = medium
134.33.053 I slot print_timing: id  0 | task 228 | prompt eval time =    1385.40 ms /   739 tokens (    1.87 ms per token,   533.40 tokens per second)  [24832 cached]
134.33.053 I slot print_timing: id  0 | task 228 |        eval time =    4140.10 ms /   264 tokens (   15.68 ms per token,    63.80 tokens per second)
134.33.053 I slot print_timing: id  0 | task 228 | draft acceptance = 0.98995 (  197 accepted /   199 generated)
134.33.053 I slot print_timing: id  0 | task 228 | reasoning effort = medium
135.03.042 I slot print_timing: id  0 | task 229 | prompt eval time =    9508.00 ms /  6391 tokens (    1.49 ms per token,   672.20 tokens per second)  [23552 cached]
135.03.042 I slot print_timing: id  0 | task 229 |        eval time =   20431.70 ms /  1281 tokens (   15.95 ms per token,    62.70 tokens per second)
135.03.042 I slot print_timing: id  0 | task 229 | draft acceptance = 0.96948 (  953 accepted /   983 generated)
135.03.042 I slot print_timing: id  0 | task 229 | reasoning effort = medium
135.55.669 I slot print_timing: id  0 | task 230 | prompt eval time =    2773.30 ms /  1730 tokens (    1.60 ms per token,   623.80 tokens per second)  [25344 cached]
135.55.669 I slot print_timing: id  0 | task 230 |        eval time =   49766.60 ms /  2408 tokens (   20.67 ms per token,    48.40 tokens per second)
135.55.669 I slot print_timing: id  0 | task 230 | draft acceptance = 0.70163 ( 1632 accepted /  2326 generated)
135.55.669 I slot print_timing: id  0 | task 230 | reasoning effort = medium
135.59.495 I slot print_timing: id  0 | task 231 | prompt eval time =    2726.50 ms /  1656 tokens (    1.65 ms per token,   607.40 tokens per second)  [29696 cached]
135.59.495 I slot print_timing: id  0 | task 231 |        eval time =    1052.70 ms /    62 tokens (   16.98 ms per token,    58.90 tokens per second)
135.59.495 I slot print_timing: id  0 | task 231 | draft acceptance = 0.91837 (   45 accepted /    49 generated)
135.59.495 I slot print_timing: id  0 | task 231 | reasoning effort = medium
137.09.370 I slot print_timing: id  0 | task 232 | prompt eval time =    4392.90 ms /  2697 tokens (    1.63 ms per token,   613.90 tokens per second)  [26880 cached]
137.09.370 I slot print_timing: id  0 | task 232 |        eval time =   65438.90 ms /  3355 tokens (   19.50 ms per token,    51.30 tokens per second)
137.09.370 I slot print_timing: id  0 | task 232 | draft acceptance = 0.75454 ( 2327 accepted /  3084 generated)
137.09.370 I slot print_timing: id  0 | task 232 | reasoning effort = medium
137.13.288 I slot print_timing: id  0 | task 233 | prompt eval time =     543.40 ms /   242 tokens (    2.25 ms per token,   445.30 tokens per second)  [31232 cached]
137.13.288 I slot print_timing: id  0 | task 233 |        eval time =    3326.80 ms /   177 tokens (   18.80 ms per token,    53.20 tokens per second)
137.13.288 I slot print_timing: id  0 | task 233 | draft acceptance = 0.78481 (  124 accepted /   158 generated)
137.13.288 I slot print_timing: id  0 | task 233 | reasoning effort = medium
137.24.668 I slot print_timing: id  0 | task 234 | prompt eval time =    5699.60 ms /  3547 tokens (    1.61 ms per token,   622.30 tokens per second)  [29440 cached]
137.24.668 I slot print_timing: id  0 | task 234 |        eval time =    5636.90 ms /   342 tokens (   16.48 ms per token,    60.70 tokens per second)
137.24.668 I slot print_timing: id  0 | task 234 | draft acceptance = 0.95472 (  253 accepted /   265 generated)
137.24.668 I slot print_timing: id  0 | task 234 | reasoning effort = medium
137.27.937 I slot print_timing: id  0 | task 235 | prompt eval time =    1081.30 ms /   535 tokens (    2.02 ms per token,   494.80 tokens per second)  [31232 cached]
137.27.937 I slot print_timing: id  0 | task 235 |        eval time =    2144.00 ms /   117 tokens (   18.32 ms per token,    54.60 tokens per second)
137.27.937 I slot print_timing: id  0 | task 235 | draft acceptance = 0.83838 (   83 accepted /    99 generated)
137.27.937 I slot print_timing: id  0 | task 235 | reasoning effort = medium
137.31.970 I slot print_timing: id  0 | task 236 | prompt eval time =    1367.30 ms /   642 tokens (    2.13 ms per token,   469.50 tokens per second)  [32768 cached]
137.31.970 I slot print_timing: id  0 | task 236 |        eval time =    2622.30 ms /   163 tokens (   16.09 ms per token,    62.20 tokens per second)
137.31.970 I slot print_timing: id  0 | task 236 | draft acceptance = 0.97581 (  121 accepted /   124 generated)
137.31.970 I slot print_timing: id  0 | task 236 | reasoning effort = medium
137.38.857 I slot print_timing: id  0 | task 237 | prompt eval time =    2187.10 ms /  1275 tokens (    1.72 ms per token,   583.00 tokens per second)  [31744 cached]
137.38.857 I slot print_timing: id  0 | task 237 |        eval time =    4657.20 ms /   228 tokens (   20.43 ms per token,    49.00 tokens per second)
137.38.857 I slot print_timing: id  0 | task 237 | draft acceptance = 0.71101 (  155 accepted /   218 generated)
137.38.857 I slot print_timing: id  0 | task 237 | reasoning effort = medium
137.44.603 I slot print_timing: id  0 | task 238 | prompt eval time =     924.00 ms /   376 tokens (    2.46 ms per token,   406.90 tokens per second)  [33280 cached]
137.44.603 I slot print_timing: id  0 | task 238 |        eval time =    4776.20 ms /   291 tokens (   16.41 ms per token,    60.90 tokens per second)
137.44.603 I slot print_timing: id  0 | task 238 | draft acceptance = 0.94298 (  215 accepted /   228 generated)
137.44.603 I slot print_timing: id  0 | task 238 | reasoning effort = medium
138.38.843 I slot print_timing: id  0 | task 239 | prompt eval time =    1634.00 ms /   770 tokens (    2.12 ms per token,   471.20 tokens per second)  [32768 cached]
138.38.843 I slot print_timing: id  0 | task 239 |        eval time =   52563.70 ms /  2337 tokens (   22.49 ms per token,    44.50 tokens per second)
138.38.843 I slot print_timing: id  0 | task 239 | draft acceptance = 0.61742 ( 1517 accepted /  2457 generated)
138.38.843 I slot print_timing: id  0 | task 239 | reasoning effort = medium
138.51.965 I slot print_timing: id  0 | task 240 | prompt eval time =    1117.40 ms /   490 tokens (    2.28 ms per token,   438.50 tokens per second)  [33536 cached]
138.51.965 I slot print_timing: id  0 | task 240 |        eval time =   11958.70 ms /   668 tokens (   17.90 ms per token,    55.90 tokens per second)
138.51.965 I slot print_timing: id  0 | task 240 | draft acceptance = 0.86691 (  482 accepted /   556 generated)
138.51.965 I slot print_timing: id  0 | task 240 | reasoning effort = medium
139.02.490 I slot print_timing: id  0 | task 241 | prompt eval time =    4625.00 ms /  2726 tokens (    1.70 ms per token,   589.40 tokens per second)  [33536 cached]
139.02.490 I slot print_timing: id  0 | task 241 |        eval time =    5844.70 ms /   297 tokens (   19.68 ms per token,    50.80 tokens per second)
139.02.490 I slot print_timing: id  0 | task 241 | draft acceptance = 0.75458 (  206 accepted /   273 generated)
139.02.490 I slot print_timing: id  0 | task 241 | reasoning effort = medium
139.08.646 I slot print_timing: id  0 | task 242 | prompt eval time =    1852.20 ms /  1058 tokens (    1.75 ms per token,   571.20 tokens per second)  [33792 cached]
139.08.646 I slot print_timing: id  0 | task 242 |        eval time =    4258.60 ms /   257 tokens (   16.57 ms per token,    60.30 tokens per second)
139.08.646 I slot print_timing: id  0 | task 242 | draft acceptance = 0.96954 (  191 accepted /   197 generated)
139.08.646 I slot print_timing: id  0 | task 242 | reasoning effort = medium
139.58.240 I slot print_timing: id  0 | task 243 | prompt eval time =    1400.90 ms /   647 tokens (    2.17 ms per token,   461.80 tokens per second)  [36096 cached]
139.58.240 I slot print_timing: id  0 | task 243 |        eval time =   48143.40 ms /  2314 tokens (   20.81 ms per token,    48.10 tokens per second)
139.58.240 I slot print_timing: id  0 | task 243 | draft acceptance = 0.71962 ( 1581 accepted /  2197 generated)
139.58.240 I slot print_timing: id  0 | task 243 | reasoning effort = medium
140.04.642 I slot print_timing: id  0 | task 245 | prompt eval time =     925.10 ms /   370 tokens (    2.50 ms per token,   400.00 tokens per second)  [34816 cached]
140.04.642 I slot print_timing: id  0 | task 245 |        eval time =    5386.10 ms /   231 tokens (   23.32 ms per token,    42.90 tokens per second)
140.04.642 I slot print_timing: id  0 | task 245 | draft acceptance = 0.62241 (  150 accepted /   241 generated)
140.04.642 I slot print_timing: id  0 | task 245 | reasoning effort = medium
141.11.955 I slot print_timing: id  0 | task 246 | prompt eval time =    1473.30 ms /   999 tokens (    1.47 ms per token,   678.10 tokens per second)
141.11.955 I slot print_timing: id  0 | task 246 |        eval time =   65823.40 ms /  2819 tokens (   23.35 ms per token,    42.80 tokens per second)
141.11.955 I slot print_timing: id  0 | task 246 | draft acceptance = 0.52875 ( 1729 accepted /  3270 generated)
141.11.955 I slot print_timing: id  0 | task 246 | reasoning effort = xhigh
141.48.171 I slot print_timing: id  0 | task 246 | prompt eval time =   28100.30 ms / 21541 tokens (    1.30 ms per token,   766.60 tokens per second)
141.48.171 I slot print_timing: id  0 | task 246 |        eval time =    8099.00 ms /   458 tokens (   17.68 ms per token,    56.60 tokens per second)
141.48.171 I slot print_timing: id  0 | task 246 | draft acceptance = 0.84319 (  328 accepted /   389 generated)
141.48.171 I slot print_timing: id  0 | task 246 | reasoning effort = medium
142.03.565 I slot print_timing: id  0 | task 246 | prompt eval time =    1016.10 ms /   428 tokens (    2.37 ms per token,   421.20 tokens per second)  [35072 cached]
142.03.565 I slot print_timing: id  0 | task 246 |        eval time =   14335.10 ms /   837 tokens (   17.13 ms per token,    58.40 tokens per second)
142.03.565 I slot print_timing: id  0 | task 246 | draft acceptance = 0.92054 (  614 accepted /   667 generated)
142.03.565 I slot print_timing: id  0 | task 246 | reasoning effort = medium
142.10.244 I slot print_timing: id  0 | task 247 | prompt eval time =    2174.20 ms /  1217 tokens (    1.79 ms per token,   559.80 tokens per second)  [35328 cached]
