12.50.529 I slot print_timing: id  0 | task 1 | prompt eval time =   47542.50 ms / 31721 tokens (    1.50 ms per token,   667.20 tokens per second)
41.40.573 I slot print_timing: id  0 | task 9 | reasoning effort = medium
41.43.275 I slot print_timing: id  0 | task 10 | prompt eval time =    1208.50 ms /   439 tokens (    2.75 ms per token,   363.30 tokens per second)  [67840 cached]
41.43.275 I slot print_timing: id  0 | task 10 |        eval time =    1182.90 ms /    65 tokens (   18.20 ms per token,    54.90 tokens per second)
41.43.275 I slot print_timing: id  0 | task 10 | draft acceptance = 0.96000 (   48 accepted /    50 generated)
41.43.275 I slot print_timing: id  0 | task 10 | reasoning effort = medium
48.11.745 I slot print_timing: id  0 | task 11 | prompt eval time =    4436.40 ms /  2001 tokens (    2.22 ms per token,   451.00 tokens per second)  [68096 cached]
48.11.745 I slot print_timing: id  0 | task 11 |        eval time =  383737.90 ms / 16236 tokens (   23.64 ms per token,    42.30 tokens per second)
48.11.745 I slot print_timing: id  0 | task 11 | draft acceptance = 0.66519 (10816 accepted / 16260 generated)
48.11.745 I slot print_timing: id  0 | task 11 | reasoning effort = medium
48.57.359 I slot print_timing: id  0 | task 12 | prompt eval time =   36770.80 ms / 17643 tokens (    2.08 ms per token,   479.80 tokens per second)  [69888 cached]
48.57.359 I slot print_timing: id  0 | task 12 |        eval time =    4808.20 ms /   233 tokens (   20.64 ms per token,    48.50 tokens per second)
48.57.359 I slot print_timing: id  0 | task 12 | draft acceptance = 0.83417 (  166 accepted /   199 generated)
48.57.359 I slot print_timing: id  0 | task 12 | reasoning effort = medium
52.04.174 I slot print_timing: id  0 | task 13 | prompt eval time =    1758.40 ms /   527 tokens (    3.34 ms per token,   299.70 tokens per second)  [87296 cached]
52.04.174 I slot print_timing: id  0 | task 13 |        eval time =  184582.90 ms /  9928 tokens (   18.59 ms per token,    53.80 tokens per second)
52.04.174 I slot print_timing: id  0 | task 13 | draft acceptance = 0.96776 ( 7384 accepted /  7630 generated)
52.04.174 I slot print_timing: id  0 | task 13 | reasoning effort = medium
52.51.367 I slot print_timing: id  0 | task 14 | prompt eval time =   24495.40 ms / 10689 tokens (    2.29 ms per token,   436.40 tokens per second)  [87808 cached]
52.51.367 I slot print_timing: id  0 | task 14 |        eval time =   22295.50 ms /  1007 tokens (   22.14 ms per token,    45.20 tokens per second)
52.51.367 I slot print_timing: id  0 | task 14 | draft acceptance = 0.78731 (  707 accepted /   898 generated)
52.51.367 I slot print_timing: id  0 | task 14 | reasoning effort = medium
53.06.918 I slot print_timing: id  0 | task 15 | prompt eval time =    3813.30 ms /  1483 tokens (    2.57 ms per token,   388.90 tokens per second)  [98304 cached]
53.06.918 I slot print_timing: id  0 | task 15 |        eval time =   10986.50 ms /   536 tokens (   20.50 ms per token,    48.80 tokens per second)
53.06.918 I slot print_timing: id  0 | task 15 | draft acceptance = 0.87783 (  388 accepted /   442 generated)
53.06.918 I slot print_timing: id  0 | task 15 | reasoning effort = medium
54.00.495 I slot print_timing: id  0 | task 16 | prompt eval time =    2366.10 ms /   859 tokens (    2.75 ms per token,   363.10 tokens per second)  [99584 cached]
54.00.495 I slot print_timing: id  0 | task 16 |        eval time =   44880.10 ms /  1909 tokens (   23.51 ms per token,    42.50 tokens per second)
54.00.495 I slot print_timing: id  0 | task 16 | draft acceptance = 0.72370 ( 1307 accepted /  1806 generated)
54.00.495 I slot print_timing: id  0 | task 16 | reasoning effort = medium
54.18.101 I slot print_timing: id  0 | task 17 | prompt eval time =    5610.70 ms /  2269 tokens (    2.47 ms per token,   404.40 tokens per second)  [100352 cached]
54.18.101 I slot print_timing: id  0 | task 17 |        eval time =   11435.70 ms /   576 tokens (   19.85 ms per token,    50.40 tokens per second)
54.18.101 I slot print_timing: id  0 | task 17 | draft acceptance = 0.92358 (  423 accepted /   458 generated)
54.18.101 I slot print_timing: id  0 | task 17 | reasoning effort = medium
54.22.856 I slot print_timing: id  0 | task 18 | prompt eval time =    2400.00 ms /   879 tokens (    2.73 ms per token,   366.30 tokens per second)  [102400 cached]
54.22.856 I slot print_timing: id  0 | task 18 |        eval time =    1933.00 ms /    97 tokens (   19.93 ms per token,    50.20 tokens per second)
54.22.856 I slot print_timing: id  0 | task 18 | draft acceptance = 0.94667 (   71 accepted /    75 generated)
54.22.856 I slot print_timing: id  0 | task 18 | reasoning effort = medium
56.36.822 I slot print_timing: id  0 | task 19 | prompt eval time =    1561.20 ms /   517 tokens (    3.02 ms per token,   331.20 tokens per second)  [103168 cached]
56.36.822 I slot print_timing: id  0 | task 19 |        eval time =  130255.20 ms /  5228 tokens (   24.91 ms per token,    40.10 tokens per second)
56.36.822 I slot print_timing: id  0 | task 19 | draft acceptance = 0.68783 ( 3521 accepted /  5119 generated)
56.36.822 I slot print_timing: id  0 | task 19 | reasoning effort = medium
56.51.895 I slot print_timing: id  0 | task 20 | prompt eval time =   12866.10 ms /  5243 tokens (    2.45 ms per token,   407.50 tokens per second)  [103680 cached]
56.51.895 I slot print_timing: id  0 | task 20 |        eval time =    1806.00 ms /    98 tokens (   18.43 ms per token,    54.30 tokens per second)
56.51.895 I slot print_timing: id  0 | task 20 | draft acceptance = 0.97333 (   73 accepted /    75 generated)
56.51.895 I slot print_timing: id  0 | task 20 | reasoning effort = medium
58.20.063 I slot print_timing: id  0 | task 21 | prompt eval time =    4447.70 ms /   721 tokens (    6.17 ms per token,   162.10 tokens per second)  [108800 cached]
58.20.063 I slot print_timing: id  0 | task 21 |        eval time =   81575.00 ms /  3480 tokens (   23.44 ms per token,    42.70 tokens per second)
58.20.063 I slot print_timing: id  0 | task 21 | draft acceptance = 0.70465 ( 2362 accepted /  3352 generated)
58.20.063 I slot print_timing: id  0 | task 21 | reasoning effort = medium
58.32.066 I slot print_timing: id  0 | task 22 | prompt eval time =    9770.70 ms /  3801 tokens (    2.57 ms per token,   389.00 tokens per second)  [109312 cached]
58.32.066 I slot print_timing: id  0 | task 22 |        eval time =    1766.50 ms /    94 tokens (   18.79 ms per token,    53.20 tokens per second)
58.32.066 I slot print_timing: id  0 | task 22 | draft acceptance = 0.98592 (   70 accepted /    71 generated)
58.32.066 I slot print_timing: id  0 | task 22 | reasoning effort = medium
60.18.535 I slot print_timing: id  0 | task 23 | prompt eval time =    1517.20 ms /   427 tokens (    3.55 ms per token,   281.40 tokens per second)  [112896 cached]
60.18.535 I slot print_timing: id  0 | task 23 |        eval time =  102696.90 ms /  4345 tokens (   23.64 ms per token,    42.30 tokens per second)
60.18.535 I slot print_timing: id  0 | task 23 | draft acceptance = 0.70914 ( 2955 accepted /  4167 generated)
60.18.535 I slot print_timing: id  0 | task 23 | reasoning effort = medium
60.33.481 I slot print_timing: id  0 | task 24 | prompt eval time =   11819.00 ms /  4525 tokens (    2.61 ms per token,   382.90 tokens per second)  [113152 cached]
60.33.481 I slot print_timing: id  0 | task 24 |        eval time =    2715.50 ms /   143 tokens (   18.99 ms per token,    52.70 tokens per second)
60.33.481 I slot print_timing: id  0 | task 24 | draft acceptance = 0.95495 (  106 accepted /   111 generated)
60.33.481 I slot print_timing: id  0 | task 24 | reasoning effort = medium
60.39.384 I slot print_timing: id  0 | task 25 | prompt eval time =    1475.40 ms /   397 tokens (    3.72 ms per token,   269.10 tokens per second)  [117504 cached]
60.39.384 I slot print_timing: id  0 | task 25 |        eval time =    4014.40 ms /   214 tokens (   18.76 ms per token,    53.30 tokens per second)
60.39.384 I slot print_timing: id  0 | task 25 | draft acceptance = 0.97546 (  159 accepted /   163 generated)
60.39.384 I slot print_timing: id  0 | task 25 | reasoning effort = medium
60.46.560 I slot print_timing: id  0 | task 26 | prompt eval time =    1498.70 ms /   436 tokens (    3.44 ms per token,   290.90 tokens per second)  [117760 cached]
60.46.560 I slot print_timing: id  0 | task 26 |        eval time =    5265.90 ms /   286 tokens (   18.41 ms per token,    54.30 tokens per second)
60.46.560 I slot print_timing: id  0 | task 26 | draft acceptance = 0.99074 (  214 accepted /   216 generated)
60.46.560 I slot print_timing: id  0 | task 26 | reasoning effort = medium
60.51.337 I slot print_timing: id  0 | task 27 | prompt eval time =    1679.70 ms /   547 tokens (    3.07 ms per token,   325.70 tokens per second)  [118016 cached]
60.51.337 I slot print_timing: id  0 | task 27 |        eval time =    2689.90 ms /   146 tokens (   18.42 ms per token,    54.30 tokens per second)
60.51.337 I slot print_timing: id  0 | task 27 | draft acceptance = 1.00000 (  109 accepted /   109 generated)
60.51.337 I slot print_timing: id  0 | task 27 | reasoning effort = medium
60.56.812 I slot print_timing: id  0 | task 28 | prompt eval time =    1220.80 ms /   262 tokens (    4.66 ms per token,   214.60 tokens per second)  [118528 cached]
60.56.812 I slot print_timing: id  0 | task 28 |        eval time =    3846.60 ms /   193 tokens (   19.93 ms per token,    50.20 tokens per second)
60.56.812 I slot print_timing: id  0 | task 28 | draft acceptance = 0.90385 (  141 accepted /   156 generated)
60.56.812 I slot print_timing: id  0 | task 28 | reasoning effort = medium
61.11.053 I slot print_timing: id  0 | task 29 | prompt eval time =    1478.80 ms /   392 tokens (    3.77 ms per token,   265.10 tokens per second)  [118784 cached]
61.11.053 I slot print_timing: id  0 | task 29 |        eval time =   10802.40 ms /   446 tokens (   24.22 ms per token,    41.30 tokens per second)
61.11.053 I slot print_timing: id  0 | task 29 | draft acceptance = 0.73798 (  307 accepted /   416 generated)
61.11.053 I slot print_timing: id  0 | task 29 | reasoning effort = medium
61.22.724 I slot print_timing: id  0 | task 30 | prompt eval time =    2118.10 ms /   625 tokens (    3.39 ms per token,   295.10 tokens per second)  [119040 cached]
61.22.724 I slot print_timing: id  0 | task 30 |        eval time =    8917.00 ms /   403 tokens (   22.13 ms per token,    45.20 tokens per second)
61.22.724 I slot print_timing: id  0 | task 30 | draft acceptance = 0.84211 (  288 accepted /   342 generated)
61.22.724 I slot print_timing: id  0 | task 30 | reasoning effort = medium
61.27.797 I slot print_timing: id  0 | task 31 | prompt eval time =    1883.30 ms /   592 tokens (    3.18 ms per token,   314.30 tokens per second)  [119552 cached]
61.27.797 I slot print_timing: id  0 | task 31 |        eval time =    2653.20 ms /   122 tokens (   21.75 ms per token,    46.00 tokens per second)
61.27.797 I slot print_timing: id  0 | task 31 | draft acceptance = 0.88889 (   88 accepted /    99 generated)
61.27.797 I slot print_timing: id  0 | task 31 | reasoning effort = medium
61.38.550 I slot print_timing: id  0 | task 32 | prompt eval time =    1289.20 ms /   258 tokens (    5.00 ms per token,   200.10 tokens per second)  [120064 cached]
61.38.550 I slot print_timing: id  0 | task 32 |        eval time =    1793.20 ms /    81 tokens (   22.14 ms per token,    45.20 tokens per second)
61.38.550 I slot print_timing: id  0 | task 32 | draft acceptance = 0.84058 (   58 accepted /    69 generated)
61.38.550 I slot print_timing: id  0 | task 32 | reasoning effort = medium
61.48.377 I slot print_timing: id  0 | task 33 | prompt eval time =     690.00 ms /   173 tokens (    3.99 ms per token,   250.70 tokens per second)  [120320 cached]
61.48.377 I slot print_timing: id  0 | task 33 |        eval time =    8460.10 ms /   317 tokens (   26.69 ms per token,    37.50 tokens per second)
61.48.377 I slot print_timing: id  0 | task 33 | draft acceptance = 0.64907 (  209 accepted /   322 generated)
61.48.377 I slot print_timing: id  0 | task 33 | reasoning effort = medium
61.55.118 I slot print_timing: id  0 | task 34 | prompt eval time =    1888.70 ms /   578 tokens (    3.27 ms per token,   306.00 tokens per second)  [120320 cached]
61.55.118 I slot print_timing: id  0 | task 34 |        eval time =    4157.90 ms /   160 tokens (   25.99 ms per token,    38.50 tokens per second)
61.55.118 I slot print_timing: id  0 | task 34 | draft acceptance = 0.68590 (  107 accepted /   156 generated)
61.55.118 I slot print_timing: id  0 | task 34 | reasoning effort = medium
62.04.313 I slot print_timing: id  0 | task 35 | prompt eval time =    1521.60 ms /   438 tokens (    3.47 ms per token,   287.90 tokens per second)  [120832 cached]
62.04.313 I slot print_timing: id  0 | task 35 |        eval time =    7167.70 ms /   276 tokens (   25.97 ms per token,    38.50 tokens per second)
62.04.313 I slot print_timing: id  0 | task 35 | draft acceptance = 0.65827 (  183 accepted /   278 generated)
62.04.313 I slot print_timing: id  0 | task 35 | reasoning effort = medium
63.08.458 I slot print_timing: id  0 | task 36 | prompt eval time =    1696.30 ms /   506 tokens (    3.35 ms per token,   298.30 tokens per second)  [121088 cached]
63.08.458 I slot print_timing: id  0 | task 36 |        eval time =   61878.20 ms /  2724 tokens (   22.72 ms per token,    44.00 tokens per second)
63.08.458 I slot print_timing: id  0 | task 36 | draft acceptance = 0.81458 ( 1933 accepted /  2373 generated)
63.08.458 I slot print_timing: id  0 | task 36 | reasoning effort = medium
63.40.421 I slot print_timing: id  0 | task 37 | prompt eval time =    7979.40 ms /  2931 tokens (    2.72 ms per token,   367.30 tokens per second)  [121344 cached]
63.40.421 I slot print_timing: id  0 | task 37 |        eval time =   23549.20 ms /   940 tokens (   25.05 ms per token,    39.90 tokens per second)
63.40.421 I slot print_timing: id  0 | task 37 | draft acceptance = 0.70921 (  639 accepted /   901 generated)
63.40.421 I slot print_timing: id  0 | task 37 | reasoning effort = medium
