184.32.046 I slot print_timing: id  0 | task 303 | prompt eval time =    2021.40 ms /   999 tokens (    2.02 ms per token,   494.20 tokens per second)
190.54.171 I slot print_timing: id  0 | task 323 | prompt eval time =    1742.30 ms /  1058 tokens (    1.65 ms per token,   607.20 tokens per second)  [20992 cached]
190.54.171 I slot print_timing: id  0 | task 323 |        eval time =    4307.10 ms /   275 tokens (   15.66 ms per token,    63.80 tokens per second)
190.54.171 I slot print_timing: id  0 | task 323 | draft acceptance = 0.98558 (  205 accepted /   208 generated)
190.54.171 I slot print_timing: id  0 | task 323 | reasoning effort = medium
191.38.106 I slot print_timing: id  0 | task 324 | prompt eval time =    2324.90 ms /  1463 tokens (    1.59 ms per token,   629.30 tokens per second)  [22016 cached]
191.38.106 I slot print_timing: id  0 | task 324 |        eval time =   41303.10 ms /  2149 tokens (   19.22 ms per token,    52.00 tokens per second)
191.38.106 I slot print_timing: id  0 | task 324 | draft acceptance = 0.76108 ( 1494 accepted /  1963 generated)
191.38.106 I slot print_timing: id  0 | task 324 | reasoning effort = medium
191.47.845 I slot print_timing: id  0 | task 325 | prompt eval time =    3910.30 ms /  2465 tokens (    1.59 ms per token,   630.40 tokens per second)  [23296 cached]
191.47.845 I slot print_timing: id  0 | task 325 |        eval time =    5585.20 ms /   349 tokens (   16.00 ms per token,    62.50 tokens per second)
191.47.845 I slot print_timing: id  0 | task 325 | draft acceptance = 0.95926 (  259 accepted /   270 generated)
191.47.845 I slot print_timing: id  0 | task 325 | reasoning effort = medium
191.52.106 I slot print_timing: id  0 | task 326 | prompt eval time =    1149.60 ms /   593 tokens (    1.94 ms per token,   515.80 tokens per second)  [25600 cached]
191.52.106 I slot print_timing: id  0 | task 326 |        eval time =    2878.90 ms /   175 tokens (   16.45 ms per token,    60.80 tokens per second)
191.52.106 I slot print_timing: id  0 | task 326 | draft acceptance = 0.95556 (  129 accepted /   135 generated)
191.52.106 I slot print_timing: id  0 | task 326 | reasoning effort = medium
192.00.198 I slot print_timing: id  0 | task 327 | prompt eval time =     817.50 ms /   341 tokens (    2.40 ms per token,   417.20 tokens per second)  [26112 cached]
192.00.198 I slot print_timing: id  0 | task 327 |        eval time =    7041.00 ms /   436 tokens (   16.15 ms per token,    61.90 tokens per second)
192.00.198 I slot print_timing: id  0 | task 327 | draft acceptance = 0.94152 (  322 accepted /   342 generated)
192.00.198 I slot print_timing: id  0 | task 327 | reasoning effort = medium
192.09.415 I slot print_timing: id  0 | task 328 | prompt eval time =    1188.30 ms /   602 tokens (    1.97 ms per token,   506.60 tokens per second)  [26368 cached]
192.09.415 I slot print_timing: id  0 | task 328 |        eval time =    7792.60 ms /   470 tokens (   16.58 ms per token,    60.30 tokens per second)
192.09.415 I slot print_timing: id  0 | task 328 | draft acceptance = 0.92742 (  345 accepted /   372 generated)
192.09.415 I slot print_timing: id  0 | task 328 | reasoning effort = medium
192.24.796 I slot print_timing: id  0 | task 329 | prompt eval time =    1314.10 ms /   648 tokens (    2.03 ms per token,   493.10 tokens per second)  [26880 cached]
192.24.796 I slot print_timing: id  0 | task 329 |        eval time =   13824.90 ms /   833 tokens (   16.60 ms per token,    60.30 tokens per second)
192.24.796 I slot print_timing: id  0 | task 329 | draft acceptance = 0.91592 (  610 accepted /   666 generated)
192.24.796 I slot print_timing: id  0 | task 329 | reasoning effort = medium
192.27.851 I slot print_timing: id  0 | task 330 | prompt eval time =    1756.90 ms /  1054 tokens (    1.67 ms per token,   599.90 tokens per second)  [27392 cached]
192.27.851 I slot print_timing: id  0 | task 330 |        eval time =    1054.30 ms /    60 tokens (   17.57 ms per token,    56.90 tokens per second)
192.27.851 I slot print_timing: id  0 | task 330 | draft acceptance = 0.87755 (   43 accepted /    49 generated)
192.27.851 I slot print_timing: id  0 | task 330 | reasoning effort = medium
192.31.430 I slot print_timing: id  0 | task 331 | prompt eval time =     515.70 ms /   235 tokens (    2.19 ms per token,   455.70 tokens per second)  [28416 cached]
192.31.430 I slot print_timing: id  0 | task 331 |        eval time =    2328.10 ms /   133 tokens (   17.50 ms per token,    57.10 tokens per second)
192.31.430 I slot print_timing: id  0 | task 331 | draft acceptance = 0.86486 (   96 accepted /   111 generated)
192.31.430 I slot print_timing: id  0 | task 331 | reasoning effort = medium
192.44.351 I slot print_timing: id  0 | task 332 | prompt eval time =    1207.70 ms /   601 tokens (    2.01 ms per token,   497.60 tokens per second)  [28416 cached]
192.44.351 I slot print_timing: id  0 | task 332 |        eval time =   11326.60 ms /   537 tokens (   21.09 ms per token,    47.40 tokens per second)
192.44.351 I slot print_timing: id  0 | task 332 | draft acceptance = 0.67608 (  359 accepted /   531 generated)
192.44.351 I slot print_timing: id  0 | task 332 | reasoning effort = medium
193.18.285 I slot print_timing: id  0 | task 334 | prompt eval time =    1631.90 ms /   956 tokens (    1.71 ms per token,   585.80 tokens per second)
193.18.285 I slot print_timing: id  0 | task 334 |        eval time =   11375.70 ms /   507 tokens (   22.44 ms per token,    44.60 tokens per second)
193.18.285 I slot print_timing: id  0 | task 334 | draft acceptance = 0.53333 (  312 accepted /   585 generated)
193.18.285 I slot print_timing: id  0 | task 334 | reasoning effort = xhigh
193.49.926 I slot print_timing: id  0 | task 334 | prompt eval time =   27775.40 ms / 21500 tokens (    1.29 ms per token,   774.10 tokens per second)
193.49.926 I slot print_timing: id  0 | task 334 |        eval time =    3850.70 ms /   201 tokens (   19.16 ms per token,    52.20 tokens per second)
193.49.926 I slot print_timing: id  0 | task 334 | draft acceptance = 0.77778 (  140 accepted /   180 generated)
193.49.926 I slot print_timing: id  0 | task 334 | reasoning effort = medium
193.55.537 I slot print_timing: id  0 | task 335 | prompt eval time =    2121.60 ms /  1354 tokens (    1.57 ms per token,   638.20 tokens per second)  [21248 cached]
193.55.537 I slot print_timing: id  0 | task 335 |        eval time =    3283.50 ms /   164 tokens (   20.02 ms per token,    49.90 tokens per second)
193.55.537 I slot print_timing: id  0 | task 335 | draft acceptance = 0.71154 (  111 accepted /   156 generated)
193.55.537 I slot print_timing: id  0 | task 335 | reasoning effort = medium
194.02.294 I slot print_timing: id  0 | task 336 | prompt eval time =    3961.10 ms /  2317 tokens (    1.71 ms per token,   584.90 tokens per second)  [22528 cached]
194.02.294 I slot print_timing: id  0 | task 336 |        eval time =    2596.10 ms /   152 tokens (   17.08 ms per token,    58.60 tokens per second)
194.02.294 I slot print_timing: id  0 | task 336 | draft acceptance = 0.89431 (  110 accepted /   123 generated)
194.02.294 I slot print_timing: id  0 | task 336 | reasoning effort = medium
194.05.437 I slot print_timing: id  0 | task 337 | prompt eval time =    1310.80 ms /   770 tokens (    1.70 ms per token,   587.40 tokens per second)  [24832 cached]
194.05.437 I slot print_timing: id  0 | task 337 |        eval time =     931.80 ms /    56 tokens (   16.64 ms per token,    60.10 tokens per second)
194.05.437 I slot print_timing: id  0 | task 337 | draft acceptance = 0.93182 (   41 accepted /    44 generated)
194.05.437 I slot print_timing: id  0 | task 337 | reasoning effort = medium
196.29.995 I slot print_timing: id  0 | task 338 | prompt eval time =     865.20 ms /   366 tokens (    2.36 ms per token,   423.00 tokens per second)  [25600 cached]
196.29.995 I slot print_timing: id  0 | task 338 |        eval time =  143455.10 ms /  6384 tokens (   22.47 ms per token,    44.50 tokens per second)
196.29.995 I slot print_timing: id  0 | task 338 | draft acceptance = 0.61371 ( 4137 accepted /  6741 generated)
196.29.995 I slot print_timing: id  0 | task 338 | reasoning effort = medium
198.16.469 I slot print_timing: id  0 | task 339 | prompt eval time =   12174.30 ms /  7986 tokens (    1.52 ms per token,   656.00 tokens per second)  [25856 cached]
198.16.469 I slot print_timing: id  0 | task 339 |        eval time =   93410.10 ms /  4129 tokens (   22.62 ms per token,    44.20 tokens per second)
198.16.469 I slot print_timing: id  0 | task 339 | draft acceptance = 0.62075 ( 2686 accepted /  4327 generated)
198.16.469 I slot print_timing: id  0 | task 339 | reasoning effort = medium
200.10.171 I slot print_timing: id  0 | task 340 | prompt eval time =    7605.80 ms /  4590 tokens (    1.66 ms per token,   603.50 tokens per second)  [33792 cached]
200.10.171 I slot print_timing: id  0 | task 340 |        eval time =  105653.00 ms /  5175 tokens (   20.42 ms per token,    49.00 tokens per second)
200.10.171 I slot print_timing: id  0 | task 340 | draft acceptance = 0.74293 ( 3572 accepted /  4808 generated)
200.10.171 I slot print_timing: id  0 | task 340 | reasoning effort = medium
200.34.138 I slot print_timing: id  0 | task 341 | prompt eval time =    9229.10 ms /  5481 tokens (    1.68 ms per token,   593.90 tokens per second)  [38144 cached]
200.34.138 I slot print_timing: id  0 | task 341 |        eval time =   14376.00 ms /   686 tokens (   20.96 ms per token,    47.70 tokens per second)
200.34.138 I slot print_timing: id  0 | task 341 | draft acceptance = 0.72265 (  469 accepted /   649 generated)
200.34.138 I slot print_timing: id  0 | task 341 | reasoning effort = medium
201.18.260 I slot print_timing: id  0 | task 342 | prompt eval time =    1780.60 ms /  1025 tokens (    1.74 ms per token,   575.60 tokens per second)  [43520 cached]
201.18.260 I slot print_timing: id  0 | task 342 |        eval time =   41154.80 ms /  2027 tokens (   20.30 ms per token,    49.30 tokens per second)
201.18.260 I slot print_timing: id  0 | task 342 | draft acceptance = 0.76477 ( 1411 accepted /  1845 generated)
201.18.260 I slot print_timing: id  0 | task 342 | reasoning effort = medium
202.02.171 I slot print_timing: id  0 | task 344 | prompt eval time =    1504.10 ms /   963 tokens (    1.56 ms per token,   640.30 tokens per second)
202.02.171 I slot print_timing: id  0 | task 344 |        eval time =   40690.50 ms /  1644 tokens (   24.75 ms per token,    40.40 tokens per second)
202.02.171 I slot print_timing: id  0 | task 344 | draft acceptance = 0.52292 ( 1004 accepted /  1920 generated)
202.02.171 I slot print_timing: id  0 | task 344 | reasoning effort = xhigh
202.34.202 I slot print_timing: id  0 | task 344 | prompt eval time =   28447.80 ms / 21258 tokens (    1.34 ms per token,   747.30 tokens per second)
202.34.202 I slot print_timing: id  0 | task 344 |        eval time =    3563.70 ms /   190 tokens (   18.76 ms per token,    53.30 tokens per second)
202.34.202 I slot print_timing: id  0 | task 344 | draft acceptance = 0.89032 (  138 accepted /   155 generated)
202.34.202 I slot print_timing: id  0 | task 344 | reasoning effort = medium
202.38.681 I slot print_timing: id  0 | task 345 | prompt eval time =    1859.40 ms /  1062 tokens (    1.75 ms per token,   571.20 tokens per second)  [21248 cached]
202.38.681 I slot print_timing: id  0 | task 345 |        eval time =    2395.50 ms /   144 tokens (   16.64 ms per token,    60.10 tokens per second)
202.38.681 I slot print_timing: id  0 | task 345 | draft acceptance = 0.94643 (  106 accepted /   112 generated)
202.38.681 I slot print_timing: id  0 | task 345 | reasoning effort = medium
202.44.269 I slot print_timing: id  0 | task 346 | prompt eval time =    1852.90 ms /  1116 tokens (    1.66 ms per token,   602.30 tokens per second)  [22272 cached]
202.44.269 I slot print_timing: id  0 | task 346 |        eval time =    2727.70 ms /   166 tokens (   16.43 ms per token,    60.90 tokens per second)
202.44.269 I slot print_timing: id  0 | task 346 | draft acceptance = 0.95349 (  123 accepted /   129 generated)
202.44.269 I slot print_timing: id  0 | task 346 | reasoning effort = medium
214.51.043 I slot print_timing: id  0 | task 347 | prompt eval time =    1392.80 ms /   752 tokens (    1.85 ms per token,   539.90 tokens per second)  [23296 cached]
214.51.043 I slot print_timing: id  0 | task 347 |        eval time =  724983.90 ms / 34837 tokens (   20.81 ms per token,    48.10 tokens per second)
214.51.043 I slot print_timing: id  0 | task 347 | draft acceptance = 0.72048 (23817 accepted / 33057 generated)
214.51.043 I slot print_timing: id  0 | task 347 | reasoning effort = medium
218.32.873 I slot print_timing: id  0 | task 348 | prompt eval time =   57159.00 ms / 34952 tokens (    1.64 ms per token,   611.50 tokens per second)  [23808 cached]
218.32.873 I slot print_timing: id  0 | task 348 |        eval time =  164248.70 ms /  8029 tokens (   20.46 ms per token,    48.90 tokens per second)
218.32.873 I slot print_timing: id  0 | task 348 | draft acceptance = 0.81014 ( 5688 accepted /  7021 generated)
218.32.873 I slot print_timing: id  0 | task 348 | reasoning effort = medium
263.42.499 I slot print_timing: id  0 | task 349 | prompt eval time =   18529.30 ms /  8365 tokens (    2.22 ms per token,   451.40 tokens per second)  [58624 cached]
263.42.499 I slot print_timing: id  0 | task 349 |        eval time = 2690609.10 ms / 127996 tokens (   21.02 ms per token,    47.60 tokens per second)
263.42.499 I slot print_timing: id  0 | task 349 | draft acceptance = 0.98961 (95745 accepted / 96750 generated)
263.42.499 I slot print_timing: id  0 | task 349 | reasoning effort = medium
267.22.727 I slot print_timing: id  0 | task 350 | prompt eval time =  107320.20 ms / 67038 tokens (    1.60 ms per token,   624.70 tokens per second)
267.22.727 I slot print_timing: id  0 | task 350 |        eval time =  112605.70 ms /  5442 tokens (   20.69 ms per token,    48.30 tokens per second)
267.22.727 I slot print_timing: id  0 | task 350 | draft acceptance = 0.82818 ( 3880 accepted /  4685 generated)
267.22.727 I slot print_timing: id  0 | task 350 | reasoning effort = medium
268.36.191 I slot print_timing: id  0 | task 351 | prompt eval time =   14673.40 ms /  5774 tokens (    2.54 ms per token,   393.50 tokens per second)  [66816 cached]
268.36.191 I slot print_timing: id  0 | task 351 |        eval time =   58435.30 ms /  2803 tokens (   20.85 ms per token,    48.00 tokens per second)
268.36.191 I slot print_timing: id  0 | task 351 | draft acceptance = 0.81942 ( 1992 accepted /  2431 generated)
268.36.191 I slot print_timing: id  0 | task 351 | reasoning effort = medium
268.47.159 I slot print_timing: id  0 | task 352 | prompt eval time =    9261.80 ms /  2981 tokens (    3.11 ms per token,   321.90 tokens per second)  [72448 cached]
268.47.159 I slot print_timing: id  0 | task 352 |        eval time =    1359.70 ms /    79 tokens (   17.21 ms per token,    58.10 tokens per second)
268.47.159 I slot print_timing: id  0 | task 352 | draft acceptance = 0.98333 (   59 accepted /    60 generated)
268.47.159 I slot print_timing: id  0 | task 352 | reasoning effort = medium
269.03.342 I slot print_timing: id  0 | task 353 | prompt eval time =    1705.20 ms /   303 tokens (    5.63 ms per token,   177.70 tokens per second)  [75264 cached]
269.03.342 I slot print_timing: id  0 | task 353 |        eval time =   13588.00 ms /   665 tokens (   20.43 ms per token,    48.90 tokens per second)
269.03.342 I slot print_timing: id  0 | task 353 | draft acceptance = 0.76949 (  464 accepted /   603 generated)
269.03.342 I slot print_timing: id  0 | task 353 | reasoning effort = medium
269.12.521 I slot print_timing: id  0 | task 354 | prompt eval time =    3791.10 ms /   835 tokens (    4.54 ms per token,   220.30 tokens per second)  [75520 cached]
269.12.521 I slot print_timing: id  0 | task 354 |        eval time =    4868.40 ms /   237 tokens (   20.54 ms per token,    48.70 tokens per second)
269.12.521 I slot print_timing: id  0 | task 354 | draft acceptance = 0.77465 (  165 accepted /   213 generated)
269.12.521 I slot print_timing: id  0 | task 354 | reasoning effort = medium
269.23.308 I slot print_timing: id  0 | task 355 | prompt eval time =    5174.20 ms /   458 tokens (   11.30 ms per token,    88.50 tokens per second)  [76288 cached]
269.23.308 I slot print_timing: id  0 | task 355 |        eval time =    5125.10 ms /   264 tokens (   19.41 ms per token,    51.50 tokens per second)
269.23.308 I slot print_timing: id  0 | task 355 | draft acceptance = 0.85973 (  190 accepted /   221 generated)
269.23.308 I slot print_timing: id  0 | task 355 | reasoning effort = medium
269.42.903 I slot print_timing: id  0 | task 356 | prompt eval time =    3182.10 ms /  1053 tokens (    3.02 ms per token,   330.90 tokens per second)  [76544 cached]
269.42.903 I slot print_timing: id  0 | task 356 |        eval time =   15961.80 ms /   733 tokens (   21.78 ms per token,    45.90 tokens per second)
269.42.903 I slot print_timing: id  0 | task 356 | draft acceptance = 0.71388 (  499 accepted /   699 generated)
269.42.903 I slot print_timing: id  0 | task 356 | reasoning effort = medium
270.20.087 I slot print_timing: id  0 | task 358 | prompt eval time =    1587.50 ms /   992 tokens (    1.60 ms per token,   624.90 tokens per second)
270.20.087 I slot print_timing: id  0 | task 358 |        eval time =   21438.60 ms /   940 tokens (   22.81 ms per token,    43.80 tokens per second)
270.20.087 I slot print_timing: id  0 | task 358 | draft acceptance = 0.49691 (  562 accepted /  1131 generated)
270.20.087 I slot print_timing: id  0 | task 358 | reasoning effort = xhigh
270.55.080 I slot print_timing: id  0 | task 358 | prompt eval time =   28337.10 ms / 21177 tokens (    1.34 ms per token,   747.30 tokens per second)
270.55.080 I slot print_timing: id  0 | task 358 |        eval time =    6638.40 ms /   385 tokens (   17.24 ms per token,    58.00 tokens per second)
270.55.080 I slot print_timing: id  0 | task 358 | draft acceptance = 0.85494 (  277 accepted /   324 generated)
270.55.080 I slot print_timing: id  0 | task 358 | reasoning effort = medium
271.01.992 I slot print_timing: id  0 | task 359 | prompt eval time =    1873.60 ms /  1056 tokens (    1.77 ms per token,   563.60 tokens per second)  [20992 cached]
271.01.992 I slot print_timing: id  0 | task 359 |        eval time =    4177.40 ms /   275 tokens (   15.19 ms per token,    65.80 tokens per second)
271.01.992 I slot print_timing: id  0 | task 359 | draft acceptance = 0.96682 (  204 accepted /   211 generated)
271.01.992 I slot print_timing: id  0 | task 359 | reasoning effort = medium
271.43.416 I slot print_timing: id  0 | task 360 | prompt eval time =    3238.00 ms /  1461 tokens (    2.22 ms per token,   451.20 tokens per second)  [22016 cached]
271.43.416 I slot print_timing: id  0 | task 360 |        eval time =   38003.80 ms /  2020 tokens (   18.81 ms per token,    53.20 tokens per second)
271.43.416 I slot print_timing: id  0 | task 360 | draft acceptance = 0.76098 ( 1404 accepted /  1845 generated)
271.43.416 I slot print_timing: id  0 | task 360 | reasoning effort = medium
271.53.024 I slot print_timing: id  0 | task 361 | prompt eval time =    3963.70 ms /  2344 tokens (    1.69 ms per token,   591.40 tokens per second)  [23296 cached]
271.53.024 I slot print_timing: id  0 | task 361 |        eval time =    5470.50 ms /   352 tokens (   15.54 ms per token,    64.30 tokens per second)
271.53.024 I slot print_timing: id  0 | task 361 | draft acceptance = 0.97037 (  262 accepted /   270 generated)
271.53.024 I slot print_timing: id  0 | task 361 | reasoning effort = medium
271.58.214 I slot print_timing: id  0 | task 362 | prompt eval time =    2267.60 ms /   475 tokens (    4.77 ms per token,   209.50 tokens per second)  [25600 cached]
