70.53.551 I slot print_timing: id  0 | task 287 | prompt eval time =    1325.40 ms /   665 tokens (    1.99 ms per token,   501.70 tokens per second)  [31744 cached]
73.16.497 I slot print_timing: id  0 | task 297 | reasoning effort = medium
74.12.295 I slot print_timing: id  0 | task 298 | prompt eval time =    2268.60 ms /  1449 tokens (    1.57 ms per token,   638.70 tokens per second)  [22272 cached]
74.12.295 I slot print_timing: id  0 | task 298 |        eval time =   53380.90 ms /  3193 tokens (   16.72 ms per token,    59.80 tokens per second)
74.12.295 I slot print_timing: id  0 | task 298 | draft acceptance = 0.79085 ( 2246 accepted /  2840 generated)
74.12.295 I slot print_timing: id  0 | task 298 | reasoning effort = medium
74.29.616 I slot print_timing: id  0 | task 299 | prompt eval time =    5248.30 ms /  3458 tokens (    1.52 ms per token,   658.90 tokens per second)  [23552 cached]
74.29.616 I slot print_timing: id  0 | task 299 |        eval time =   11815.50 ms /   734 tokens (   16.10 ms per token,    62.10 tokens per second)
74.29.616 I slot print_timing: id  0 | task 299 | draft acceptance = 0.83175 (  524 accepted /   630 generated)
74.29.616 I slot print_timing: id  0 | task 299 | reasoning effort = medium
74.34.631 I slot print_timing: id  0 | task 300 | prompt eval time =    1736.60 ms /   971 tokens (    1.79 ms per token,   559.20 tokens per second)  [26880 cached]
74.34.631 I slot print_timing: id  0 | task 300 |        eval time =    3150.70 ms /   174 tokens (   18.11 ms per token,    55.20 tokens per second)
74.34.631 I slot print_timing: id  0 | task 300 | draft acceptance = 0.71084 (  118 accepted /   166 generated)
74.34.631 I slot print_timing: id  0 | task 300 | reasoning effort = medium
74.39.325 I slot print_timing: id  0 | task 301 | prompt eval time =     936.50 ms /   423 tokens (    2.21 ms per token,   451.70 tokens per second)  [27648 cached]
74.39.325 I slot print_timing: id  0 | task 301 |        eval time =    3633.30 ms /   213 tokens (   17.06 ms per token,    58.60 tokens per second)
74.39.325 I slot print_timing: id  0 | task 301 | draft acceptance = 0.78836 (  149 accepted /   189 generated)
74.39.325 I slot print_timing: id  0 | task 301 | reasoning effort = medium
74.53.058 I slot print_timing: id  0 | task 302 | prompt eval time =    1011.70 ms /   464 tokens (    2.18 ms per token,   458.60 tokens per second)  [27904 cached]
74.53.058 I slot print_timing: id  0 | task 302 |        eval time =   12576.00 ms /   873 tokens (   14.41 ms per token,    69.40 tokens per second)
74.53.058 I slot print_timing: id  0 | task 302 | draft acceptance = 0.97451 (  650 accepted /   667 generated)
74.53.058 I slot print_timing: id  0 | task 302 | reasoning effort = medium
74.56.689 I slot print_timing: id  0 | task 303 | prompt eval time =    1988.20 ms /  1165 tokens (    1.71 ms per token,   586.00 tokens per second)  [28160 cached]
74.56.689 I slot print_timing: id  0 | task 303 |        eval time =    1487.50 ms /    90 tokens (   16.53 ms per token,    60.50 tokens per second)
74.56.689 I slot print_timing: id  0 | task 303 | draft acceptance = 0.84211 (   64 accepted /    76 generated)
74.56.689 I slot print_timing: id  0 | task 303 | reasoning effort = medium
75.03.380 I slot print_timing: id  0 | task 304 | prompt eval time =     888.80 ms /   513 tokens (    1.73 ms per token,   577.20 tokens per second)  [29184 cached]
75.03.380 I slot print_timing: id  0 | task 304 |        eval time =    5006.70 ms /   323 tokens (   15.50 ms per token,    64.50 tokens per second)
75.03.380 I slot print_timing: id  0 | task 304 | draft acceptance = 0.89015 (  235 accepted /   264 generated)
75.03.380 I slot print_timing: id  0 | task 304 | reasoning effort = medium
75.10.467 I slot print_timing: id  0 | task 305 | prompt eval time =    1673.80 ms /   918 tokens (    1.82 ms per token,   548.40 tokens per second)  [29184 cached]
75.10.467 I slot print_timing: id  0 | task 305 |        eval time =    5262.10 ms /   352 tokens (   14.95 ms per token,    66.90 tokens per second)
75.10.467 I slot print_timing: id  0 | task 305 | draft acceptance = 0.92832 (  259 accepted /   279 generated)
75.10.467 I slot print_timing: id  0 | task 305 | reasoning effort = medium
75.14.318 I slot print_timing: id  0 | task 306 | prompt eval time =    1146.60 ms /   584 tokens (    1.96 ms per token,   509.30 tokens per second)  [29952 cached]
75.14.318 I slot print_timing: id  0 | task 306 |        eval time =    2552.00 ms /   172 tokens (   14.84 ms per token,    67.40 tokens per second)
75.14.318 I slot print_timing: id  0 | task 306 | draft acceptance = 0.94776 (  127 accepted /   134 generated)
75.14.318 I slot print_timing: id  0 | task 306 | reasoning effort = medium
75.21.923 I slot print_timing: id  0 | task 307 | prompt eval time =    1050.20 ms /   492 tokens (    2.13 ms per token,   468.50 tokens per second)  [30464 cached]
75.21.923 I slot print_timing: id  0 | task 307 |        eval time =    6404.60 ms /   410 tokens (   15.62 ms per token,    64.00 tokens per second)
75.21.923 I slot print_timing: id  0 | task 307 | draft acceptance = 0.88131 (  297 accepted /   337 generated)
75.21.923 I slot print_timing: id  0 | task 307 | reasoning effort = medium
75.24.694 I slot print_timing: id  0 | task 308 | prompt eval time =    1410.50 ms /   725 tokens (    1.95 ms per token,   514.00 tokens per second)  [30720 cached]
75.24.694 I slot print_timing: id  0 | task 308 |        eval time =    1207.80 ms /    82 tokens (   14.73 ms per token,    67.90 tokens per second)
75.24.694 I slot print_timing: id  0 | task 308 | draft acceptance = 1.00000 (   61 accepted /    61 generated)
75.24.694 I slot print_timing: id  0 | task 308 | reasoning effort = medium
75.28.359 I slot print_timing: id  0 | task 309 | prompt eval time =     858.70 ms /   355 tokens (    2.42 ms per token,   413.40 tokens per second)  [31232 cached]
75.28.359 I slot print_timing: id  0 | task 309 |        eval time =    2159.50 ms /   144 tokens (   15.00 ms per token,    66.70 tokens per second)
75.28.359 I slot print_timing: id  0 | task 309 | draft acceptance = 0.94643 (  106 accepted /   112 generated)
75.28.359 I slot print_timing: id  0 | task 309 | reasoning effort = medium
75.33.784 I slot print_timing: id  0 | task 310 | prompt eval time =    1054.50 ms /   476 tokens (    2.22 ms per token,   451.40 tokens per second)  [31488 cached]
75.33.784 I slot print_timing: id  0 | task 310 |        eval time =    4096.30 ms /   278 tokens (   14.73 ms per token,    67.90 tokens per second)
75.33.784 I slot print_timing: id  0 | task 310 | draft acceptance = 0.96262 (  206 accepted /   214 generated)
75.33.784 I slot print_timing: id  0 | task 310 | reasoning effort = medium
75.36.068 I slot print_timing: id  0 | task 311 | prompt eval time =    1165.60 ms /   584 tokens (    2.00 ms per token,   501.00 tokens per second)  [31744 cached]
75.36.068 I slot print_timing: id  0 | task 311 |        eval time =     977.40 ms /    64 tokens (   15.27 ms per token,    65.50 tokens per second)
75.36.068 I slot print_timing: id  0 | task 311 | draft acceptance = 0.92157 (   47 accepted /    51 generated)
75.36.068 I slot print_timing: id  0 | task 311 | reasoning effort = medium
76.20.863 I slot print_timing: id  0 | task 312 | prompt eval time =    2430.20 ms /  1428 tokens (    1.70 ms per token,   587.60 tokens per second)  [32256 cached]
76.20.863 I slot print_timing: id  0 | task 312 |        eval time =   42209.70 ms /  2168 tokens (   19.47 ms per token,    51.40 tokens per second)
76.20.863 I slot print_timing: id  0 | task 312 | draft acceptance = 0.65828 ( 1439 accepted /  2186 generated)
76.20.863 I slot print_timing: id  0 | task 312 | reasoning effort = medium
76.29.204 I slot print_timing: id  0 | task 313 | prompt eval time =    4547.30 ms /  2751 tokens (    1.65 ms per token,   605.00 tokens per second)  [33536 cached]
76.29.204 I slot print_timing: id  0 | task 313 |        eval time =    3369.90 ms /   197 tokens (   17.11 ms per token,    58.50 tokens per second)
76.29.204 I slot print_timing: id  0 | task 313 | draft acceptance = 0.80347 (  139 accepted /   173 generated)
76.29.204 I slot print_timing: id  0 | task 313 | reasoning effort = medium
76.56.414 I slot print_timing: id  0 | task 314 | prompt eval time =    1069.50 ms /   461 tokens (    2.32 ms per token,   431.10 tokens per second)  [36096 cached]
76.56.414 I slot print_timing: id  0 | task 314 |        eval time =   25456.20 ms /  1406 tokens (   18.11 ms per token,    55.20 tokens per second)
76.56.414 I slot print_timing: id  0 | task 314 | draft acceptance = 0.74827 (  972 accepted /  1299 generated)
76.56.414 I slot print_timing: id  0 | task 314 | reasoning effort = medium
77.06.301 I slot print_timing: id  0 | task 315 | prompt eval time =    2796.10 ms /  1647 tokens (    1.70 ms per token,   589.00 tokens per second)  [36352 cached]
77.06.301 I slot print_timing: id  0 | task 315 |        eval time =    6930.10 ms /   387 tokens (   17.91 ms per token,    55.80 tokens per second)
77.06.301 I slot print_timing: id  0 | task 315 | draft acceptance = 0.76204 (  269 accepted /   353 generated)
77.06.301 I slot print_timing: id  0 | task 315 | reasoning effort = medium
77.31.481 I slot print_timing: id  0 | task 317 | prompt eval time =    1444.00 ms /  1006 tokens (    1.44 ms per token,   696.70 tokens per second)
77.31.481 I slot print_timing: id  0 | task 317 |        eval time =   21577.20 ms /  1007 tokens (   21.43 ms per token,    46.70 tokens per second)
77.31.481 I slot print_timing: id  0 | task 317 | draft acceptance = 0.46778 (  588 accepted /  1257 generated)
77.31.481 I slot print_timing: id  0 | task 317 | reasoning effort = xhigh
78.07.156 I slot print_timing: id  0 | task 317 | prompt eval time =   27178.90 ms / 21306 tokens (    1.28 ms per token,   783.90 tokens per second)
78.07.156 I slot print_timing: id  0 | task 317 |        eval time =    8488.20 ms /   546 tokens (   15.55 ms per token,    64.30 tokens per second)
78.07.156 I slot print_timing: id  0 | task 317 | draft acceptance = 0.86593 (  394 accepted /   455 generated)
78.07.156 I slot print_timing: id  0 | task 317 | reasoning effort = medium
78.13.474 I slot print_timing: id  0 | task 318 | prompt eval time =    1680.80 ms /  1088 tokens (    1.54 ms per token,   647.30 tokens per second)  [21248 cached]
78.13.474 I slot print_timing: id  0 | task 318 |        eval time =    3824.80 ms /   276 tokens (   13.86 ms per token,    72.20 tokens per second)
78.13.474 I slot print_timing: id  0 | task 318 | draft acceptance = 1.00000 (  207 accepted /   207 generated)
78.13.474 I slot print_timing: id  0 | task 318 | reasoning effort = medium
78.48.990 I slot print_timing: id  0 | task 319 | prompt eval time =    2344.40 ms /  1494 tokens (    1.57 ms per token,   637.30 tokens per second)  [22272 cached]
78.48.990 I slot print_timing: id  0 | task 319 |        eval time =   33005.40 ms /  1939 tokens (   17.02 ms per token,    58.70 tokens per second)
78.48.990 I slot print_timing: id  0 | task 319 | draft acceptance = 0.76718 ( 1351 accepted /  1761 generated)
78.48.990 I slot print_timing: id  0 | task 319 | reasoning effort = medium
78.57.551 I slot print_timing: id  0 | task 320 | prompt eval time =    3447.70 ms /  2305 tokens (    1.50 ms per token,   668.60 tokens per second)  [23552 cached]
78.57.551 I slot print_timing: id  0 | task 320 |        eval time =    4977.60 ms /   345 tokens (   14.43 ms per token,    69.30 tokens per second)
78.57.551 I slot print_timing: id  0 | task 320 | draft acceptance = 0.96970 (  256 accepted /   264 generated)
78.57.551 I slot print_timing: id  0 | task 320 | reasoning effort = medium
79.01.500 I slot print_timing: id  0 | task 321 | prompt eval time =    1280.40 ms /   685 tokens (    1.87 ms per token,   535.00 tokens per second)  [25600 cached]
79.01.500 I slot print_timing: id  0 | task 321 |        eval time =    2535.10 ms /   175 tokens (   14.49 ms per token,    69.00 tokens per second)
79.01.500 I slot print_timing: id  0 | task 321 | draft acceptance = 0.96296 (  130 accepted /   135 generated)
79.01.500 I slot print_timing: id  0 | task 321 | reasoning effort = medium
79.08.376 I slot print_timing: id  0 | task 322 | prompt eval time =     932.10 ms /   433 tokens (    2.15 ms per token,   464.50 tokens per second)  [26112 cached]
79.08.376 I slot print_timing: id  0 | task 322 |        eval time =    5807.00 ms /   397 tokens (   14.63 ms per token,    68.40 tokens per second)
79.08.376 I slot print_timing: id  0 | task 322 | draft acceptance = 0.94516 (  293 accepted /   310 generated)
79.08.376 I slot print_timing: id  0 | task 322 | reasoning effort = medium
79.13.795 I slot print_timing: id  0 | task 323 | prompt eval time =    1286.50 ms /   655 tokens (    1.96 ms per token,   509.10 tokens per second)  [26368 cached]
79.13.795 I slot print_timing: id  0 | task 323 |        eval time =    3997.30 ms /   237 tokens (   16.87 ms per token,    59.30 tokens per second)
79.13.795 I slot print_timing: id  0 | task 323 | draft acceptance = 0.78673 (  166 accepted /   211 generated)
79.13.795 I slot print_timing: id  0 | task 323 | reasoning effort = medium
79.28.958 I slot print_timing: id  0 | task 324 | prompt eval time =    1012.50 ms /   463 tokens (    2.19 ms per token,   457.30 tokens per second)  [26880 cached]
79.28.958 I slot print_timing: id  0 | task 324 |        eval time =   14014.40 ms /   965 tokens (   14.52 ms per token,    68.90 tokens per second)
79.28.958 I slot print_timing: id  0 | task 324 | draft acceptance = 0.95461 (  715 accepted /   749 generated)
79.28.958 I slot print_timing: id  0 | task 324 | reasoning effort = medium
79.32.175 I slot print_timing: id  0 | task 325 | prompt eval time =    2064.70 ms /  1257 tokens (    1.64 ms per token,   608.80 tokens per second)  [27136 cached]
79.32.175 I slot print_timing: id  0 | task 325 |        eval time =    1013.20 ms /    66 tokens (   15.35 ms per token,    65.10 tokens per second)
79.32.175 I slot print_timing: id  0 | task 325 | draft acceptance = 0.92308 (   48 accepted /    52 generated)
79.32.175 I slot print_timing: id  0 | task 325 | reasoning effort = medium
79.36.415 I slot print_timing: id  0 | task 326 | prompt eval time =     955.40 ms /   444 tokens (    2.15 ms per token,   464.70 tokens per second)  [28160 cached]
79.36.415 I slot print_timing: id  0 | task 326 |        eval time =    2667.90 ms /   148 tokens (   18.03 ms per token,    55.50 tokens per second)
79.36.415 I slot print_timing: id  0 | task 326 | draft acceptance = 0.72662 (  101 accepted /   139 generated)
79.36.415 I slot print_timing: id  0 | task 326 | reasoning effort = medium
79.40.332 I slot print_timing: id  0 | task 327 | prompt eval time =    1080.80 ms /   569 tokens (    1.90 ms per token,   526.40 tokens per second)  [28416 cached]
79.40.332 I slot print_timing: id  0 | task 327 |        eval time =    2578.40 ms /   147 tokens (   17.54 ms per token,    57.00 tokens per second)
79.40.332 I slot print_timing: id  0 | task 327 | draft acceptance = 0.76119 (  102 accepted /   134 generated)
79.40.332 I slot print_timing: id  0 | task 327 | reasoning effort = medium
80.36.726 I slot print_timing: id  0 | task 328 | prompt eval time =    2832.50 ms /  1764 tokens (    1.61 ms per token,   622.80 tokens per second)  [28928 cached]
80.36.726 I slot print_timing: id  0 | task 328 |        eval time =   53422.40 ms /  2707 tokens (   19.73 ms per token,    50.70 tokens per second)
80.36.726 I slot print_timing: id  0 | task 328 | draft acceptance = 0.63218 ( 1772 accepted /  2803 generated)
80.36.726 I slot print_timing: id  0 | task 328 | reasoning effort = medium
80.46.326 I slot print_timing: id  0 | task 329 | prompt eval time =    5470.20 ms /  3444 tokens (    1.59 ms per token,   629.60 tokens per second)  [30464 cached]
80.46.326 I slot print_timing: id  0 | task 329 |        eval time =    3301.10 ms /   186 tokens (   17.75 ms per token,    56.30 tokens per second)
80.46.326 I slot print_timing: id  0 | task 329 | draft acceptance = 0.76786 (  129 accepted /   168 generated)
80.46.326 I slot print_timing: id  0 | task 329 | reasoning effort = medium
80.52.624 I slot print_timing: id  0 | task 330 | prompt eval time =     903.40 ms /   371 tokens (    2.44 ms per token,   410.70 tokens per second)  [33792 cached]
80.52.624 I slot print_timing: id  0 | task 330 |        eval time =    4676.80 ms /   314 tokens (   14.89 ms per token,    67.10 tokens per second)
80.52.624 I slot print_timing: id  0 | task 330 | draft acceptance = 0.97083 (  233 accepted /   240 generated)
80.52.624 I slot print_timing: id  0 | task 330 | reasoning effort = medium
81.26.798 I slot print_timing: id  0 | task 331 | prompt eval time =    1745.40 ms /   954 tokens (    1.83 ms per token,   546.60 tokens per second)  [34048 cached]
81.26.798 I slot print_timing: id  0 | task 331 |        eval time =   32031.10 ms /  1851 tokens (   17.30 ms per token,    57.80 tokens per second)
81.26.798 I slot print_timing: id  0 | task 331 | draft acceptance = 0.78788 ( 1300 accepted /  1650 generated)
81.26.798 I slot print_timing: id  0 | task 331 | reasoning effort = medium
81.48.001 I slot print_timing: id  0 | task 333 | prompt eval time =    1450.30 ms /  1006 tokens (    1.44 ms per token,   693.60 tokens per second)
81.48.001 I slot print_timing: id  0 | task 333 |        eval time =   17591.30 ms /   909 tokens (   19.35 ms per token,    51.70 tokens per second)
81.48.001 I slot print_timing: id  0 | task 333 | draft acceptance = 0.55523 (  568 accepted /  1023 generated)
81.48.001 I slot print_timing: id  0 | task 333 | reasoning effort = xhigh
82.22.066 I slot print_timing: id  0 | task 333 | prompt eval time =   27208.00 ms / 21306 tokens (    1.28 ms per token,   783.10 tokens per second)
82.22.066 I slot print_timing: id  0 | task 333 |        eval time =    6847.80 ms /   433 tokens (   15.81 ms per token,    63.20 tokens per second)
82.22.066 I slot print_timing: id  0 | task 333 | draft acceptance = 0.85205 (  311 accepted /   365 generated)
82.22.066 I slot print_timing: id  0 | task 333 | reasoning effort = medium
82.28.432 I slot print_timing: id  0 | task 334 | prompt eval time =    1665.30 ms /   978 tokens (    1.70 ms per token,   587.30 tokens per second)  [21248 cached]
82.28.432 I slot print_timing: id  0 | task 334 |        eval time =    3899.00 ms /   276 tokens (   14.13 ms per token,    70.80 tokens per second)
82.28.432 I slot print_timing: id  0 | task 334 | draft acceptance = 0.99038 (  206 accepted /   208 generated)
82.28.432 I slot print_timing: id  0 | task 334 | reasoning effort = medium
83.18.056 I slot print_timing: id  0 | task 335 | prompt eval time =    2510.60 ms /  1640 tokens (    1.53 ms per token,   653.20 tokens per second)  [22016 cached]
83.18.056 I slot print_timing: id  0 | task 335 |        eval time =   46956.30 ms /  2740 tokens (   17.14 ms per token,    58.40 tokens per second)
83.18.056 I slot print_timing: id  0 | task 335 | draft acceptance = 0.75917 ( 1904 accepted /  2508 generated)
83.18.056 I slot print_timing: id  0 | task 335 | reasoning effort = medium
83.28.047 I slot print_timing: id  0 | task 336 | prompt eval time =    4566.40 ms /  2968 tokens (    1.54 ms per token,   650.00 tokens per second)  [23552 cached]
83.28.047 I slot print_timing: id  0 | task 336 |        eval time =    5282.30 ms /   357 tokens (   14.80 ms per token,    67.60 tokens per second)
83.28.047 I slot print_timing: id  0 | task 336 | draft acceptance = 0.93594 (  263 accepted /   281 generated)
83.28.047 I slot print_timing: id  0 | task 336 | reasoning effort = medium
83.32.002 I slot print_timing: id  0 | task 337 | prompt eval time =    1122.50 ms /   592 tokens (    1.90 ms per token,   527.40 tokens per second)  [26368 cached]
83.32.002 I slot print_timing: id  0 | task 337 |        eval time =    2695.60 ms /   174 tokens (   15.49 ms per token,    64.60 tokens per second)
83.32.002 I slot print_timing: id  0 | task 337 | draft acceptance = 0.89362 (  126 accepted /   141 generated)
83.32.002 I slot print_timing: id  0 | task 337 | reasoning effort = medium
83.38.816 I slot print_timing: id  0 | task 338 | prompt eval time =     791.70 ms /   339 tokens (    2.34 ms per token,   428.20 tokens per second)  [26880 cached]
83.38.816 I slot print_timing: id  0 | task 338 |        eval time =    5883.30 ms /   375 tokens (   15.69 ms per token,    63.70 tokens per second)
83.38.816 I slot print_timing: id  0 | task 338 | draft acceptance = 0.85714 (  270 accepted /   315 generated)
83.38.816 I slot print_timing: id  0 | task 338 | reasoning effort = medium
83.43.524 I slot print_timing: id  0 | task 339 | prompt eval time =    1042.10 ms /   539 tokens (    1.93 ms per token,   517.20 tokens per second)  [27136 cached]
83.43.524 I slot print_timing: id  0 | task 339 |        eval time =    3527.50 ms /   209 tokens (   16.88 ms per token,    59.20 tokens per second)
83.43.524 I slot print_timing: id  0 | task 339 | draft acceptance = 0.77249 (  146 accepted /   189 generated)
83.43.524 I slot print_timing: id  0 | task 339 | reasoning effort = medium
83.58.845 I slot print_timing: id  0 | task 340 | prompt eval time =     781.40 ms /   322 tokens (    2.43 ms per token,   412.10 tokens per second)  [27648 cached]
83.58.845 I slot print_timing: id  0 | task 340 |        eval time =   14408.40 ms /   979 tokens (   14.72 ms per token,    67.90 tokens per second)
83.58.845 I slot print_timing: id  0 | task 340 | draft acceptance = 0.94010 (  722 accepted /   768 generated)
83.58.845 I slot print_timing: id  0 | task 340 | reasoning effort = medium
84.01.850 I slot print_timing: id  0 | task 341 | prompt eval time =    1894.40 ms /  1130 tokens (    1.68 ms per token,   596.50 tokens per second)  [27904 cached]
84.01.850 I slot print_timing: id  0 | task 341 |        eval time =     975.00 ms /    65 tokens (   15.00 ms per token,    66.70 tokens per second)
84.01.850 I slot print_timing: id  0 | task 341 | draft acceptance = 1.00000 (   48 accepted /    48 generated)
84.01.850 I slot print_timing: id  0 | task 341 | reasoning effort = medium
84.05.543 I slot print_timing: id  0 | task 342 | prompt eval time =     725.50 ms /   316 tokens (    2.30 ms per token,   435.60 tokens per second)  [28928 cached]
84.05.543 I slot print_timing: id  0 | task 342 |        eval time =    2354.60 ms /   144 tokens (   16.35 ms per token,    61.20 tokens per second)
84.05.543 I slot print_timing: id  0 | task 342 | draft acceptance = 0.85833 (  103 accepted /   120 generated)
84.05.543 I slot print_timing: id  0 | task 342 | reasoning effort = medium
84.08.996 I slot print_timing: id  0 | task 343 | prompt eval time =     964.00 ms /   437 tokens (    2.21 ms per token,   453.30 tokens per second)  [29184 cached]
84.08.996 I slot print_timing: id  0 | task 343 |        eval time =    2233.30 ms /   138 tokens (   16.18 ms per token,    61.80 tokens per second)
84.08.996 I slot print_timing: id  0 | task 343 | draft acceptance = 0.84615 (   99 accepted /   117 generated)
84.08.996 I slot print_timing: id  0 | task 343 | reasoning effort = medium
84.47.626 I slot print_timing: id  0 | task 344 | prompt eval time =    2991.70 ms /  1878 tokens (    1.59 ms per token,   627.70 tokens per second)  [29440 cached]
84.47.626 I slot print_timing: id  0 | task 344 |        eval time =   35496.60 ms /  1776 tokens (   19.99 ms per token,    50.00 tokens per second)
84.47.626 I slot print_timing: id  0 | task 344 | draft acceptance = 0.61844 ( 1154 accepted /  1866 generated)
84.47.626 I slot print_timing: id  0 | task 344 | reasoning effort = medium
84.56.351 I slot print_timing: id  0 | task 345 | prompt eval time =    3762.70 ms /  2311 tokens (    1.63 ms per token,   614.20 tokens per second)  [31232 cached]
84.56.351 I slot print_timing: id  0 | task 345 |        eval time =    4546.00 ms /   270 tokens (   16.84 ms per token,    59.40 tokens per second)
84.56.351 I slot print_timing: id  0 | task 345 | draft acceptance = 0.83550 (  193 accepted /   231 generated)
84.56.351 I slot print_timing: id  0 | task 345 | reasoning effort = medium
85.03.116 I slot print_timing: id  0 | task 346 | prompt eval time =    1068.50 ms /   477 tokens (    2.24 ms per token,   446.40 tokens per second)  [33536 cached]
85.03.116 I slot print_timing: id  0 | task 346 |        eval time =    4412.70 ms /   256 tokens (   17.24 ms per token,    58.00 tokens per second)
85.03.116 I slot print_timing: id  0 | task 346 | draft acceptance = 0.78947 (  180 accepted /   228 generated)
85.03.116 I slot print_timing: id  0 | task 346 | reasoning effort = medium
85.40.295 I slot print_timing: id  0 | task 347 | prompt eval time =    1733.00 ms /   900 tokens (    1.93 ms per token,   519.30 tokens per second)  [33792 cached]
